Date,Close,MA10,EMA12,EMA26,MACD,UB,LB,ATR,RSI,pivot,s1,r1,s2,r2,s3,r3,CCI,mom
2019-02-22,0.999140739440918,0.9966134548187255,0.9983317414605607,1.0016213348566607,-0.003289593396100021,1.0101366178263418,0.9901856346856365,0.004659703799656499,53.52188457033823,0.999345620473226,0.997589985529582,1.0008963743845622,0.9960392316182457,1.002652009328206,0.9942835966746018,1.0042027632395425,0.19526807444724523,0.003620624542236328
2019-02-25,1.000300049781799,0.9965724110603332,0.9986345581253666,1.0015234618881526,-0.0028889037627859437,1.0091265742987645,0.9904598588734614,0.004381511892591243,48.97282751378202,1.0003845691680908,0.9990562200546265,1.0016283988952637,0.9978123903274536,1.002956748008728,0.9964840412139893,1.0042005777359009,4.092313495077292,0.0047501325607298694
2019-02-26,0.9999099969863892,0.9969519019126892,0.9988307794886009,1.0014039459695034,-0.0025731664809025556,1.0077609322615606,0.9909693874768276,0.004295408725738565,62.02926261534676,0.9996045827865601,0.9985086917877197,1.0010058879852295,0.9971073865890503,1.0021017789840698,0.99601149559021,1.0035030841827393,0.6775852383947745,0.0011883378028869629
2019-02-27,1.000290036201477,0.997588187456131,0.9990552805213511,1.0013214341348349,-0.0022661536134838123,1.0070010906468023,0.9912051850547206,0.004424852984292206,72.78015594924774,1.0010621349016826,0.9982089598973591,1.0031432112058005,0.9961278835932413,1.005996386210124,0.9932747085889179,1.0080774625142417,3.2889463480712595,0.0002900362014770508
2019-02-28,0.9995002746582032,0.9984007120132447,0.9991237411577899,1.0011865334328622,-0.0020627922750723338,1.0058388461827428,0.9916632006407589,0.004790667976651912,83.29092161239613,1.0020253856976826,0.9965956608454385,1.004929999510447,0.9936910470326741,1.0103597243626912,0.98826132218043,1.0132643381754556,2.8254734234205268,0.00035953521728526727
2019-03-01,1.0027475357055664,0.9991680324077606,0.999681248011294,1.0013021632308403,-0.0016209152195463261,1.0050009835033777,0.9921418261260625,0.004668555089405628,82.64817022140141,1.001883904139201,1.0000742276509604,1.0045572121938071,0.9974009195963544,1.0063668886820474,0.9955912431081139,1.0090401967366536,1.479929740305606,0.002447485923767312
2019-03-04,1.001702904701233,0.9997863113880158,0.9999922721174384,1.0013318477842026,-0.0013395756667642367,1.0044116782683155,0.992446364210246,0.004306090729577193,75.0311290431573,1.0004664063453674,0.9993301630020142,1.0028391480445862,0.9969574213027955,1.0039753913879395,0.9958211779594422,1.006348133087158,-6.433394261328176,0.00179290771484375
2019-03-05,1.0014019012451172,1.0003715097904204,1.0002091381370812,1.0013370369294556,-0.0011278987923744044,1.0042748304381994,0.9925029126629207,0.004473171063831874,73.18277985568169,0.9993418653806051,0.9973820845286052,1.0033616820971172,0.9933622678120931,1.0053214629491172,0.9914024869600933,1.0093412796656291,-8.261834468665862,0.0011118650436401367
2019-03-06,0.9956192374229432,1.0000612676143645,0.9995029995656755,1.0009134962252695,-0.0014104966595940294,1.004094090302376,0.9922165729208905,0.004661436591829572,39.81632205857018,0.9956599076588949,0.9944300452868146,0.9968490997950238,0.9932408531506857,0.9980789621671041,0.9920109907786053,0.999268154303233,-11.38218560248285,-0.0038810372352600098
2019-03-07,0.995916783809662,0.9996529459953308,0.9989512740647504,1.0005433693796688,-0.0015920953149184403,1.0040783232674293,0.9920335763469049,0.004876038857868732,35.67446392946874,0.9939409097035726,0.9913695851961772,0.9984881083170573,0.9868223865826926,1.0010594328244526,0.9842510620752972,1.0056066314379373,-11.806026802585013,-0.00683075189590443
