Date,Close,MA10,EMA12,EMA26,MACD,UB,LB,ATR,RSI,pivot,s1,r1,s2,r2,s3,r3,CCI,mom
2019-02-22,1.1343011856079102,1.1314062237739564,1.133756379160764,1.136564537432805,-0.0028081582720409504,1.1500197436745145,1.123604473835709,0.0059009790420531906,50.78643444759608,1.1339174509048462,1.132258415222168,1.1359602212905884,1.1302156448364258,1.1376192569732666,1.1285566091537476,1.1396620273590088,0.19526807444724523,0.004498124122619851
2019-02-25,1.1342240571975708,1.1315860390663146,1.1338283296279652,1.1363911685264914,-0.002562838898526154,1.1495376007017912,1.1233785255494293,0.005740446703774589,53.510944351857894,1.1349249680836995,1.1330987612406411,1.136050264040629,1.1319734652837117,1.1378764708836873,1.1301472584406533,1.1390017668406167,4.092313495077292,0.0030279159545898438
2019-02-26,1.1367511749267578,1.132470726966858,1.1342779981354716,1.1364178356672519,-0.0021398375317802643,1.148860494341314,1.1234306652885078,0.005565524101257309,68.73280392562714,1.1364211638768513,1.1349788109461465,1.1381935278574624,1.1332064469655354,1.1396358807881672,1.1317640940348306,1.1414082447687783,0.6775852383947745,0.0024499893188476562
2019-02-27,1.139315485954285,1.1330557227134705,1.1350529962614428,1.1366324764292544,-0.001579480167811509,1.1482672482264913,1.1236017913090313,0.005251552377428311,64.1876225114637,1.138695240020752,1.137009620666504,1.1410011053085327,1.1347037553787231,1.1426867246627808,1.133018136024475,1.1449925899505615,3.2889463480712595,0.004679679870605691
2019-02-28,1.1380189657211304,1.1342082142829895,1.135509299255241,1.1367351793397638,-0.0012258800845228457,1.1462202340781376,1.1245741933167295,0.0053737589291163535,88.56691506167209,1.138767679532369,1.1353309551874795,1.1414556900660193,1.132642944653829,1.1448924144109087,1.1292062203089397,1.1475804249445591,2.8254734234205268,0.003717780113220215
2019-03-01,1.1373459100723269,1.1349892973899842,1.1357918547655619,1.1367804186532868,-0.000988563887724947,1.1449222085095583,1.1251117351435482,0.005296732698168042,81.06073534710009,1.1378895839055378,1.1348909536997478,1.1403445402781167,1.132435997327169,1.1433431704839068,1.1294373671213789,1.1457981268564856,1.479929740305606,0.0031218528747560814
2019-03-04,1.1375917196273804,1.1357681632041932,1.1360687570519956,1.1368405150217382,-0.0007717579697426036,1.1433142899610151,1.1259260416887653,0.005291802542550176,81.02727756249558,1.135391354560852,1.1332557201385498,1.1397273540496824,1.1289197206497195,1.1418629884719846,1.1267840862274172,1.146198987960815,-6.433394261328176,0.0008405447006225586
2019-03-05,1.133735418319702,1.1360220909118652,1.135709781862412,1.1366105078586244,-0.0009007259962123815,1.141717533259657,1.1265335043379994,0.005416648728506858,58.45606624798447,1.1323230266571045,1.1307306289672852,1.1353278160095215,1.1277258396148682,1.1369202136993408,1.1261334419250488,1.1399250030517578,-8.261834468665862,-0.005580067634582964
2019-03-06,1.1307101249694824,1.1356629848480224,1.1349406038788843,1.1361734424594288,-0.0012328385805444597,1.1406152556329636,1.1266075422376725,0.005142833505357951,37.977522708769015,1.1307926972707112,1.1290826002756753,1.132420221964518,1.1274550755818684,1.134130318959554,1.1257449785868325,1.1357578436533609,-11.38218560248285,-0.007308840751647949
2019-03-07,1.1314009428024292,1.1353394985198975,1.1343960406363527,1.1358199239663178,-0.0014238833299651255,1.140274294870566,1.1264289889162078,0.005485219614846303,39.422312309971154,1.1280887126922607,1.1241874694824219,1.135302186012268,1.1169739961624146,1.139203429222107,1.1130727529525757,1.1464169025421143,-11.806026802585013,-0.005944967269897683
2019-03-08,1.1198333501815796,1.1338927149772644,1.1321556267202337,1.1346357333155965,-0.0024801065953627965,1.1418288780764576,1.1234700606747632,0.006118442331041545,22.72684371615152,1.1209645668665569,1.1174745162328086,1.123323400815328,1.1151156822840373,1.1268134514490764,1.111625631650289,1.1291722853978476,-10.087640172138059,-0.01775836944580078
2019-03-11,1.1232421398162842,1.1327945232391357,1.130784321042703,1.1337917634267587,-0.003007442384055592,1.1422895059907645,1.1220910563146858,0.006077570574624135,31.608284387515113,1.1237489382425945,1.1217521031697593,1.1252389748891198,1.120262066523234,1.127235809961955,1.1182652314503987,1.1287258466084804,-7.980300428623146,-0.010493278503417747
2019-03-12,1.1259232759475708,1.131711733341217,1.1300364679511443,1.1332089125023743,-0.0031724445512300026,1.1424040488395875,1.1217784114684877,0.0061082243919371925,31.959291170617192,1.1267934242884319,1.1241538127263389,1.128562887509664,1.1223843495051067,1.131202499071757,1.1197447379430137,1.1329719622929892,-6.096701313986267,-0.004786849021911621
2019-03-13,1.1287446022033691,1.1306546449661254,1.1298377193745637,1.1328782228505963,-0.0030405034760325744,1.142251331449922,1.1214590362296737,0.006188801356724267,32.53707241182329,1.1293414036432903,1.1273074944814048,1.1307785113652549,1.1258703867594402,1.1328124205271404,1.1238364775975547,1.134249528249105,-3.32111229120449,-0.0026563405990600586
2019-03-14,1.133105993270874,1.1301633477211,1.1303405307432268,1.1328950947335799,-0.0025545639903530315,1.1422802436129451,1.122091318391144,0.006270774773188936,42.63013894601303,1.1320571104685466,1.1305201848347983,1.1346429189046225,1.1279343763987224,1.1361798445383708,1.126397450764974,1.1387656529744468,-1.7208106096125355,0.013272643089294434
2019-03-15,1.1308379173278809,1.1295125484466553,1.1304170517562506,1.1327427112220465,-0.002325659465795882,1.142290025197032,1.1222118206396074,0.00635114737919394,40.68331143232551,1.131787856419881,1.129274527231852,1.13335124651591,1.1277111371358233,1.135864575703939,1.1251978079477942,1.1374279657999677,-2.306438481222379,0.00759577751159668
2019-03-18,1.1319772005081177,1.128951096534729,1.1306570746411533,1.1326860067247184,-0.002028932083565138,1.142334002647627,1.1223852570912953,0.0069845574242727625,42.1628727369542,1.130474289258321,1.1249721447626748,1.1374793450037637,1.1179670890172322,1.14298148949941,1.112464944521586,1.1499865452448526,-2.278769841079335,0.006053924560546875
