,Close,MA10,EMA12,EMA26,MACD,UB,LB,ATR,RSI,pivot,s1,r1,s2,r2,s3,r3,CCI,mom,^IXIC,usd_interest,usd_inflation,gbp_interest,gbp_inflation
2020-03-17,1.2266627550125122,1.2778578281402588,1.271656986600714,1.2834969975215196,-0.0118400109208056,1.326149055415495,1.2423830180822768,0.021890103816986,28.514628357736825,1.2182146708170574,1.2093752225240073,1.2355022033055625,1.1920876900355022,1.2443416515986123,1.183248241742452,1.2616291840871177,-10.092967813739843,-0.0643094778060913,7334.77978515625,0.25,2.05094,0.25,1.8
2020-03-18,1.2121652364730835,1.2708659410476684,1.2625044096580016,1.2782131633697835,-0.0157087537117819,1.3319535857448013,1.227772914766368,0.024599620274135,22.168084230026796,1.1999481519063313,1.1868634621302283,1.225249926249186,1.1615616877873738,1.2383346160252888,1.148476998011271,1.2636363903681436,-11.326416670387063,-0.0696560144424436,6989.83984375,0.25,2.05094,0.25,1.8
2020-03-19,1.1625338792800903,1.2583694934844971,1.2471243280614,1.2696443275112876,-0.0225199994498876,1.3468162937271198,1.1998811201942363,0.0280308297702244,13.208143163794064,1.163024624188741,1.1471932331720986,1.1783652702967324,1.1318525870641072,1.1941966613133748,1.1160211960474649,1.2095373074213662,-10.897467576793822,-0.0944896936416626,7150.580078125,0.2,2.05094,0.1,1.8
2020-03-20,1.149438500404358,1.243806505203247,1.2320957391910858,1.2607401921700336,-0.0286444529789478,1.357944182053439,1.174864300593503,0.0301397953714642,8.474896597858816,1.163361589113871,1.13428803284963,1.1785120566685996,1.1191375652949016,1.207585612932841,1.09006400903066,1.222736080487569,-7.792771891656791,-0.090548515319824,6879.52001953125,0.15,2.05094,0.1,1.8
2020-03-23,1.162304162979126,1.229043996334076,1.221358573620015,1.2534486344521885,-0.0320900608321734,1.361229864256269,1.1582720006538567,0.0312380194664,7.421509415019344,1.160498857498169,1.149831771850586,1.172971248626709,1.137359380722046,1.183638334274292,1.126692295074463,1.196110725402832,-6.936343672650088,-0.0643585920333862,6860.669921875,0.15,2.05094,0.1,1.8
2020-03-24,1.1595547199249268,1.2142463326454165,1.211850288436155,1.2464935296723914,-0.0346432412362363,1.3626268180001553,1.143564745606107,0.0321455768176487,7.406489848802607,1.1656315724054973,1.1522959073384604,1.172890384991964,1.145037094751994,1.1862260500590007,1.131701429684957,1.1934848626454673,-5.934902711623091,-0.0526105165481567,7417.85986328125,0.12,2.05094,0.1,1.8
2020-03-25,1.1792036294937134,1.2030694723129272,1.206827725521933,1.2415090926221188,-0.0346813671001857,1.358941549386431,1.13513643113191,0.0339502266475132,18.39082939841022,1.1804118156433103,1.1635056734085083,1.1961097717285154,1.1478077173233034,1.2130159139633176,1.1309015750885012,1.2287138700485225,-4.60538957463285,0.016669750213623,7384.2998046875,0.1,2.05094,0.1,1.7
2020-03-26,1.1851149797439575,1.1933988451957702,1.2034873030945523,1.2373317509274402,-0.0338444478328878,1.3549460567478857,1.1285745225901884,0.0351815904889787,22.14008960712573,1.1937626600265503,1.1736090183258057,1.205268621444702,1.1621030569076538,1.2254222631454468,1.1419494152069092,1.2369282245635986,-2.3662577383333088,0.0356764793395996,7797.5400390625,0.1,2.05094,0.1,1.7
2020-03-27,1.2200626134872437,1.1897027492523191,1.206037350847274,1.2360525555614996,-0.0300152047142254,1.3496408380606824,1.1269967757126638,0.0371794274875095,39.94030063819916,1.224467158317566,1.2109428644180298,1.2335869073867798,1.201823115348816,1.247111201286316,1.1882988214492798,1.2562309503555298,-1.2413426597982815,0.0577584505081176,7502.3798828125,0.1,2.05094,0.1,1.7
2020-03-30,1.245319128036499,1.190235960483551,1.212080701184078,1.2367389683374257,-0.0246582671533477,1.346146528062257,1.12695251292285,0.0379065019743782,51.38909161377365,1.2413429021835327,1.235958456993103,1.2507035732269287,1.226597785949707,1.2560880184173584,1.2212133407592771,1.2654486894607544,-1.1137812649203909,0.0857644081115722,7774.14990234375,0.09,2.05094,0.1,1.7
2020-03-31,1.2371643781661987,1.1912861227989198,1.2159397284120963,1.236770480176594,-0.0208307517644974,1.3425325146165807,1.1266114363225976,0.0377794333866663,52.81155131606159,1.2369491259257,1.226953228314718,1.2471602757771811,1.2167420784632368,1.257156173388163,1.2067461808522548,1.2673673232396443,-1.704857260297913,0.0579607486724853,7700.10009765625,0.08,2.05094,0.1,1.7
2020-04-01,1.2408487796783447,1.194154477119446,1.2197718901453654,1.237072576435983,-0.0173006862906175,1.3382014162458973,1.126819001921217,0.035898344857352,58.1512625538895,1.2393978834152222,1.2349528074264526,1.2452938556671145,1.2290568351745603,1.2497389316558838,1.224611759185791,1.255634903907776,-0.8769200878293409,0.0557337999343872,7360.580078125,0.06,2.05094,0.1,1.7
2020-04-02,1.238236665725708,1.2017247557640076,1.2226126248500335,1.2371588052722589,-0.0145461804222253,1.3325918609076273,1.1275023883408777,0.0337055410657609,79.35897092123889,1.2400971253712971,1.2336378494898477,1.2446959416071572,1.2290390332539876,1.2511552174886067,1.222579757372538,1.2557540337244668,-0.848093789584984,0.0181740522384643,7487.31005859375,0.05,2.05094,0.1,1.7
2020-04-03,1.2394952774047852,1.2107304334640503,1.225209956012303,1.2373318772820756,-0.0121219212697725,1.3253074991338638,1.1292294395334337,0.0325577855110168,88.45642052621773,1.2332104444503784,1.2270177602767944,1.2456879615783691,1.2145402431488037,1.2518806457519531,1.2083475589752195,1.2643581628799438,-0.3657835694247539,-0.0058238506317138,7373.080078125,0.05,2.05094,0.1,1.7
2020-04-06,1.2220158576965332,1.216701602935791,1.2247185562714156,1.2361973573127762,-0.0114788010413606,1.312859571446661,1.132886027823206,0.0310685634613036,74.53169690083453,1.2253473202387493,1.217953046162923,1.2294101317723594,1.2138902346293132,1.2368044058481853,1.2064959605534873,1.2408672173817954,-0.5179512367678072,-0.0151485204696655,7913.240234375,0.05,2.05094,0.1,1.7
2020-04-07,1.2240501642227173,1.22315114736557,1.224615726725462,1.2352975652320313,-0.0106818385065692,1.299418593610485,1.1379788864005014,0.0285117370741707,76.6536508752898,1.2281108299891157,1.217984994252523,1.23417599995931,1.2119198242823284,1.2443018356959026,1.2017939885457358,1.2503670056660972,0.7569506922646256,-0.0167986154556274,7887.259765625,0.05,2.05094,0.1,1.7
2020-04-08,1.2338672876358032,1.228617513179779,1.2260390437885913,1.2351916187434218,-0.0091525749548304,1.2895329242161775,1.1421540612765286,0.0251740642956324,74.58866250699772,1.2348751227060957,1.2279462416966758,1.2407961686452231,1.222025195757548,1.2477250496546428,1.2150963147481284,1.2536460955937705,1.187498156294022,-0.0043693780899047,8090.89990234375,0.05,2.05094,0.1,1.7
2020-04-09,1.23931086063385,1.2340371012687683,1.2280808617647851,1.2354967477723424,-0.0074158860075572,1.281619487970176,1.1458164584943626,0.0229904396193367,74.48127238773017,1.2410260438919067,1.2345315217971802,1.2458053827285769,1.2297521829605105,1.2522999048233032,1.2232576608657837,1.2570792436599731,1.5446639091726475,-0.000184416770935,8153.580078125,0.05,2.05094,0.1,1.7
2020-04-14,1.2523951530456543,1.2381811022758484,1.2360850546721454,1.2381104571920962,-0.0020254025199508,1.2838648228084115,1.1456024022663562,0.0195501617022922,63.74275296066431,1.2552175521850586,1.2483506202697754,1.2592620849609375,1.2443060874938965,1.2661290168762207,1.2374391555786133,1.2701735496520996,2.9167780216193666,0.018527865409851,8515.740234375,0.05,1.04256,0.1,1.7
2020-04-15,1.26262629032135,1.2403588533401488,1.2401683216951,1.2399264448313,0.0002418768637999,1.289601797450633,1.1449115330089616,0.0184071660041808,67.57368262073291,1.256495714187622,1.250205636024475,1.268916368484497,1.2377849817276,1.275206446647644,1.2314949035644531,1.287627100944519,2.180652527972394,0.0233154296875,8393.1796875,0.05,1.04256,0.1,1.7
2020-04-16,1.252097249031067,1.241744911670685,1.2420035412852488,1.2408279858831346,0.0011755554021142,1.290832536259238,1.1526371311754542,0.016144003186907,59.91777199641745,1.248731056849162,1.2448002894719443,1.2560280164082849,1.2375033299128215,1.2599587837855022,1.233572562535604,1.267255743344625,0.36903357207445,0.0066121816635131,8532.3603515625,0.05,1.04256,0.1,1.7
2020-04-17,1.2487823963165283,1.2426736235618592,1.243046442059292,1.2414172014707936,0.0016292405884983,1.2877286658514338,1.1656753911744755,0.0150574190276009,56.45532826006257,1.247321089108785,1.2423254648844395,1.253778020540873,1.2358685334523516,1.2587736447652182,1.2308729092280064,1.2652305761973064,1.0342145546333332,0.0026764869689941,8650.1396484375,0.05,1.04256,0.1,1.7
2020-04-20,1.248751163482666,1.2453471541404724,1.2439240915090417,1.2419604579161174,0.0019636335929242,1.2846421579554252,1.177406599120838,0.0141381536211286,74.53430418021345,1.2465758323669434,1.2439948320388796,1.25133216381073,1.239238500595093,1.2539131641387935,1.2366575002670293,1.2586694955825803,0.5806646022031444,-0.0036439895629882,8560.73046875,0.05,1.04256,0.1,1.7
2020-04-21,1.2442762851715088,1.2473697662353516,1.2439782751494213,1.242132000675776,0.0018462744736451,1.277223920926789,1.1932969926741326,0.0149998153959001,67.7652340895146,1.2383410930633545,1.232282042503357,1.2503353357315063,1.220287799835205,1.256394386291504,1.2142287492752075,1.2683886289596558,-1.5509410746537808,-0.0183500051498413,8263.23046875,0.05,1.04256,0.1,1.7
2020-04-22,1.22986102104187,1.2469691395759583,1.2418063899021057,1.2412230392214127,0.0005833506806929,1.2706339494244854,1.2049527033312517,0.0154013718877519,46.74415765845173,1.2319236199061077,1.2255338033040366,1.2362508376439414,1.2212065855662029,1.2426406542460124,1.2148167689641318,1.2469678719838462,-2.3494580154212006,-0.022236227989197,8495.3798828125,0.05,1.04256,0.1,1.5
2020-04-23,1.232392191886902,1.2462772727012634,1.2403580517459205,1.2405689023818194,-0.0002108506358988,1.2619954117549443,1.2183189622150874,0.0149043457848685,44.09789453131381,1.2349669535954793,1.2283610502878823,1.2389980951944983,1.224329908688863,1.2456039985020957,1.217724005381266,1.2496351401011148,-1.281703891766142,-0.0163902044296262,8494.75,0.04,1.04256,0.1,1.5
2020-04-24,1.235223650932312,1.2452511310577392,1.2395681439284425,1.240172957830004,-0.0006048139015617,1.2607798772690144,1.2210506004455242,0.0141362718173435,40.716863195084095,1.2342050472895305,1.230985482533773,1.2384432156880698,1.2267473141352336,1.2416627804438274,1.223527749379476,1.245900948842367,0.3470892359454495,-0.013527512550354,8634.51953125,0.05,1.04256,0.1,1.5
2020-04-27,1.2366595268249512,1.244306492805481,1.2391206643740589,1.2399127036814817,-0.0007920393074227,1.2603202114801162,1.2206443061132677,0.0137028523853847,41.57838577756623,1.2393868764241536,1.2333971659342446,1.24264923731486,1.2301348050435383,1.2486389478047688,1.2241450945536294,1.2519013086954751,-0.1887490036190453,-0.0076167583465576,8730.16015625,0.04,1.04256,0.1,1.5
2020-04-28,1.2422668933868408,1.2432936668395995,1.2396046996067944,1.2400870881041008,-0.0004823884973064,1.260526858353791,1.2209479107616572,0.0135194999831063,40.85934743129617,1.2448950211207073,1.2379436095555625,1.2492183049519858,1.233620325724284,1.2561697165171306,1.2266689141591391,1.2604930003484092,1.8128518798524893,0.0124058723449709,8607.73046875,0.04,1.04256,0.1,1.5
2020-04-29,1.2435646057128906,1.2413874983787536,1.2402139159308092,1.2403446820010482,-0.0001307660702389,1.2607030976013656,1.2210432541175371,0.0132283057485308,29.489827069154583,1.243746995925903,1.2388675212860107,1.2484440803527832,1.2341704368591309,1.2533235549926758,1.2292909622192385,1.2580206394195557,3.258396159964237,0.0111724138259885,8914.7099609375,0.04,1.04256,0.1,1.5
2020-04-30,1.2471472024917605,1.240892493724823,1.2412805754017249,1.2408485724077676,0.000432002993957,1.2612990344667938,1.2213383709287144,0.0140340072768075,43.73767109652627,1.2513050238291423,1.2388348182042443,1.259617408116659,1.230522433916728,1.2720876137415569,1.21805222829183,1.280399998029073,5.242558471102987,0.0119235515594484,8889.5498046875,0.05,1.04256,0.1,1.5
2020-05-01,1.2581465244293213,1.2418289065361023,1.2438753367905857,1.242129902187142,0.0017454346034435,1.2635695158277025,1.2209330142702592,0.0142554300171988,59.91818181818173,1.2555506626764934,1.2530022462209067,1.2606949408849082,1.247857968012492,1.2632433573404949,1.2453095515569053,1.2683876355489097,1.1311882414399337,0.0214869976043701,8604.9501953125,0.05,1.04256,0.1,1.5
2020-05-04,1.2454230785369873,1.2414960980415344,1.2441134509054166,1.2423738411760192,0.0017396097293973,1.2625164913030564,1.2243267608789503,0.0143639530454362,47.221923696937154,1.244318167368571,1.2417535384496057,1.247987707455953,1.2380839983622234,1.2505523363749187,1.2355193694432578,1.2542218764623008,-2.3881216715663776,0.0031561851501464,8710.7099609375,0.05,1.04256,0.1,1.5
2020-05-05,1.244555115699768,1.2415239810943604,1.2441813993353168,1.2425354170666671,0.0016459822686496,1.261223577625632,1.22767016970408,0.0134427462305341,50.24766366025501,1.2449366648991902,1.2418389717737832,1.2476528088251748,1.2391228278477986,1.2507505019505818,1.2360251347223916,1.2534666458765664,-0.8673711547677958,0.0009905099868774,8809.1201171875,0.05,1.04256,0.1,1.5
2020-05-06,1.244420289993286,1.242979907989502,1.244218151744235,1.242675037283454,0.0015431144607811,1.2609970691038728,1.2289519784615874,0.0127321652003696,67.32762045286856,1.2410720189412434,1.2371241251627605,1.248368183771769,1.2298279603322346,1.2523160775502522,1.2258800665537517,1.2596122423807778,-1.210162887606203,-0.0027269124984745,8854.3896484375,0.05,1.04256,0.1,1.5
2020-05-07,1.232559323310852,1.242996621131897,1.2424244858314069,1.2419257251373352,0.0004987606940716,1.261427986274273,1.2278459075588872,0.0131588663373674,50.16276434694557,1.2336727380752563,1.22588050365448,1.2403515577316282,1.219201683998108,1.2481437921524046,1.2114094495773318,1.2548226118087764,-1.9398270022871271,-0.0255872011184692,8979.66015625,0.05,1.04256,0.1,1.5
2020-05-11,1.2417423725128174,1.2437418580055235,1.241690617150942,1.2416149863176438,7.56308332980904e-05,1.2611110532491785,1.2269372975618265,0.0131058607782635,54.51750296660451,1.238033374150594,1.2322856585184732,1.247490088144938,1.2228289445241292,1.2532378037770588,1.2170812288920083,1.2626945177714028,3.594202860115067,-0.0028127431869506,9192.33984375,0.05,1.04256,0.1,1.5
2020-05-12,1.2333498001098633,1.2428501486778258,1.2404074145292374,1.2410027503022525,-0.000595335773015,1.2603165827353695,1.2258272327820556,0.0128343531063624,42.44857495901341,1.2332790295283,1.2289343674977622,1.2376944621404014,1.2245189348856609,1.2420391241709392,1.220174272855123,1.2464545567830403,1.492988103715071,-0.0110704898834226,9002.5498046875,0.05,-0.47108,0.1,1.5
2020-05-13,1.2254902124404907,1.241042709350586,1.238112460361738,1.2398536734236036,-0.0017412130618656,1.257568678013384,1.2248615297159553,0.0128228153501237,36.22469468263529,1.2271435260772705,1.2205417156219482,1.232092022895813,1.2155932188034058,1.2386938333511353,1.2089914083480835,1.2436423301696775,-0.5470349039647814,-0.0070691108703613,8863.169921875,0.05,-0.47108,0.1,1.5
2020-05-14,1.224155068397522,1.238743495941162,1.23596516929032,1.238690813792042,-0.002725644501722,1.2570099301768376,1.2226260594891476,0.0129047461918421,31.85506024731103,1.2217268546422322,1.2193136612574258,1.226568261782328,1.2144722541173298,1.2289814551671343,1.2120590607325237,1.2338228623072305,-2.685978235836541,-0.0134381055831909,8943.7197265625,0.05,-0.47108,0.1,1.5
2020-05-15,1.22339129447937,1.235267972946167,1.2340307270117123,1.2375575160651773,-0.0035267890534649,1.2566775854059262,1.2204192940763423,0.0130737168448311,17.286934432042017,1.219612757364909,1.215415080388387,1.227588971455892,1.2074388662974038,1.231786648432414,1.203241189320882,1.2397628625233972,-0.1172138140920842,-0.0183510780334474,9014.5595703125,0.05,-0.47108,0.1,1.5
2020-05-18,1.2085760831832886,1.2315832734107972,1.2301146279611856,1.2354107432591117,-0.0052961152979258,1.25842314674404,1.2146562247082917,0.0130450895854404,16.632013489909554,1.213205099105835,1.2039761543273928,1.217805027961731,1.1993762254714968,1.2270339727401731,1.1901472806930546,1.2316339015960691,0.0271536299771214,-0.0247737169265747,9234.830078125,0.05,-0.47108,0.1,1.5
2020-05-19,1.2200031280517578,1.229128074645996,1.2285590125905044,1.2342694384289372,-0.0057104258384328,1.258078014827884,1.2125740409124726,0.0136723092624118,31.335581989244872,1.2218079169591267,1.2166821161905923,1.225128928820292,1.213361104329427,1.2302547295888264,1.2082353035608926,1.2335757414499915,6.836824106309657,-0.0054870843887329,9185.099609375,0.05,-0.47108,0.1,1.5
2020-05-20,1.2255953550338743,1.2272455811500549,1.2281030652740998,1.2336269137330067,-0.0055238484589068,1.258158516982072,1.212066972157485,0.012808859348297,36.78573161935133,1.225535790125529,1.2223741610844931,1.2287569840749104,1.2191529671351118,1.2319186131159463,1.215991338094076,1.2351398070653277,6.5083067857563925,0.0014402866363523,9375.7802734375,0.05,-0.47108,0.1,0.9
2020-05-21,1.223690629005432,1.226358711719513,1.227424228925074,1.2328908926420752,-0.0054666637170011,1.2582619550456282,1.2110933778057815,0.0125226633889333,42.76300685994866,1.2224302291870115,1.2199106216430664,1.2262102365493774,1.216130614280701,1.2287298440933228,1.2136110067367554,1.2325098514556885,5.438084621463289,0.000299334526062,9284.8798828125,0.05,-0.47108,0.1,0.9
2020-05-22,1.2223445177078247,1.224833846092224,1.226642734891651,1.2321096796839826,-0.0054669447923314,1.2582500745475096,1.2098173449814518,0.0117980071476526,36.76000852890814,1.2207411130269368,1.2179413239161172,1.225144306818644,1.21353813012441,1.2279440959294636,1.2107383410135903,1.232347289721171,1.8548043151772395,0.0137684345245361,9324.58984375,0.05,-0.47108,0.1,0.9
2020-05-26,1.220137119293213,1.2211989045143128,1.224595621595391,1.2302966201945682,-0.0057009985991771,1.2574111273170412,1.2066379258750977,0.0122592704636709,36.86982604616328,1.2254229386647542,1.214568535486857,1.23099152247111,1.2089999516805012,1.241845925649007,1.198145548502604,1.2474145094553628,4.966073143711669,-0.0054582357406613,9340.2197265625,0.05,-0.47108,0.1,0.9
2020-05-27,1.23350191116333,1.2220000743865966,1.2259658199904586,1.2305340491552172,-0.0045682291647586,1.25633744760017,1.2067053361370126,0.0120714391980851,57.176447473235335,1.2297924359639485,1.224651018778483,1.2386433283487954,1.215800126393636,1.243784745534261,1.2106587092081704,1.252635637919108,10.94069875384478,0.0098112821578981,9412.3603515625,0.05,-0.47108,0.1,0.9
2020-05-28,1.2264822721481323,1.2222327947616578,1.2260452741685623,1.230233917525063,-0.0041886433565005,1.254263846160015,1.2067124445428046,0.0117975728852407,51.89191598892879,1.2278416951497395,1.222181479136149,1.232142488161723,1.2178806861241658,1.2378027041753132,1.2122204701105752,1.2421034971872964,11.020793311441397,0.0041377544403076,9368.990234375,0.05,-0.47108,0.1,0.9
2020-05-29,1.2321492433547974,1.2231085896492004,1.22698434635106,1.2303757935124506,-0.0033914471613905,1.2491307202535356,1.2092458423418315,0.0116212964057921,56.5941374673962,1.2335666418075562,1.2279144525527954,1.237801432609558,1.2236796617507937,1.2434536218643188,1.2180274724960327,1.2476884126663208,8.71414962233711,0.0135436058044433,9489.8701171875,0.05,-0.47108,0.1,0.9
2020-06-01,1.23479962348938,1.2257309436798096,1.2281866966800326,1.2307034846218528,-0.0025167879418201,1.2473025808027822,1.210011636287824,0.0118694220270428,74.1726133309308,1.239279588063558,1.23005739847819,1.2440218130747476,1.2253151734670005,1.2532440026601157,1.2160929838816323,1.2579862276713052,9.251065260403571,0.0146625041961672,9552.0498046875,0.05,-0.47108,0.1,0.9
2020-06-02,1.248704433441162,1.22860107421875,1.23134327156636,1.232036888238098,-0.0006936166717377,1.2483292119049352,1.2093999369598107,0.0126690864562987,75.30086044194874,1.2514020601908369,1.2452588876088462,1.2548476060231528,1.24181334177653,1.2609907786051433,1.2356701691945395,1.2644363244374597,12.52256586950591,0.015202522277832,9608.3798828125,0.06,-0.47108,0.1,0.9
2020-06-03,1.2581465244293213,1.2318561911582946,1.2354668489298926,1.2339709353633737,0.0014959135665189,1.2520555025934694,1.2070462697148805,0.012954464980534,76.87075499363338,1.258314569791158,1.255324641863505,1.261136452356974,1.2525027592976887,1.2641263802846272,1.2495128313700357,1.2669482628504434,10.760831979685124,0.0316642522811889,9682.91015625,0.06,-0.47108,0.1,0.9
2020-06-04,1.2575136423110962,1.235238492488861,1.2388586632962315,1.2357148395817237,0.0031438237145082,1.2565398387368802,1.2050573654714938,0.0129225424357822,78.51950433027523,1.2566326061884563,1.2510373195012412,1.2631089289983115,1.244560996691386,1.2687042156855266,1.2389657100041709,1.2751805384953818,9.233862495561612,0.0253643989562988,9615.8095703125,0.06,-0.47108,0.1,0.9
2020-06-05,1.2609069347381592,1.2390947341918943,1.242250705056528,1.2375809207044224,0.0046697843521057,1.260912783116329,1.2030157971677895,0.0129709328923906,81.43066181371587,1.264105200767517,1.2552331686019895,1.2697789669036863,1.2495594024658203,1.278650999069214,1.240687370300293,1.2843247652053833,8.535739016723321,0.026107311248779,9814.080078125,0.07,-0.47108,0.1,0.9
2020-06-08,1.2725722789764404,1.2444913983345032,1.2469155625826684,1.2401728731690165,0.0067426894136521,1.2674916838465662,1.1995198870839148,0.0124432018824985,88.95288705938637,1.2691047191619873,1.2663331031799316,1.2753438949584963,1.2600939273834226,1.278115510940552,1.257322311401367,1.284354686737061,8.514862995274298,0.0238678455352783,9924.75,0.07,-0.47108,0.1,0.9
2020-06-09,1.2735283374786377,1.2498305201530455,1.2510098356435868,1.2426436483030625,0.0083661873405245,1.2739238963141364,1.197105528353222,0.012736746243068,88.86035268435063,1.2705707947413127,1.2656476100285852,1.2784515221913657,1.2577668825785322,1.2833747069040933,1.2528436978658046,1.2912554343541462,7.041318279465767,0.0153818130493164,9953.75,0.07,-0.47108,0.1,0.9
2020-06-10,1.2711325883865356,1.253593587875366,1.2541056437578866,1.2447539401610974,0.0093517035967891,1.2790189301837958,1.1965747320781672,0.0129040820258003,82.59353104072062,1.273970087369283,1.267907420794169,1.2771952549616494,1.2646822532018025,1.2832579215367634,1.2586195866266885,1.28648308912913,5.822715435419607,0.0136189460754394,10020.349609375,0.08,-0.74276,0.1,0.9
2020-06-11,1.2710679769515991,1.258052158355713,1.256715233479996,1.2467031280715049,0.0100121054084911,1.2833855406044423,1.1968994125129282,0.0132745930126734,93.90760445917898,1.2695351044336955,1.2640316088994348,1.2765714724858603,1.25699524084727,1.282074968020121,1.2514917453130092,1.289111336072286,4.068287777702427,0.0101610422134399,9492.73046875,0.08,-0.74276,0.1,0.9
2020-06-12,1.257703423500061,1.2606075763702391,1.2568672627138522,1.2475179647699164,0.0093492979439357,1.2850254218810124,1.1986907441384274,0.0141954251698084,71.85247104876855,1.258374015490214,1.2516618569691975,1.2644155820210776,1.2456202904383342,1.271127740542094,1.238908131917318,1.2771693070729575,1.3948173977312357,-0.0148688554763793,9588.8095703125,0.08,-0.74276,0.1,0.9
2020-06-15,1.2508755922317505,1.2622151732444764,1.2559454672550672,1.2477666779152374,0.0081787893398297,1.28432780768157,1.2036183092427155,0.0138060961450848,62.83055165996527,1.2514487504959106,1.245051622390747,1.257272720336914,1.2392276525497437,1.2636698484420776,1.23283052444458,1.269493818283081,0.7064382124490823,-0.0226527452468872,9726.01953125,0.09,-0.74276,0.1,0.9
2020-06-16,1.2637752294540403,1.263722252845764,1.2571500460549092,1.2489524965477414,0.0081975495071677,1.2857840151342153,1.2065393119302987,0.0140233210154941,62.22444405336764,1.2628392378489175,1.2569650014241538,1.269649465878805,1.2501547733942668,1.2755237023035686,1.244280536969503,1.2823339303334556,1.690297426245668,-0.0073573589324953,9895.8701171875,0.09,-0.74276,0.1,0.9
2020-06-17,1.258510708808899,1.263758671283722,1.2573593787862922,1.2496605122707902,0.007698866515502,1.2865577137843678,1.209057148657649,0.0141940883227756,50.316877814818895,1.2562222083409629,1.253711978594462,1.2610209385553992,1.2489132483800254,1.2635311683019,1.2464030186335249,1.2683298985163365,1.498364591030656,-0.0125572681427001,9910.5302734375,0.09,-0.74276,0.1,0.7
2020-06-18,1.2552721500396729,1.2635345220565797,1.2570382666714277,1.2500761891425594,0.0069620775288683,1.2865398400506491,1.2122331744947916,0.0145733952522277,48.13427134082812,1.2506882349650066,1.2450477679570515,1.260912617047628,1.2348233858744304,1.2665530840555828,1.2291829188664756,1.276777466138204,0.89015319042208,-0.0024312734603881,9943.0498046875,0.09,-0.74276,0.1,0.7
2020-06-19,1.2426837682724,1.2617122054100036,1.2548298823023465,1.2495286024114365,0.00530127989091,1.285496523254252,1.2153104163476462,0.0148472019604273,36.84537526740881,1.2410850524902344,1.236685037612915,1.2470837831497192,1.2306863069534302,1.2514837980270386,1.2262862920761108,1.2574825286865234,0.320877272880657,-0.0081918239593505,9946.1201171875,0.09,-0.74276,0.1,0.7
2020-06-22,1.234811782836914,1.2579361557960511,1.25175017469228,1.2484384676281386,0.0033117070641415,1.283879864461706,1.2185476896688483,0.0140632646424429,21.16281695064599,1.2380142211914062,1.2305277585983276,1.242298245429993,1.2262437343597412,1.2497847080230713,1.2187572717666626,1.2540687322616575,-0.0805718069075986,-0.0289634466171262,10056.48046875,0.08,-0.74276,0.1,0.7
2020-06-23,1.250156283378601,1.2555989503860474,1.2515049606440218,1.248565713239284,0.0029392474047378,1.2819466577498688,1.223482812789224,0.0144741450037274,35.36691858842207,1.2488998174667358,1.2446354627609253,1.2544206380844116,1.2391146421432495,1.2586849927902222,1.234850287437439,1.264205813407898,0.7756079446101675,-0.0083544254302978,10131.3701171875,0.08,-0.74276,0.1,0.7
2020-06-24,1.2524893283843994,1.2537346243858338,1.2516564018348493,1.2488563513981814,0.0028000504366678,1.281467143579185,1.2258610686820153,0.0145122153418404,38.3184118101378,1.2494953870773315,1.2446900606155396,1.2572946548461914,1.2368907928466797,1.2620999813079834,1.2320854663848877,1.2698992490768433,-0.0173219529644787,-0.0027828216552734,9909.169921875,0.08,-0.74276,0.1,0.7
2020-06-25,1.2412954568862915,1.250757372379303,1.250062410304302,1.2482962851380413,0.0017661251662606,1.279848002903015,1.2289615278320007,0.0143456969942364,33.628318584070726,1.2423563400904338,1.238296111424764,1.2453556855519614,1.2352967659632366,1.249415914217631,1.2312365372975669,1.252415259679159,-1.54723014553933,-0.0013883113861083,10017.0,0.08,-0.74276,0.1,0.7
2020-06-26,1.2425447702407837,1.249241507053375,1.2489058502945298,1.2478702469975036,0.0010356032970262,1.278831818616571,1.2310172648070437,0.0144167372158594,40.382986447241,1.2393191655476887,1.2349499861399331,1.246913949648539,1.2273552020390828,1.251283129056295,1.2229860226313272,1.258877913157145,-2.0226197994868635,0.0077329874038696,9757.2197265625,0.08,-0.74276,0.1,0.7
2020-06-29,1.234217405319214,1.2475756883621216,1.2466460895290965,1.2468589253917044,-0.0002128358626078,1.2789070779244125,1.230883783682185,0.0147257191794258,39.62897377018525,1.232878804206848,1.2267537117004397,1.2403424978256228,1.2192900180816648,1.2464675903320317,1.213164925575256,1.253931283950806,-2.415340694138329,-0.0159388780593869,9874.150390625,0.08,-0.74276,0.1,0.7
2020-06-30,1.2310571670532229,1.2443038821220398,1.2442477937635776,1.2456884247740392,-0.0014406310104615,1.2801826330041337,1.2278435019636706,0.0150053330830165,26.819302059632022,1.232087214787801,1.2249709765116372,1.2381734053293862,1.218884785970052,1.24528964360555,1.2117685476938882,1.2513758341471353,-2.014623176588391,-0.0214321613311765,10058.76953125,0.08,-0.74276,0.1,0.7
2020-07-01,1.238927125930786,1.2423455238342285,1.2434292294816096,1.2451875878226872,-0.0017583583410776,1.2799830039287017,1.226121191189249,0.0153011509350367,36.61907127904772,1.2408994833628335,1.2340604861577356,1.2457661231358848,1.2291938463846843,1.252605120340983,1.2223548491795864,1.257471760114034,-0.4562955483136447,-0.0023683309555055,10154.6298828125,0.08,-0.74276,0.1,0.7
