,Close,MA10,EMA12,EMA26,MACD,UB,LB,ATR,RSI,pivot,s1,r1,s2,r2,s3,r3,CCI,mom,^GDAXI,^GSPC,^IXIC,usd_interest,usd_inflation,eur_interest,eur_inflation
2020-07-21,1.1458691358566284,1.1367953896522522,1.1368010539898823,1.1303760126854852,0.0064250413043971,1.1464896509275408,1.1157418420686749,0.0080345102718898,69.51521049021305,1.1460973024368286,1.142393946647644,1.149572491645813,1.1389187574386597,1.1532758474349976,1.135215401649475,1.156751036643982,6.944100570097431,0.0047986507415771,13171.830078125,3257.300048828125,10680.3603515625,0.1,0.0,0.25,0.3
2020-07-22,1.15340256690979,1.139383363723755,1.1393551329006373,1.132081683368767,0.0072734495318702,1.1505476313314482,1.1139006656923252,0.0085111260414123,81.4571167751,1.1547830899556475,1.1494733492533364,1.158712307612101,1.145544131596883,1.1640220483144124,1.1402343908945718,1.1679512659708655,9.005292358885328,0.0116832256317138,13104.25,3276.02001953125,10706.1298828125,0.09,0.0,0.25,0.3
2020-07-23,1.1568717956542969,1.141679000854492,1.142050004093508,1.13391798798251,0.0081320161109978,1.1548440351845235,1.112782715284684,0.0089392066001892,80.0384972952059,1.1578373908996582,1.1532490253448486,1.1614601612091064,1.1496262550354004,1.166048526763916,1.1450378894805908,1.1696712970733645,10.338056569230428,0.0176601409912109,13103.3896484375,3235.659912109375,10461.419921875,0.09,0.0,0.25,0.3
2020-07-24,1.1596084833145142,1.144760298728943,1.1447513085890475,1.1358209876367324,0.008930320952315,1.1589060823353383,1.1124606688586618,0.0086702448981148,93.0008318083514,1.160596251487732,1.157183647155762,1.1630210876464844,1.1547588109970095,1.1664336919784544,1.1513462066650395,1.1688585281372068,8.942762832488887,0.0153127908706665,12838.0595703125,3215.6298828125,10363.1796875,0.09,0.0,0.25,0.3
2020-07-27,1.1652567386627195,1.1481855511665344,1.147905990138843,1.1380014136386576,0.0099045765001855,1.1636652917297388,1.111968484458158,0.0093421595437185,93.61390151273665,1.1694889465967817,1.1610245307286582,1.1737211545308437,1.1567923227945962,1.1821855703989668,1.148327906926473,1.1864177783330287,8.499474626342867,0.019387602806091,12838.66015625,3239.409912109375,10536.26953125,0.1,0.0,0.25,0.3
2020-07-28,1.1769275665283203,1.152423346042633,1.1523708480449166,1.1408848323712253,0.0114860156736913,1.170847148113784,1.110007363147202,0.0096480846405029,94.7087764485718,1.1748687426249187,1.1721585591634116,1.1796377499898276,1.167389551798503,1.1823479334513347,1.1646793683369956,1.1871169408162436,9.71680639886088,0.0235249996185302,12835.2802734375,3218.43994140625,10402.08984375,0.1,0.0,0.25,0.3
2020-07-29,1.171879529953003,1.155504250526428,1.1553721837230837,1.1431807358958015,0.0121914478272822,1.175236636960645,1.1104462796805905,0.009409419127873,83.54607498786373,1.173758029937744,1.1696166992187498,1.176020860671997,1.1673538684844968,1.1801621913909914,1.1632125377655025,1.1824250221252444,7.692344093107966,0.015007734298706,12822.259765625,3258.43994140625,10542.9404296875,0.1,0.0,0.25,0.3
2020-07-30,1.1782865524291992,1.1591609716415403,1.1588974712163322,1.1457811667501272,0.013116304466205,1.180401985605919,1.110595805684364,0.0094566004616874,85.37941279595489,1.1774299542109172,1.174124797185262,1.1815917094548545,1.1699630419413247,1.1848968664805095,1.1666578849156697,1.189058621724447,6.213593330931038,0.018678069114685,12379.650390625,3246.219970703125,10587.8095703125,0.1,0.0,0.25,0.3
2020-07-31,1.1872254610061646,1.1639623522758484,1.163255623491691,1.1488511144727966,0.0144045090188944,1.1866596905215845,1.1106821568981542,0.0097608821732657,91.31294606132592,1.186095396677653,1.1813913186391198,1.1919295390446982,1.175557176272075,1.1966336170832317,1.1708530982335414,1.2024677594502766,4.09737264622987,0.021968722343445,12313.3603515625,3271.1201171875,10745.26953125,0.1,0.0,0.25,0.3
2020-08-03,1.1782310009002686,1.1673558831214903,1.1655595277083952,1.1510274023563132,0.014532125352082,1.1897677754889202,1.112925150441103,0.0102884173393249,77.35822582381252,1.175709247589111,1.1726597547531126,1.181280493736267,1.1670885086059568,1.1843299865722658,1.164039015769958,1.1899012327194216,3.332681415964863,0.0013034343719482,12646.98046875,3294.610107421875,10902.7998046875,0.1,0.0,0.25,0.3
2020-08-04,1.1763322353363037,1.170402193069458,1.167216867343458,1.152901834428905,0.0143150329145529,1.192348543428784,1.1148490392929264,0.0100979038647242,74.43082412192898,1.176415244738261,1.1723323663075769,1.1804151137669885,1.1683324972788496,1.1844979921976724,1.1642496188481657,1.1884978612263997,3.972713193371054,0.0044527053833007,12600.8701171875,3306.510009765625,10941.169921875,0.1,0.0,0.25,0.3
2020-08-05,1.181544303894043,1.1732163667678832,1.1694210883512404,1.1550234988337302,0.0143975895175101,1.1949273992326874,1.117672331258951,0.010658996445792,73.44196854146807,1.184024651845296,1.177516380945841,1.1880525747934976,1.17348845799764,1.1945608456929524,1.166980187098185,1.1985887686411538,7.209932885474737,0.0032577514648437,12660.25,3327.77001953125,10998.400390625,0.1,0.0,0.25,0.3
2020-08-06,1.187281847000122,1.1762573719024658,1.172168897374145,1.1574130061053147,0.0147558912688305,1.198448578739843,1.1194877940171155,0.0108993904931204,74.40904950358627,1.1868473688761394,1.182509501775106,1.1916197141011555,1.1777371565500896,1.1959575812021892,1.173399289449056,1.2007299264272056,6.32478882921013,5.638599395751953e-05,12591.6796875,3349.159912109375,11108.0703125,0.1,0.0,0.25,0.3
2020-08-07,1.1876484155654907,1.1790613651275634,1.1745503617112754,1.159652666065328,0.0148976956459474,1.200689049150259,1.1231326147062473,0.0112652608326503,73.39684800642972,1.18388569355011,1.1794172525405886,1.1921168565750122,1.1711860895156865,1.1965852975845337,1.166717648506165,1.2048164606094358,3.402464570971242,0.0094174146652221,12674.8798828125,3351.280029296875,11010.98046875,0.1,0.0,0.25,0.3
2020-08-10,1.178272724151611,1.1803629636764523,1.1751230328559426,1.1610319296272749,0.0140911032286676,1.2008186501045046,1.1277298647384824,0.0117059520312717,60.224671963201374,1.1775909662246704,1.174981951713562,1.1808817386627195,1.1716911792755127,1.183490753173828,1.1690821647644043,1.1867815256118774,1.912682306801971,0.0019404888153073,12687.5302734375,3360.469970703125,10968.3603515625,0.1,0.0,0.25,0.3
