,Close,MA10,EMA12,EMA26,MACD,UB,LB,ATR,RSI,pivot,s1,r1,s2,r2,s3,r3,CCI,mom,^IXIC,usd_interest,usd_inflation,cad_interest,cad_inflation
2019-03-21,0.7526719570159912,0.7489616930484772,0.7506366836115299,0.7518038275990074,-0.0011671439874775,0.7632758033764907,0.740987681101506,0.0046067791325705,81.02735864140908,0.751192053159078,0.7490316430727642,0.7548323671023052,0.745391329129537,0.756992777188619,0.7432309190432231,0.7606330911318462,-0.5505747495265095,0.0021860599517822,7838.9599609375,2.41,1.00202,1.75,1.4
2019-03-22,0.7482229471206665,0.7494052350521088,0.7502653395360125,0.7515385771932044,-0.0012732376571918,0.7628454072096968,0.7406282918831681,0.0044796892574855,61.97436937197882,0.7473474343617758,0.7457433740297954,0.749827007452647,0.7432638009389242,0.7514310677846273,0.7416597406069438,0.7539106408754985,-3.164964137786336,-0.0013460516929626,7642.669921875,2.41,1.00202,1.75,1.5
2019-03-25,0.7448789477348328,0.7493663728237152,0.7494366638742925,0.7510452713073991,-0.0016086074331065,0.7613945244472359,0.7404114068824913,0.004487075975963,49.04676690234332,0.7450023492177328,0.7437416116396587,0.746139685312907,0.7426042755444845,0.7474004228909811,0.7413435379664104,0.7485377589861553,-4.299001133589668,-0.0049148797988891,7637.5400390625,2.4,1.00202,1.75,1.5
2019-03-26,0.7467144727706909,0.7493808686733245,0.7490178652429692,0.750724471415791,-0.0017066061728218,0.760337711153683,0.7402970544713171,0.0041320281369345,50.34649205290842,0.7467415531476339,0.7456406156222026,0.7478154102961223,0.7445667584737142,0.7489163478215536,0.743465820948283,0.749990204970042,-2.4663332528291995,-0.0039235353469848,7691.52001953125,2.4,1.00202,1.75,1.5
2019-03-27,0.7474343776702881,0.7492571949958802,0.748774251770249,0.750480760767976,-0.0017065089977269,0.758743853425108,0.7406580556878223,0.0039973642144884,46.83477491495431,0.7464573582013448,0.7453070680300395,0.7485846678415935,0.7431797583897909,0.7497349580128988,0.7420294682184856,0.7518622676531475,-2.162905678427584,-0.0052375793457031,7643.3798828125,2.41,1.00202,1.75,1.5
2019-03-28,0.745617687702179,0.7486027121543884,0.7482886265290074,0.7501205331334725,-0.001831906604465,0.7565072765433491,0.7413818488037882,0.0039493526731218,31.679058157694516,0.7453778982162476,0.7444202899932861,0.7465752959251404,0.7432228922843933,0.7475329041481018,0.7422652840614319,0.7487303018569946,-2.4124845497297507,-0.0026052594184875,7669.169921875,2.41,1.00202,1.75,1.5
2019-03-29,0.7445738911628723,0.7480115115642547,0.7477171287803712,0.7497096707652798,-0.0019925419849086,0.7540901817131092,0.7422933124256086,0.0041449325425284,32.84264714531345,0.7460076411565145,0.7425474325815837,0.7480340997378032,0.740520974000295,0.751494308312734,0.7370607654253643,0.7535207668940227,-1.4813981317489933,-0.0003050565719604,7729.31982421875,2.43,1.00202,1.75,1.5
2019-04-01,0.7492320537567139,0.7479778170585633,0.747950194161347,0.7496742917276082,-0.0017240975662612,0.7535264386365341,0.742499463396318,0.0043310863631112,49.1966039355464,0.7490793069203695,0.7483197848002117,0.7499915758768718,0.7474075158437093,0.7507510979970297,0.7466479937235515,0.751663366953532,0.9103671010502796,0.0025175809860229,7828.91015625,2.41,1.00202,1.75,1.5
2019-04-02,0.751258373260498,0.7481242716312408,0.7484591447919856,0.7497916311004149,-0.0013324863084293,0.7535352157577203,0.7424957645908666,0.0042675989014761,53.21573749551752,0.7502552270889282,0.748856782913208,0.7526568174362183,0.746455192565918,0.7540552616119385,0.7450567483901978,0.7564568519592285,1.876365170308576,0.0038239955902099,7848.68994140625,2.41,1.00202,1.75,1.5
2019-04-03,0.7494566440582275,0.748006135225296,0.7486126062175613,0.7497668172454381,-0.0011542110278768,0.7535891487102234,0.7424996421833313,0.0042500793933868,47.51072573271574,0.7502351005872091,0.7483076850573223,0.7513840595881145,0.7471587260564169,0.7533114751180013,0.74523131052653,0.7544604341189067,1.8676969271815984,0.0038389563560485,7895.5498046875,2.41,1.00202,1.75,1.5
2019-04-04,0.749512791633606,0.7476902186870575,0.7487510962815682,0.7497480005334506,-0.0009969042518823,0.7535428722353569,0.7431090395001777,0.0040541972432817,42.73797975479961,0.7490215500195821,0.7483616868654888,0.7501726547876995,0.7472105820973715,0.7508325179417928,0.7465507189432781,0.7519836227099101,0.7282715346282616,0.0049389004707336,7891.77978515625,2.41,1.00202,1.75,1.5
2019-04-05,0.7482397556304932,0.7476918995380402,0.7486724284890951,0.7496362786887871,-0.000963850199692,0.7533101682099133,0.7437869663802357,0.0040680766105651,50.04524422253739,0.7479264736175537,0.7466208934783936,0.7495453357696533,0.745002031326294,0.7508509159088135,0.7436964511871338,0.7524697780609131,-0.5834712891961364,-0.0009922981262207,7938.68994140625,2.41,1.00202,1.75,1.5
2019-04-08,0.7478871941566467,0.7479927241802216,0.74855162320718,0.7495067168715915,-0.0009550936644114,0.7531991049616419,0.7441599920422949,0.0039822246347154,59.651793432114246,0.7486544052759806,0.7462986906369526,0.7502429087956746,0.7447101871172587,0.7525986234347025,0.7423544724782307,0.7541871269543965,0.0544288655819093,-0.0033711791038513,7953.8798828125,2.41,1.00202,1.75,1.5
2019-04-09,0.751111626625061,0.7484324395656585,0.7489454698868541,0.7496255990755523,-0.0006801291886981,0.7534362428225295,0.7443770654164535,0.0042103060654231,62.95354619393446,0.7514534592628479,0.7501215934753418,0.7524434924125671,0.7491315603256226,0.7537753582000732,0.7477996945381165,0.7547653913497925,3.731090769220188,0.0016549825668334,7909.27978515625,2.41,1.00202,1.75,1.5
2019-04-10,0.7503113746643066,0.7487201392650604,0.7491556090833852,0.7496763972673118,-0.0005207881839266,0.7535595086706318,0.7444178255903088,0.0039762982300349,58.43539412241702,0.7499394218126932,0.7489589651425679,0.7512918313344319,0.7476065556208292,0.7522722880045573,0.7466260989507039,0.7536246975262959,1.6161088579161196,0.0007985830307006,7964.240234375,2.41,1.44217,1.75,1.5
2019-04-11,0.7508748173713684,0.7492458522319794,0.7494201026661519,0.7497651691268716,-0.0003450664607197,0.7533405476020741,0.7445080167842936,0.0037388546126229,66.63661261968176,0.7494867444038391,0.7479408383369446,0.7524207234382629,0.7450068593025208,0.7539666295051575,0.7434609532356262,0.7569006085395813,1.08320188699682,0.0026350617408752,7947.35986328125,2.41,1.44217,1.75,1.5
2019-04-12,0.7475014925003052,0.7495386123657226,0.7491249318714062,0.7495974893767556,-0.0004725575053494,0.7531707897172755,0.7443793342127019,0.0037085626806531,58.07417782029911,0.7485819061597189,0.7460747758547466,0.7500086228052776,0.7446480592091879,0.7525157531102499,0.7421409289042156,0.7539424697558086,-0.2254642704788331,-0.0003857016563415,7984.16015625,2.41,1.44217,1.75,1.5
2019-04-15,0.7500468492507935,0.7496200919151306,0.7492667653143887,0.7496307752933511,-0.0003640099789623,0.7532179850276297,0.7443799239460642,0.0038620063236781,52.54359653758272,0.7496779163678488,0.74730650583903,0.7524182597796123,0.7445661624272665,0.754789670308431,0.7421947518984477,0.7575300137201946,1.7311240523800926,-0.0010647773742675,7976.009765625,2.41,1.44217,1.75,1.5
2019-04-16,0.7480550408363342,0.7492997586727143,0.7490803461639188,0.749514054222461,-0.0004337080585421,0.7531170281587766,0.7443070021451784,0.0039029334272657,39.978369105114965,0.7478465040524801,0.7464048067728679,0.7494967381159465,0.7447545727094015,0.7509384353955587,0.7433128754297893,0.7525886694590251,-1.2307324479247772,-0.0022563338279724,8000.22998046875,2.41,1.44217,1.75,1.5
2019-04-17,0.7485422492027283,0.7492083191871644,0.7489975620160434,0.7494420686654437,-0.0004445066494003,0.7529180318534284,0.744296422559032,0.0040512340409415,46.88293691914451,0.7499344944953918,0.7465733289718628,0.7519034147262573,0.7446044087409973,0.7552645802497864,0.7412432432174683,0.7572335004806519,2.604089661411693,-0.0023325681686401,7996.080078125,2.42,1.44217,1.75,1.9
2019-04-18,0.7491759061813354,0.7491746306419372,0.7490249995799344,0.7494223529258801,-0.0003973533459457,0.7523111024949306,0.7445537468340641,0.0038514690739767,48.89510106736521,0.7482792536417643,0.7473826011021931,0.7500725587209065,0.7455892960230509,0.7509692112604777,0.7446926434834797,0.7527625163396199,-0.1599738994522773,0.0016744136810302,7998.06005859375,2.43,1.44217,1.75,1.9
2019-04-22,0.7473339438438416,0.7490560948848725,0.7485803299012441,0.7491431906239712,-0.000562860722727,0.752093466188932,0.7449553528761619,0.0035077546324048,48.21087124132613,0.7479087313016256,0.7466977039972942,0.7485449711481731,0.7460614641507467,0.7497559984525045,0.7448504368464153,0.750392238299052,-1.4800446713412645,-0.0007210969924926,8015.27001953125,2.44,1.44217,1.75,1.9
2019-04-23,0.7493274807929993,0.7488776803016662,0.7486952761922834,0.7491568417476029,-0.0004615655553195,0.7521353487162817,0.7451747711510431,0.0036252907344273,43.73128264411579,0.747839629650116,0.7462226152420044,0.7509444952011108,0.7431177496910095,0.7525615096092224,0.741500735282898,0.7556663751602173,-1.9617983513167208,0.0007852315902709,8120.81982421875,2.44,1.44217,1.75,1.9
2019-04-24,0.7447291612625122,0.7483194589614868,0.7480851046646263,0.748828865415374,-0.0007437607507476,0.7523884491687812,0.744651149057766,0.0041726870196206,34.518464641121426,0.7430982192357382,0.7414839069048564,0.746343473593394,0.7382386525472006,0.7479577859242758,0.7366243402163188,0.7512030402819316,-12.88645729447548,-0.0044467449188232,8102.009765625,2.44,1.44217,1.75,1.9
2019-04-25,0.7411249876022339,0.7473444759845733,0.7470143174242583,0.7482582077995859,-0.0012438903753275,0.7532442187097319,0.7433461095068208,0.0042900953974042,26.86252599120189,0.7409300009409586,0.7400752504666646,0.7419797380765278,0.7390255133310953,0.7428344885508219,0.7381707628568013,0.7438842256863911,-15.371897882108462,-0.0064826607704162,8118.68017578125,2.44,1.44217,1.75,1.9
2019-04-26,0.7419498562812805,0.7467893123626709,0.7462351695561079,0.7477909225019336,-0.0015557529458256,0.7536395195915202,0.7426884051368734,0.0041932931968144,35.01250285618657,0.7421165506045023,0.7407387097676594,0.7433276971181233,0.7395275632540385,0.7447055379549662,0.7381497224171956,0.7459166844685872,-11.088620169332726,-0.005384087562561,8146.39990234375,2.44,1.44217,1.75,1.9
2019-04-29,0.7429420948028564,0.7460788369178772,0.7457285426709923,0.7474317500797797,-0.0017032074087873,0.7537710948007175,0.7419278340322903,0.0039727006639753,29.063975382194243,0.7428545157114664,0.7419933875401814,0.7438032229741414,0.7410446802775065,0.7446643511454264,0.7401835521062214,0.7456130584081013,-8.260097866156926,-0.0063853859901428,8161.85009765625,2.45,1.44217,1.75,1.9
2019-04-30,0.7432347536087036,0.7455968081951141,0.7453448828152556,0.7471208614522926,-0.001775978637037,0.753483584466855,0.7414129824009734,0.0040130317211151,34.21505670173521,0.7433381676673889,0.7417418360710144,0.7448310852050781,0.7402489185333252,0.7464274168014526,0.7386525869369507,0.7479203343391418,-6.567682355013948,-0.0014944076538085,8095.39013671875,2.45,1.44217,1.75,1.9
2019-05-01,0.7469431161880493,0.7454368948936463,0.7455907648726084,0.7471076951364228,-0.0015169302638143,0.7532860724508564,0.7413591416299542,0.0040093830653599,45.675629499011954,0.7465562621752421,0.7454489668210347,0.7480504115422566,0.7439548174540201,0.749157706896464,0.7428475220998128,0.7506518562634785,-1.01771992863017,0.0058181285858154,8049.64013671875,2.45,1.44217,1.75,1.9
2019-05-02,0.7441085577011108,0.7449301600456237,0.7453627330000704,0.7468855368078812,-0.0015228038078107,0.7530873250030939,0.7410174656844671,0.004073257957186,37.75451413295231,0.743626872698466,0.7425967057545979,0.7451387246449788,0.7410848538080851,0.7461688915888468,0.740054686864217,0.7476807435353596,-5.231996069428597,0.0021587014198303,8036.77001953125,2.41,1.44217,1.75,1.9
2019-05-03,0.742434561252594,0.7444128513336181,0.7449122450389202,0.746555834914897,-0.0016435898759767,0.7531070687732389,0.7404172024765323,0.0040112818990434,37.562552664614536,0.7433903415997823,0.7407904068628948,0.7450344959894817,0.7391462524731954,0.7476344307263693,0.7365463177363079,0.7492785851160686,-4.921950815407756,-0.0005075335502624,8164.0,2.4,1.44217,1.75,1.9
2019-05-06,0.7422692775726318,0.7439063847064972,0.7445056346594913,0.7462383121488032,-0.0017326774893119,0.7531076352842498,0.7398548443071198,0.0039339235850742,37.7594090242504,0.7424216270446777,0.7409616708755493,0.7437292337417603,0.7396540641784668,0.7451891899108887,0.7381941080093384,0.7464967966079712,-5.435720701737794,-0.0009654760360717,8123.2900390625,2.4,1.44217,1.75,1.9
2019-05-07,0.7435552477836609,0.7433291614055634,0.7443594212939789,0.7460395666402742,-0.0016801453462952,0.7524749745857437,0.7397318671214859,0.00383722782135,35.55528375733854,0.7436306675275167,0.7416047851244609,0.7455811301867168,0.7396543224652609,0.7476070125897726,0.7376284400622051,0.7495574752489726,-3.236278698896466,-0.0033878684043884,7963.759765625,2.4,1.44217,1.75,1.9
2019-05-08,0.7424456477165222,0.7431008100509644,0.7440649945897548,0.7457733504237,-0.0017083558339451,0.7519578836856938,0.7394623853267573,0.0038133306162697,43.07678406852558,0.7426178057988485,0.7413540283838909,0.74370942513148,0.7402624090512594,0.7449732025464376,0.7389986316363018,0.7460648218790691,-3.978886435699587,-0.0016629099845886,7943.31982421875,2.39,1.44217,1.75,1.9
2019-05-09,0.7422637939453125,0.7432146906852722,0.7437878867983022,0.7455133832771528,-0.0017254964788505,0.7512073784258028,0.7393517882440429,0.0037750261170523,54.3567688855647,0.7417435050010681,0.7410964965820312,0.7429108023643494,0.73992919921875,0.7435578107833862,0.7392821907997131,0.7447251081466675,-4.387530786366602,-0.0001707673072814,7910.58984375,2.38,1.44217,1.75,1.9
2019-05-10,0.7426496744155884,0.743284672498703,0.7436127772009616,0.7453012566948146,-0.0016884794938529,0.7509790214689668,0.7390949633924072,0.0040312281676701,52.77037134915504,0.7439834475517273,0.740599513053894,0.7460336089134216,0.7385493516921997,0.7494175434112549,0.7351654171943665,0.7514677047729492,-1.23111677494545,0.0003803968429565,7916.93994140625,2.38,1.59855,1.75,1.9
2019-05-13,0.7440808415412903,0.7433985471725464,0.7436847870994737,0.7452108555723314,-0.0015260684728576,0.7502014369683336,0.73927594712209,0.0039222793919699,54.35656072277178,0.7438064614931742,0.7423453529675801,0.7455419500668843,0.74060986439387,0.7470030585924784,0.7391487558682759,0.7487385471661885,-1.0876505618137144,0.0005255937576293,7647.02001953125,2.38,1.59855,1.75,1.9
2019-05-14,0.7420599460601807,0.7432810664176941,0.7434348115549672,0.7449774548677276,-0.0015426433127604,0.7497923025565283,0.7390855720562799,0.003429182938167,46.03040336418783,0.742262581984202,0.7413070400555928,0.7430154879887898,0.740554134051005,0.743971029917399,0.7395985921223958,0.7447239359219868,-2.600389912267912,-0.0003857016563415,7734.490234375,2.38,1.59855,1.75,1.9
2019-05-15,0.7429420948028564,0.7428809642791748,0.7433590089777193,0.744826687455515,-0.0014676784777956,0.7491844067855936,0.7391334523872274,0.0033387243747711,33.28918674008942,0.7429614861806234,0.7411605517069499,0.74474302927653,0.7393790086110433,0.7465439637502035,0.7375780741373699,0.7483255068461101,-1.3316937643870403,0.0006783008575439,7822.14990234375,2.4,1.59855,1.75,2.0
2019-05-16,0.7439590692520142,0.7428660154342651,0.7434513259429955,0.7447624194404407,-0.0013110934974452,0.7483341213108287,0.7394620541690603,0.0033953871045793,49.26387714849253,0.7446792523066202,0.7430341442426045,0.7456041773160298,0.742109219233195,0.7472492853800455,0.7404641111691792,0.7481742103894551,0.9828471521730344,0.0013093948364257,7898.0498046875,2.39,1.59855,1.75,2.0
2019-05-17,0.7428317070007324,0.742905730009079,0.7433559999518781,0.744619403704166,-0.0012634037522879,0.7477557131861367,0.7395628681565606,0.0035445477281297,52.06693096580863,0.7421032389005026,0.7407894531885784,0.7441454927126567,0.7387471993764242,0.7454592784245809,0.7374334136645,0.7475015322367351,-1.7813473899934864,-0.0012491345405578,7816.27978515625,2.39,1.59855,1.75,2.0
2019-05-21,0.7447568774223328,0.7431655526161194,0.7436118581967686,0.7445641871003126,-0.000952328903544,0.7458383420197615,0.7406563720019211,0.003390508038657,55.95984201688622,0.7452297608057658,0.7439680298169453,0.7460186084111531,0.743179182211558,0.7472803393999735,0.7419174512227376,0.7480691870053608,2.272384950755459,0.0018147826194763,7785.72021484375,2.39,1.59855,1.75,2.0
2019-05-23,0.7442414164543152,0.7433451294898987,0.7437087133133142,0.744540278163572,-0.0008315648502578,0.7457639282029559,0.7406820113379072,0.0033368255410875,59.46445176044834,0.7430820862452189,0.7418396671613057,0.7454838355382283,0.7394379178682963,0.7467262546221415,0.7381954987843831,0.7491280039151509,-0.2520466441905188,0.000282347202301,7628.27978515625,2.38,1.59855,1.75,2.0
2019-05-24,0.7421921491622925,0.7433379650115967,0.7434753957516186,0.7443663426819958,-0.0008909469303771,0.7456724805365863,0.7408801751602826,0.0032103317124503,49.68450449882936,0.7426767150561014,0.7412836750348408,0.743585189183553,0.7403752009073893,0.7449782292048136,0.7389821608861287,0.7458867033322651,-1.0099179336120447,-0.0006395578384399,7637.009765625,2.38,1.59855,1.75,2.0
2019-05-28,0.7441583871841431,0.7435132026672363,0.74369100633121,0.7443480690681039,-0.0006570627368939,0.7458237775999953,0.7410879722397875,0.0030932937349591,50.3275906350877,0.74351833264033,0.7425458629926045,0.7451308568318684,0.740933338801066,0.7461033264795939,0.7399608691533406,0.7477158506711323,0.0324903563540655,-0.0005984902381896,7607.35009765625,2.39,1.59855,1.75,2.0
2019-05-29,0.7414272427558899,0.7434499323368072,0.7433427350119299,0.7441317115634954,-0.0007889765515655,0.745900981218098,0.7408300175364034,0.003330933196204,47.47846660363823,0.7405809958775839,0.7393222848574321,0.7426859537760417,0.7372173269589742,0.7439446647961935,0.7359586159388225,0.7460496226946514,-5.406908098101749,-0.0028141736984252,7547.31005859375,2.39,1.59855,1.75,2.0
2019-05-30,0.7400829195976257,0.7431640148162841,0.7428412249481908,0.7438318010475051,-0.0009905760993142,0.7453692251028423,0.7406757539926168,0.0033361102853502,39.0100851810613,0.7404601375261942,0.7393005688985188,0.741242488225301,0.738518218199412,0.7424020568529764,0.7373586495717366,0.7431844075520833,-4.770805114199685,-0.0021092295646667,7567.72021484375,2.39,1.59855,1.75,2.0
2019-05-31,0.7393770217895508,0.7427058100700379,0.7423082706160923,0.7435018173987678,-0.0011935467826754,0.7455825109271813,0.7399893145771216,0.0031596720218658,31.956323759987228,0.7390057047208151,0.73770938316981,0.7406733433405559,0.7360417445500692,0.7419696648915609,0.7347454229990642,0.7436373035113018,-6.909230219078717,-0.0049474835395812,7453.14990234375,2.4,1.59855,1.75,2.0
2019-06-03,0.7396340370178223,0.7423860430717468,0.7418968500625123,0.7432153151483273,-0.001318465085815,0.7457769967317429,0.7395147763490828,0.0031777109418596,36.4812014917851,0.7406525015830994,0.7384788393974304,0.7418076992034912,0.7373236417770386,0.7439813613891602,0.7351499795913696,0.745136559009552,-3.811169570435548,-0.0045243501663208,7333.02001953125,2.38,1.59855,1.75,2.0
2019-06-04,0.7439646124839783,0.7424159169197082,0.7422149673581224,0.7432708186546718,-0.0010558512965493,0.7459102523394933,0.7395510542324671,0.0033988314015524,50.97479383849386,0.7443288962046305,0.7433569033940632,0.7449366052945454,0.7427491943041483,0.7459085981051127,0.7417772014935811,0.7465163071950276,3.0921492879143497,0.0025373697280883,7527.1201171875,2.38,1.59855,1.75,2.0
2019-06-05,0.7468036413192749,0.7426205933094024,0.7429209171982998,0.7435325092224202,-0.0006115920241204,0.7465465777134548,0.7392395682120672,0.0034631107534681,55.99479063011728,0.7469857533772787,0.7455245057741802,0.7482648889223735,0.7442453702290853,0.749726136525472,0.7427841226259868,0.7510052720705669,7.68464302479323,0.0067207217216491,7575.47998046875,2.38,1.59855,1.75,2.0
2019-06-06,0.745156466960907,0.7427120983600617,0.7432648479310087,0.7436528023882341,-0.0003879544572253,0.7468110886528176,0.7392461391971428,0.0034882298537663,52.51347439700845,0.7460681597391764,0.7437453468640645,0.7474792798360188,0.742334226767222,0.7498020927111307,0.7400114138921101,0.7512132128079732,5.611242659503931,0.0057794451713562,7615.5498046875,2.37,1.59855,1.75,2.0
