Date,Open,High,Low,Close
2019-01-01,1.0167664289474487,1.0192641019821167,1.0165700912475586,1.0167664289474487
2019-01-02,1.0185374021530151,1.0210332870483398,1.0108667612075806,1.0183299779891968
2019-01-03,1.0109587907791138,1.0157440900802612,1.0103356838226318,1.0114291906356812
2019-01-04,1.012904405593872,1.0150223970413208,1.0094077587127686,1.0130685567855835
2019-01-07,1.0144354104995728,1.0215548276901245,1.0144354104995728,1.0144457817077637
2019-01-08,1.0211479663848877,1.0216591358184814,1.016952633857727,1.021346092224121
2019-01-09,1.0196901559829712,1.0272530317306519,1.0186411142349243,1.0196070671081543
2019-01-10,1.0279605388641357,1.0292301177978516,1.0180292129516602,1.0267467498779297
2019-01-11,1.0164873600006104,1.018952488899231,1.0147751569747925,1.0162498950958252
2019-01-14,1.0165390968322754,1.0202000141143799,1.015857458114624,1.0165700912475586
2019-01-15,1.0193679332733154,1.020512342453003,1.0112450122833252,1.0193471908569336
2019-01-16,1.0128017663955688,1.0130685567855835,1.009254813194275,1.0126889944076538
2019-01-17,1.0102030038833618,1.0104072093963623,1.0047121047973633,1.0100908279418945
2019-01-18,1.0061577558517456,1.0071507692337036,1.0041874647140503,1.0063399076461792
2019-01-21,1.0046314001083374,1.0054292678833008,1.0013418197631836,1.0046615600585938
2019-01-22,1.0027072429656982,1.0040160417556763,1.0014722347259521,1.0027072429656982
2019-01-23,1.0028983354568481,1.0056315660476685,1.001081109046936,1.0030090808868408
2019-01-24,1.0056214332580566,1.0066438913345337,1.003451943397522,1.0054596662521362
2019-01-25,1.0043185949325562,1.0076074600219727,1.0026670694351196,1.0044194459915161
2019-01-28,1.0074957609176636,1.0096930265426636,1.0068060159683228,1.0076582431793213
2019-01-29,1.008471131324768,1.0092854499816895,1.004772663116455,1.008471131324768
2019-01-30,1.0053685903549194,1.0057326555252075,1.0005803108215332,1.0055304765701294
2019-01-31,1.00640070438385,1.0092854499816895,1.0049039125442505,1.0065425634384155
2019-02-01,1.0062386989593506,1.007820725440979,1.00383460521698,1.0063399076461792
2019-02-04,1.0044900178909302,1.0051867961883545,1.0006403923034668,1.004550576210022
2019-02-05,1.0020943880081177,1.0024057626724243,0.9980837106704712,1.0022048950195312
2019-02-06,1.0001599788665771,1.0013618469238281,0.998502254486084,1.000290036201477
2019-02-07,0.9977152347564697,0.9998999834060669,0.9971680045127869,0.9979044198989868
2019-02-08,0.9976156949996948,1.0005003213882446,0.997287392616272,0.9975957274436951
2019-02-11,1.0006604194641113,1.0009007453918457,0.9947081804275513,1.0007104873657227
2019-02-12,0.9961150884628296,0.9963136315345764,0.9909821152687073,0.9961150884628296
2019-02-13,0.9939369559288025,0.9956192374229431,0.9920733571052551,0.9939271807670593
2019-02-14,0.991276741027832,0.9947279095649719,0.9904324412345886,0.9913750290870667
2019-02-15,0.9951239228248596,0.995322048664093,0.9912079572677612,0.9950743317604065
2019-02-18,0.9957184195518494,0.9979044198989868,0.9951832890510559,0.9955201148986816
2019-02-19,0.9956192374229431,0.9994003772735596,0.994045615196228,0.9955499172210693
2019-02-20,0.9986119270324707,1.001502275466919,0.997994065284729,0.9987216591835022
2019-02-21,0.9997300505638123,1.0007004737854004,0.9977849125862122,1.0
2019-02-22,0.9991507530212402,1.0011012554168701,0.9977948665618896,0.999140739440918
2019-02-25,1.000100016593933,1.0017129182815552,0.999140739440918,1.0003000497817993
2019-02-26,0.999760091304779,1.0007004737854004,0.9982032775878906,0.9999099969863892
2019-02-27,1.0001800060272217,1.0039153099060059,0.9989810585975647,1.000290036201477
2019-02-28,0.9995002746582031,1.0074551105499268,0.9991207718849182,0.9995002746582031
