Date,Open,High,Low,Close
2019-01-01,0.746586263179779,0.753971517086029,0.7328155040740967,0.746586263179779
2019-01-02,0.7339449524879456,0.7369740009307861,0.7320858836174011,0.7339233756065369
2019-01-03,0.7336757183074951,0.7421921491622925,0.7329228520393372,0.7336111664772034
2019-01-04,0.7420599460601807,0.7473059296607971,0.741256833076477,0.7419058084487915
2019-01-07,0.7480047345161438,0.7525473833084106,0.7476076483726501,0.7479823231697083
2019-01-08,0.7520663142204285,0.7537499070167542,0.7508071064949036,0.7521058917045593
2019-01-09,0.7548423409461975,0.7587138414382935,0.7544835209846497,0.7548878788948059
2019-01-10,0.7568188905715942,0.7571741938591003,0.7543583512306213,0.756916344165802
2019-01-11,0.7554981708526611,0.7586677670478821,0.7533637881278992,0.7553440928459167
2019-01-14,0.7537442445755005,0.7545461654663086,0.7520436644554138,0.75372713804245
2019-01-15,0.7532503008842468,0.7560407519340515,0.7528759837150574,0.7532332539558411
2019-01-16,0.7541478276252747,0.7555837631225586,0.752819299697876,0.7541705369949341
2019-01-17,0.754119336605072,0.7544437050819397,0.7508465647697449,0.7542217373847961
2019-01-18,0.7529723048210144,0.7555038928985596,0.7529212832450867,0.7530007362365723
2019-01-21,0.7532956600189209,0.7544892430305481,0.7509649991989136,0.7532956600189209
2019-01-22,0.7520493268966675,0.752162516117096,0.7489402890205383,0.752162516117096
2019-01-23,0.748744010925293,0.751585841178894,0.7480885982513428,0.7487271428108215
2019-01-24,0.7497376203536987,0.7503564357757568,0.7477194666862488,0.7495633959770203
2019-01-25,0.7489739060401917,0.7554068565368652,0.7487271428108215,0.7490355968475342
2019-01-28,0.756315290927887,0.7574610114097595,0.7527512907981873,0.7563723921775818
2019-01-29,0.7540113925933838,0.7550589442253113,0.7531878352165222,0.7541307210922241
2019-01-30,0.7534716129302979,0.7583398222923279,0.7530063986778259,0.7535000443458557
2019-01-31,0.760861337184906,0.7621951103210449,0.7596763968467712,0.7609770894050598
2019-02-01,0.7618176937103271,0.7642689347267151,0.7600921392440796,0.761852502822876
2019-02-04,0.7635452747344971,0.7643506526947021,0.7606934905052185,0.7634170055389404
2019-02-05,0.762543797492981,0.7633588314056396,0.7603984475135803,0.7623984813690186
2019-02-06,0.7619628310203552,0.7620208859443665,0.7571628093719482,0.7619628310203552
2019-02-07,0.7567731142044067,0.7567788362503052,0.7521002292633057,0.7568303942680359
2019-02-08,0.751218855381012,0.755743682384491,0.7502719759941101,0.7512640357017517
2019-02-11,0.7532332539558411,0.7540056705474854,0.7509142756462097,0.7533524632453918
2019-02-12,0.7516931891441345,0.7552869915962219,0.7510946989059448,0.7518796920776367
2019-02-13,0.7558807134628296,0.7578111290931702,0.7544892430305481,0.7559378743171692
2019-02-14,0.7541648745536804,0.7562008500099182,0.749670147895813,0.7541990280151367
2019-02-15,0.7520154118537903,0.7542672157287598,0.7512301206588745,0.7520493268966675
2019-02-18,0.7552471160888672,0.7562008500099182,0.7551501393318176,0.7553440928459167
2019-02-19,0.7555780410766602,0.7556465864181519,0.7530233860015869,0.7556294202804565
2019-02-20,0.7570366263389587,0.7605140805244446,0.7568533420562744,0.7570653557777405
2019-02-21,0.7592898607254028,0.7597629427909851,0.7572716474533081,0.7593014240264893
2019-02-22,0.7559036016464233,0.7590190768241882,0.7552527785301208,0.7561208009719849
2019-02-25,0.7615160346031189,0.7625787258148193,0.7584951519966125,0.7615566253662109
2019-02-26,0.7585526704788208,0.7590593695640564,0.7555665969848633,0.7584261298179626
2019-02-27,0.7597629427909851,0.762427568435669,0.7590247988700867,0.7597629427909851
2019-02-28,0.7605893015861511,0.7610002756118774,0.7572774291038513,0.7607455253601074
2019-03-01,0.7595667243003845,0.7617306113243103,0.7531595230102539,0.7596302032470703
