,Close,FTSEMIB.MI,^DJI,^FCHI,^GDAXI,^GSPC,^IXIC,usd_interest,usd_inflation,eur_interest,eur_inflation
2019-04-08,1.121956706047058,21772.0,26341.01953125,5471.77978515625,11963.400390625,2895.77001953125,7953.8798828125,2.41,1.00202,0.25,1.5
2019-04-09,1.1256444454193115,21672.0,26150.580078125,5436.419921875,11850.5703125,2878.199951171875,7909.27978515625,2.41,1.00202,0.25,1.5
2019-04-10,1.126697063446045,21672.0,26157.16015625,5449.8798828125,11905.91015625,2888.2099609375,7964.240234375,2.41,1.44217,0.25,1.5
2019-04-11,1.127650022506714,21685.0,26143.05078125,5485.72021484375,11935.2001953125,2888.320068359375,7947.35986328125,2.41,1.44217,0.25,1.5
2019-04-12,1.1260753870010376,21858.0,26412.30078125,5502.7001953125,11999.9296875,2907.409912109375,7984.16015625,2.41,1.44217,0.25,1.5
2019-04-15,1.1305055618286133,21892.0,26384.76953125,5508.72998046875,12020.2802734375,2905.580078125,7976.009765625,2.41,1.44217,0.25,1.5
2019-04-16,1.1304928064346311,21919.0,26452.66015625,5528.669921875,12101.3203125,2907.06005859375,8000.22998046875,2.41,1.44217,0.25,1.5
2019-04-17,1.128502607345581,22001.0,26449.5390625,5563.08984375,12153.0703125,2900.449951171875,7996.080078125,2.42,1.44217,0.25,1.4
2019-04-18,1.129713773727417,21957.0,26559.5390625,5580.3798828125,12222.3896484375,2905.030029296875,7998.06005859375,2.43,1.44217,0.25,1.4
2019-04-23,1.1258978843688965,21897.0,26656.390625,5591.68994140625,12235.509765625,2933.679931640625,8120.81982421875,2.44,1.44217,0.25,1.4
2019-04-24,1.122435212135315,21724.0,26597.05078125,5576.06005859375,12313.16015625,2927.25,8102.009765625,2.44,1.44217,0.25,1.4
2019-04-25,1.1153494119644165,21720.0,26462.080078125,5557.669921875,12282.599609375,2926.169921875,8118.68017578125,2.44,1.44217,0.25,1.4
2019-04-26,1.113684892654419,21738.0,26543.330078125,5569.35986328125,12315.1796875,2939.8798828125,8146.39990234375,2.44,1.44217,0.25,1.4
2019-04-29,1.1150261163711548,21789.0,26554.390625,5580.97998046875,12328.01953125,2943.030029296875,8161.85009765625,2.45,1.44217,0.25,1.4
2019-04-30,1.1185182332992554,21881.0,26592.91015625,5586.41015625,12344.080078125,2945.830078125,8095.39013671875,2.45,1.44217,0.25,1.4
2019-05-02,1.1200841665267944,21710.0,26307.7890625,5538.85986328125,12345.419921875,2917.52001953125,8036.77001953125,2.41,1.44217,0.25,1.4
2019-05-03,1.1173559427261353,21763.0,26504.94921875,5548.83984375,12412.75,2945.639892578125,8164.0,2.4,1.44217,0.25,1.4
2019-05-06,1.1185808181762695,21409.0,26438.48046875,5483.52001953125,12286.8798828125,2932.469970703125,8123.2900390625,2.4,1.44217,0.25,1.4
2019-05-07,1.1201846599578855,21219.0,25965.08984375,5395.75,12092.740234375,2884.050048828125,7963.759765625,2.4,1.44217,0.25,1.4
2019-05-08,1.1191065311431885,21204.0,25967.330078125,5417.58984375,12179.9296875,2879.419921875,7943.31982421875,2.39,1.44217,0.25,1.4
