,Close,^DJI,^GSPC,^IXIC,^SSMI,usd_interest,usd_inflation,chf_interest,chf_inflation
2019-03-22,1.0081660747528076,25502.3203125,2800.7099609375,7642.669921875,9319.419921875,2.41,1.00202,-0.75,0.7
2019-03-25,1.0060462951660156,25516.830078125,2798.360107421875,7637.5400390625,9305.5,2.4,1.00202,-0.75,0.7
2019-03-26,1.0077495574951172,25657.73046875,2818.4599609375,7691.52001953125,9389.2998046875,2.4,1.00202,-0.75,0.7
2019-03-27,1.0064412355422974,25625.58984375,2805.3701171875,7643.3798828125,9390.58984375,2.41,1.00202,-0.75,0.7
2019-03-28,1.0053281784057615,25717.4609375,2815.43994140625,7669.169921875,9405.9296875,2.41,1.00202,-0.75,0.7
2019-03-29,1.0051968097686768,25928.6796875,2834.39990234375,7729.31982421875,9477.83984375,2.43,1.00202,-0.75,0.7
2019-04-01,1.0050251483917236,26258.419921875,2867.18994140625,7828.91015625,9538.1103515625,2.41,1.00202,-0.75,0.7
2019-04-02,1.000800609588623,26179.130859375,2867.239990234375,7848.68994140625,9536.5703125,2.41,1.00202,-0.75,0.7
2019-04-03,1.0018433332443235,26218.130859375,2873.39990234375,7895.5498046875,9570.08984375,2.41,1.00202,-0.75,0.7
2019-04-04,1.00271737575531,26384.630859375,2879.389892578125,7891.77978515625,9563.7099609375,2.41,1.00202,-0.75,0.7
2019-04-05,1.0000799894332886,26424.990234375,2892.739990234375,7938.68994140625,9541.150390625,2.41,1.00202,-0.75,0.7
2019-04-08,1.000100016593933,26341.01953125,2895.77001953125,7953.8798828125,9547.330078125,2.41,1.00202,-0.75,0.7
2019-04-09,1.000890851020813,26150.580078125,2878.199951171875,7909.27978515625,9582.2197265625,2.41,1.00202,-0.75,0.7
2019-04-10,1.0003501176834106,26157.16015625,2888.2099609375,7964.240234375,9556.3095703125,2.41,1.44217,-0.75,0.7
2019-04-11,0.9977948665618896,26143.05078125,2888.320068359375,7947.35986328125,9549.259765625,2.41,1.44217,-0.75,0.7
2019-04-12,0.997267484664917,26412.30078125,2907.409912109375,7984.16015625,9484.91015625,2.41,1.44217,-0.75,0.7
2019-04-15,0.9976056814193726,26384.76953125,2905.580078125,7976.009765625,9513.7099609375,2.41,1.44217,-0.75,0.7
2019-04-16,0.996343433856964,26452.66015625,2907.06005859375,8000.22998046875,9579.849609375,2.41,1.44217,-0.75,0.7
2019-04-17,0.9925557971000672,26449.5390625,2900.449951171875,7996.080078125,9596.599609375,2.42,1.44217,-0.75,0.7
2019-04-18,0.9897069931030272,26559.5390625,2905.030029296875,7998.06005859375,9571.2197265625,2.43,1.44217,-0.75,0.7
2019-04-23,0.9849305152893066,26656.390625,2933.679931640625,8120.81982421875,9635.0703125,2.44,1.44217,-0.75,0.7
2019-04-24,0.9802480340003968,26597.05078125,2927.25,8102.009765625,9655.669921875,2.44,1.44217,-0.75,0.7
2019-04-25,0.9801038503646852,26462.080078125,2926.169921875,8118.68017578125,9694.0595703125,2.44,1.44217,-0.75,0.7
2019-04-26,0.9804883003234864,26543.330078125,2939.8798828125,8146.39990234375,9724.26953125,2.44,1.44217,-0.75,0.7
2019-04-29,0.981046199798584,26554.390625,2943.030029296875,8161.85009765625,9740.48046875,2.45,1.44217,-0.75,0.7
2019-04-30,0.9810654520988464,26592.91015625,2945.830078125,8095.39013671875,9769.740234375,2.45,1.44217,-0.75,0.7
2019-05-02,0.9828975796699524,26307.7890625,2917.52001953125,8036.77001953125,9746.0595703125,2.41,1.44217,-0.75,0.7
2019-05-03,0.981017291545868,26504.94921875,2945.639892578125,8164.0,9741.990234375,2.4,1.44217,-0.75,1.1
2019-05-06,0.9837484359741212,26438.48046875,2932.469970703125,8123.2900390625,9657.240234375,2.4,1.44217,-0.75,1.1
2019-05-07,0.98318749666214,25965.08984375,2884.050048828125,7963.759765625,9577.3798828125,2.4,1.44217,-0.75,1.1
2019-05-08,0.9807767271995544,25967.330078125,2879.419921875,7943.31982421875,9621.9599609375,2.39,1.44217,-0.75,1.1
2019-05-09,0.9801038503646852,25828.359375,2870.719970703125,7910.58984375,9430.2998046875,2.38,1.44217,-0.75,1.1
2019-05-10,0.985027551651001,25942.369140625,2881.39990234375,7916.93994140625,9472.830078125,2.38,1.59855,-0.75,1.1
2019-05-13,0.9897069931030272,25324.990234375,2811.8701171875,7647.02001953125,9363.1796875,2.38,1.59855,-0.75,1.1
2019-05-14,0.9946487545967102,25532.05078125,2834.409912109375,7734.490234375,9404.080078125,2.38,1.59855,-0.75,1.1
2019-05-15,0.9913357496261596,25648.01953125,2850.9599609375,7822.14990234375,9480.759765625,2.4,1.59855,-0.75,1.1
2019-05-16,0.9918175339698792,25862.6796875,2876.320068359375,7898.0498046875,9660.58984375,2.39,1.59855,-0.75,1.1
2019-05-17,0.9901186227798462,25764.0,2859.530029296875,7816.27978515625,9659.080078125,2.39,1.59855,-0.75,1.1
2019-05-20,0.9896091222763062,25679.900390625,2840.22998046875,7702.3798828125,9582.080078125,2.39,1.59855,-0.75,1.1
2019-05-21,0.9917683601379396,25877.330078125,2864.360107421875,7785.72021484375,9624.16015625,2.39,1.59855,-0.75,1.1
2019-05-23,0.9910606741905212,25490.470703125,2822.239990234375,7628.27978515625,9594.3095703125,2.38,1.59855,-0.75,1.1
2019-05-24,0.9971083998680116,25585.689453125,2826.06005859375,7637.009765625,9666.8896484375,2.38,1.59855,-0.75,1.1
2019-05-28,0.9960655570030212,25347.76953125,2802.389892578125,7607.35009765625,9680.8701171875,2.39,1.59855,-0.75,1.1
2019-05-29,0.9931176900863647,25126.41015625,2783.02001953125,7547.31005859375,9541.9697265625,2.39,1.59855,-0.75,1.1
2019-05-31,0.993147313594818,24815.0390625,2752.06005859375,7453.14990234375,9523.98046875,2.4,1.59855,-0.75,1.1
2019-06-03,1.0004701614379885,24819.779296875,2744.449951171875,7333.02001953125,9602.73046875,2.38,1.59855,-0.75,0.5
2019-06-04,1.0077598094940186,25332.1796875,2803.27001953125,7527.1201171875,9597.7099609375,2.38,1.59855,-0.75,0.5
2019-06-05,1.0075870752334597,25539.5703125,2826.14990234375,7575.47998046875,9658.6201171875,2.38,1.59855,-0.75,0.5
2019-06-06,1.006137490272522,25720.66015625,2843.489990234375,7615.5498046875,9682.2900390625,2.37,1.59855,-0.75,0.5
2019-06-07,1.0089799165725708,25983.939453125,2873.340087890625,7742.10009765625,9749.1298828125,2.37,1.59855,-0.75,0.5
2019-06-11,1.011224627494812,26048.509765625,2885.719970703125,7822.56982421875,9835.8701171875,2.37,1.59855,-0.75,0.5
2019-06-12,1.0080645084381104,26004.830078125,2879.840087890625,7792.72021484375,9859.73046875,2.37,1.33384,-0.75,0.5
2019-06-13,1.0053281784057615,26106.76953125,2891.639892578125,7837.1298828125,9861.830078125,2.37,1.33384,-0.75,0.5
2019-06-14,1.0065425634384155,26089.609375,2886.97998046875,7796.66015625,9847.6103515625,2.36,1.33384,-0.75,0.5
2019-06-17,1.0012015104293823,26112.529296875,2889.669921875,7845.02001953125,9851.5703125,2.38,1.33384,-0.75,0.5
2019-06-18,1.001351833343506,26465.5390625,2917.75,7953.8798828125,9988.5498046875,2.37,1.33384,-0.75,0.5
2019-06-19,0.9993104934692384,26504.0,2926.4599609375,7987.31982421875,9961.650390625,2.37,1.33384,-0.75,0.5
2019-06-20,1.007353663444519,26753.169921875,2954.179931640625,8051.33984375,9978.51953125,2.37,1.33384,-0.75,0.5
2019-06-21,1.0193160772323608,26719.130859375,2950.4599609375,8031.7099609375,9922.830078125,2.38,1.33384,-0.75,0.5
2019-06-24,1.0252203941345217,26727.5390625,2945.35009765625,8005.7001953125,9898.849609375,2.38,1.33384,-0.75,0.5
2019-06-25,1.0290182828903198,26548.220703125,2917.3798828125,7884.72021484375,9898.900390625,2.38,1.33384,-0.75,0.5
2019-06-26,1.0258303880691528,26536.8203125,2913.780029296875,7909.97021484375,9838.1298828125,2.38,1.33384,-0.75,0.5
2019-06-27,1.0231330394744873,26526.580078125,2924.919921875,7967.759765625,9859.759765625,2.38,1.33384,-0.75,0.5
2019-06-28,1.023908257484436,26599.9609375,2941.760009765625,8006.240234375,9898.240234375,2.4,1.33384,-0.75,0.5
2019-07-01,1.0210332870483398,26717.4296875,2964.330078125,8091.16015625,9970.0,2.39,1.33384,-0.75,0.5
2019-07-02,1.0131711959838867,26786.6796875,2973.010009765625,8109.08984375,10020.9296875,2.4,1.33384,-0.75,0.5
2019-07-03,1.0150223970413208,26966.0,2995.820068359375,8170.22998046875,10066.5302734375,2.41,1.33384,-0.75,0.5
2019-07-05,1.0155171155929563,26922.119140625,2990.409912109375,8161.7900390625,9980.2197265625,2.42,1.33384,-0.75,0.7
2019-07-08,1.0088781118392944,26806.140625,2975.949951171875,8098.3798828125,9994.099609375,2.41,1.33384,-0.75,0.7
2019-07-09,1.005945086479187,26783.490234375,2979.6298828125,8141.72998046875,9961.33984375,2.41,1.33384,-0.75,0.7
2019-07-10,1.0064513683319092,26860.19921875,2993.070068359375,8202.5302734375,9937.5595703125,2.41,1.33384,-0.75,0.7
2019-07-11,1.012248158454895,27088.080078125,2999.909912109375,8196.0400390625,9879.5302734375,2.4,1.14188,-0.75,0.7
2019-07-12,1.0095911026000977,27332.029296875,3013.77001953125,8244.1396484375,9762.98046875,2.38,1.14188,-0.75,0.7
2019-07-15,1.0162601470947266,27359.16015625,3014.300048828125,8258.1904296875,9808.580078125,2.4,1.14188,-0.75,0.7
2019-07-16,1.0161569118499756,27335.630859375,3004.0400390625,8222.7998046875,9850.51953125,2.41,1.14188,-0.75,0.7
2019-07-17,1.0121560096740725,27219.849609375,2984.419921875,8185.2099609375,9942.009765625,2.41,1.14188,-0.75,0.7
2019-07-18,1.0135819911956787,27222.970703125,2995.110107421875,8207.240234375,10010.150390625,2.41,1.14188,-0.75,0.7
2019-07-19,1.0176666975021362,27154.19921875,2976.610107421875,8146.490234375,9937.0302734375,2.41,1.14188,-0.75,0.7
2019-07-22,1.0174596309661863,27171.900390625,2985.030029296875,8204.1396484375,9922.3701171875,2.4,1.14188,-0.75,0.7
2019-07-23,1.0179153680801392,27349.189453125,3005.469970703125,8251.400390625,9965.150390625,2.4,1.14188,-0.75,0.7
2019-07-24,1.0148369073867798,27269.970703125,3019.56005859375,8321.5,9907.6796875,2.4,1.14188,-0.75,0.7
2019-07-25,1.0155583620071411,27140.98046875,3003.669921875,8238.5400390625,9877.0302734375,2.4,1.14188,-0.75,0.7
2019-07-26,1.0091021060943604,27192.44921875,3025.860107421875,8330.2099609375,9968.080078125,2.4,1.14188,-0.75,0.7
2019-07-29,1.006745219230652,27221.349609375,3020.969970703125,8293.330078125,9970.8701171875,2.4,1.14188,-0.75,0.7
2019-07-30,1.008471131324768,27198.01953125,3013.179931640625,8273.6103515625,9890.900390625,2.39,1.14188,-0.75,0.7
2019-07-31,1.0104072093963623,26864.26953125,2980.3798828125,8175.419921875,9919.26953125,2.4,1.14188,-0.75,0.7
2019-08-02,1.0100295543670654,26485.009765625,2932.050048828125,8004.06982421875,9803.6904296875,2.14,1.14188,-0.75,0.4
2019-08-05,1.01781165599823,25717.740234375,2844.739990234375,7726.0400390625,9599.4296875,2.13,1.14188,-0.75,0.4
2019-08-06,1.0302693843841553,26029.51953125,2881.77001953125,7833.27001953125,9553.8798828125,2.13,1.14188,-0.75,0.4
2019-08-07,1.0248737335205078,26007.0703125,2883.97998046875,7862.830078125,9533.98046875,2.12,1.14188,-0.75,0.4
2019-08-08,1.0259567499160769,26378.189453125,2938.090087890625,8039.16015625,9751.5498046875,2.12,1.14188,-0.75,0.4
2019-08-09,1.0267678499221802,26287.439453125,2918.64990234375,7959.14013671875,9749.919921875,2.12,1.14188,-0.75,0.4
2019-08-12,1.0294208526611328,25896.439453125,2882.699951171875,7863.41015625,9760.01953125,2.12,1.14188,-0.75,0.4
2019-08-13,1.0317468643188477,26279.91015625,2926.320068359375,8016.35986328125,9786.240234375,2.12,1.36178,-0.75,0.4
2019-08-14,1.024800181388855,25479.419921875,2840.60009765625,7773.93994140625,9628.48046875,2.12,1.36178,-0.75,0.4
2019-08-15,1.0272635221481323,25579.390625,2847.60009765625,7766.6201171875,9606.259765625,2.13,1.36178,-0.75,0.4
2019-08-16,1.024275302886963,25886.009765625,2888.679931640625,7895.990234375,9728.3896484375,2.13,1.36178,-0.75,0.4
2019-08-19,1.0211374759674072,26135.7890625,2923.64990234375,8002.81005859375,9825.58984375,2.13,1.36178,-0.75,0.4
2019-08-20,1.0191082954406738,25962.439453125,2900.510009765625,7948.56005859375,9770.3896484375,2.13,1.36178,-0.75,0.4
2019-08-21,1.022704005241394,26202.73046875,2924.429931640625,8020.2099609375,9848.1103515625,2.12,1.36178,-0.75,0.4
2019-08-22,1.018433690071106,26252.240234375,2922.949951171875,7991.39013671875,9805.5,2.12,1.36178,-0.75,0.4
2019-08-23,1.0166114568710327,25628.900390625,2847.110107421875,7751.77001953125,9744.98046875,2.12,1.36178,-0.75,0.4
2019-08-26,1.0279076099395752,25898.830078125,2878.3798828125,7853.740234375,9715.830078125,2.12,1.36178,-0.75,0.4
2019-08-27,1.021346092224121,25777.900390625,2869.159912109375,7826.9501953125,9786.080078125,2.12,1.36178,-0.75,0.4
2019-08-28,1.0194718837738037,26036.099609375,2887.93994140625,7856.8798828125,9758.1904296875,2.12,1.36178,-0.75,0.4
2019-08-29,1.019025206565857,26362.25,2924.580078125,7973.39013671875,9838.48046875,2.12,1.36178,-0.75,0.4
2019-08-30,1.014404535293579,26403.279296875,2926.4599609375,7962.8798828125,9895.650390625,2.13,1.36178,-0.75,0.4
2019-09-03,1.0097644329071045,26118.01953125,2906.27001953125,7874.16015625,9852.7001953125,2.13,1.36178,-0.75,0.5
2019-09-04,1.013345718383789,26355.470703125,2937.780029296875,7976.8798828125,9894.599609375,2.13,1.36178,-0.75,0.5
2019-09-05,1.0195342302322388,26728.150390625,2976.0,8116.830078125,9983.0703125,2.13,1.36178,-0.75,0.5
2019-09-06,1.0139622688293457,26797.4609375,2978.7099609375,8103.06982421875,10073.8203125,2.12,1.36178,-0.75,0.5
2019-09-09,1.012145757675171,26835.509765625,2978.429931640625,8087.43994140625,10059.3701171875,2.13,1.36178,-0.75,0.5
2019-09-10,1.007668375968933,26909.4296875,2979.389892578125,8084.16015625,10020.48046875,2.13,1.36178,-0.75,0.5
2019-09-11,1.008471131324768,27137.0390625,3000.929931640625,8169.68017578125,10098.58984375,2.13,1.36178,-0.75,0.5
2019-09-12,1.0063196420669556,27182.44921875,3009.570068359375,8194.4697265625,10094.08984375,2.13,1.28584,-0.75,0.5
2019-09-13,1.009529948234558,27219.51953125,3007.389892578125,8176.7099609375,10047.33984375,2.14,1.28584,-0.75,0.5
2019-09-16,1.013314962387085,27076.8203125,2997.9599609375,8153.5400390625,9969.1904296875,2.25,1.28584,-0.75,0.5
2019-09-17,1.00713050365448,27110.80078125,3005.699951171875,8186.02001953125,10013.8203125,2.3,1.28584,-0.75,0.5
2019-09-18,1.0075160264968872,27147.080078125,3006.72998046875,8177.39013671875,10018.83984375,2.25,1.28584,-0.75,0.5
2019-09-19,1.0032103061676023,27094.7890625,3006.7900390625,8182.8798828125,10064.4599609375,1.9,1.28584,-0.75,0.5
2019-09-20,1.0073131322860718,26935.0703125,2992.070068359375,8117.669921875,10056.830078125,1.9,1.28584,-0.75,0.5
2019-09-23,1.0087051391601562,26949.990234375,2991.780029296875,8112.4599609375,9997.3896484375,1.9,1.28584,-0.75,0.5
2019-09-24,1.010284662246704,26807.76953125,2966.60009765625,7993.6298828125,9991.3095703125,1.9,1.28584,-0.75,0.5
2019-09-25,1.0143016576766968,26970.7109375,2984.8701171875,8077.3798828125,9914.8203125,1.9,1.28584,-0.75,0.5
2019-09-26,1.00922429561615,26891.119140625,2977.6201171875,8030.66015625,10010.7099609375,1.85,1.28584,-0.75,0.5
2019-09-27,1.006653904914856,26820.25,2961.7900390625,7939.6298828125,10037.8095703125,1.83,1.28584,-0.75,0.5
2019-09-30,1.009183645248413,26916.830078125,2976.739990234375,7999.33984375,10078.3203125,1.9,1.28584,-0.75,0.5
2019-10-01,1.0024057626724243,26573.0390625,2940.25,7908.68017578125,9952.5,1.88,1.28584,-0.75,0.5
2019-10-02,1.007373929023743,26078.619140625,2887.610107421875,7785.25,9757.2802734375,1.85,1.28584,-0.75,0.1
2019-10-03,1.0032806396484375,26201.0390625,2910.6298828125,7872.259765625,9760.4404296875,1.83,1.28584,-0.75,0.1
2019-10-04,1.0018534660339355,26573.720703125,2952.010009765625,7982.47021484375,9827.7197265625,1.82,1.28584,-0.75,0.1
2019-10-07,1.0060462951660156,26478.01953125,2938.7900390625,7956.2900390625,9914.0595703125,1.82,1.28584,-0.75,0.1
2019-10-08,1.00526762008667,26164.0390625,2893.06005859375,7823.77978515625,9800.240234375,1.82,1.28584,-0.75,0.1
2019-10-09,1.0074551105499268,26346.009765625,2919.39990234375,7903.740234375,9830.0498046875,1.82,1.28584,-0.75,0.1
2019-10-10,1.0071710348129272,26496.669921875,2938.1298828125,7950.77978515625,9903.01953125,1.82,1.21812,-0.75,0.1
2019-10-11,1.00388503074646,26816.58984375,2970.27001953125,8057.0400390625,10017.3896484375,1.82,1.21812,-0.75,0.1
2019-10-14,1.0022048950195312,26787.359375,2966.14990234375,8048.64990234375,9964.240234375,1.82,1.21812,-0.75,0.1
2019-10-15,1.0023857355117798,27024.80078125,2995.679931640625,8148.7099609375,10048.75,1.9,1.21812,-0.75,0.1
2019-10-16,1.0014821290969849,27001.98046875,2989.68994140625,8124.18017578125,10032.490234375,1.9,1.21812,-0.75,0.1
2019-10-17,1.0058135986328125,27025.880859375,2997.949951171875,8156.85009765625,10008.9404296875,1.85,1.21812,-0.75,0.1
2019-10-18,1.0128633975982666,26770.19921875,2986.199951171875,8089.5400390625,9965.490234375,1.85,1.21812,-0.75,0.1
2019-10-21,1.015321135520935,26827.640625,3006.719970703125,8162.990234375,9991.419921875,1.85,1.21812,-0.75,0.1
2019-10-22,1.0142810344696045,26788.099609375,2995.989990234375,8104.2998046875,10017.349609375,1.85,1.21812,-0.75,0.1
2019-10-23,1.010774850845337,26833.94921875,3004.52001953125,8119.7900390625,10023.51953125,1.85,1.21812,-0.75,0.1
2019-10-24,1.0099989175796509,26805.529296875,3010.2900390625,8185.7998046875,10106.5302734375,1.85,1.21812,-0.75,0.1
2019-10-25,1.00770902633667,26958.060546875,3022.550048828125,8243.1201171875,10197.08984375,1.83,1.21812,-0.75,0.1
2019-10-28,1.005833864212036,27090.720703125,3039.419921875,8325.990234375,10231.7998046875,1.83,1.21812,-0.75,0.1
2019-10-29,1.00526762008667,27071.4609375,3036.889892578125,8276.849609375,10257.6904296875,1.82,1.21812,-0.75,0.1
2019-10-30,1.0059148073196411,27186.689453125,3046.77001953125,8303.98046875,10254.9501953125,1.82,1.21812,-0.75,0.1
2019-10-31,1.011009931564331,27046.23046875,3037.56005859375,8292.3603515625,10219.8203125,1.58,1.21812,-0.75,0.1
2019-11-01,1.013777256011963,27347.359375,3066.909912109375,8386.400390625,10252.240234375,1.57,1.21812,-0.75,-0.3
2019-11-04,1.014363408088684,27462.109375,3078.27001953125,8433.2001953125,10337.0703125,1.56,1.21812,-0.75,-0.3
2019-11-05,1.0118486881256104,27492.630859375,3074.6201171875,8434.6796875,10272.98046875,1.56,1.21812,-0.75,-0.3
2019-11-06,1.0076582431793213,27492.560546875,3076.780029296875,8410.6298828125,10318.099609375,1.55,1.21812,-0.75,-0.3
2019-11-07,1.0075870752334597,27674.80078125,3085.179931640625,8434.51953125,10326.7802734375,1.55,1.21812,-0.75,-0.3
2019-11-08,1.0054292678833008,27681.240234375,3093.080078125,8475.3095703125,10309.23046875,1.55,1.21812,-0.75,-0.3
2019-11-11,1.0028380155563354,27691.490234375,3087.010009765625,8464.2802734375,10305.26953125,1.55,1.21812,-0.75,-0.3
2019-11-12,1.007039189338684,27691.490234375,3091.840087890625,8486.08984375,10314.16015625,1.55,1.21812,-0.75,-0.3
2019-11-13,1.007394313812256,27783.58984375,3094.0400390625,8482.099609375,10299.2197265625,1.55,1.31166,-0.75,-0.3
2019-11-14,1.0104378461837769,27781.9609375,3096.6298828125,8479.01953125,10233.23046875,1.55,1.31166,-0.75,-0.3
2019-11-15,1.0113575458526611,28004.890625,3120.4599609375,8540.830078125,10310.1201171875,1.55,1.31166,-0.75,-0.3
2019-11-18,1.0111366510391235,28036.220703125,3122.030029296875,8549.9404296875,10347.1796875,1.55,1.31166,-0.75,-0.3
2019-11-19,1.0110201835632324,27934.01953125,3120.179931640625,8570.66015625,10366.01953125,1.55,1.31166,-0.75,-0.3
2019-11-20,1.0097848176956177,27821.08984375,3108.4599609375,8526.73046875,10385.740234375,1.55,1.31166,-0.75,-0.3
2019-11-21,1.0097134113311768,27766.2890625,3103.5400390625,8506.2099609375,10338.349609375,1.55,1.31166,-0.75,-0.3
2019-11-22,1.007353663444519,27875.619140625,3110.2900390625,8519.8798828125,10369.4404296875,1.55,1.31166,-0.75,-0.3
2019-11-25,1.0024057626724243,28066.470703125,3133.639892578125,8632.490234375,10468.6201171875,1.55,1.31166,-0.75,-0.3
2019-11-26,1.0032706260681152,28121.6796875,3140.52001953125,8647.9296875,10506.9296875,1.55,1.31166,-0.75,-0.3
2019-11-27,1.0024157762527466,28164.0,3153.6298828125,8705.1796875,10529.259765625,1.55,1.31166,-0.75,-0.3
2019-11-29,1.0016427040100098,28051.41015625,3140.97998046875,8665.4697265625,10493.240234375,1.56,1.31166,-0.75,-0.3
2019-12-02,0.9998899698257446,27783.0390625,3113.8701171875,8567.990234375,10348.4404296875,1.56,1.31166,-0.75,-0.3
2019-12-03,1.0086441040039062,27502.810546875,3093.199951171875,8520.6396484375,10232.9296875,1.55,1.31166,-0.75,-0.3
2019-12-04,1.0132739543914795,27649.779296875,3112.760009765625,8566.669921875,10334.5595703125,1.55,1.31166,-0.75,-0.3
2019-12-05,1.0118896961212158,27677.7890625,3117.429931640625,8570.7001953125,10363.5,1.55,1.31166,-0.75,-0.3
2019-12-06,1.0131711959838867,28015.060546875,3145.909912109375,8656.5302734375,10463.8798828125,1.55,1.31166,-0.75,-0.3
2019-12-09,1.0096114873886108,27909.599609375,3135.9599609375,8621.830078125,10434.8896484375,1.55,1.31166,-0.75,-0.3
2019-12-10,1.0123916864395142,27881.720703125,3132.52001953125,8616.1796875,10390.5302734375,1.55,1.31166,-0.75,-0.3
2019-12-11,1.0157749652862549,27911.30078125,3141.6298828125,8654.0498046875,10405.3095703125,1.55,1.69135,-0.75,-0.3
2019-12-12,1.0179153680801392,28132.05078125,3168.570068359375,8717.3203125,10451.3603515625,1.55,1.69135,-0.75,-0.3
2019-12-13,1.0152387619018557,28135.380859375,3168.800048828125,8734.8798828125,10429.26953125,1.55,1.69135,-0.75,-0.3
2019-12-16,1.016301512718201,28235.890625,3191.449951171875,8814.23046875,10541.669921875,1.56,1.69135,-0.75,-0.3
2019-12-17,1.0170871019363403,28267.16015625,3192.52001953125,8823.3603515625,10538.8896484375,1.55,1.69135,-0.75,-0.3
2019-12-18,1.020720601081848,28239.279296875,3191.139892578125,8827.740234375,10556.740234375,1.55,1.69135,-0.75,-0.3
2019-12-19,1.0203977823257446,28376.9609375,3205.3701171875,8887.2197265625,10575.150390625,1.55,1.69135,-0.75,-0.3
2019-12-20,1.02228581905365,28455.08984375,3221.219970703125,8924.9599609375,10679.3701171875,1.55,1.69135,-0.75,-0.3
2019-12-23,1.0180397033691406,28551.529296875,3224.010009765625,8945.650390625,10724.33984375,1.55,1.69135,-0.75,-0.3
2019-12-27,1.0188798904418943,28645.259765625,3240.02001953125,9006.6201171875,10730.150390625,1.55,1.69135,-0.75,-0.3
2019-12-30,1.026999831199646,28462.140625,3221.2900390625,8945.990234375,10616.9404296875,1.55,1.69135,-0.75,-0.3
2020-01-03,1.029654026031494,28634.880859375,3234.85009765625,9020.76953125,10699.8203125,1.55,1.69135,-0.75,-0.3
2020-01-06,1.0293573141098022,28703.380859375,3246.280029296875,9071.4697265625,10665.41015625,1.55,1.69135,-0.75,-0.3
2020-01-07,1.0325244665145874,28583.6796875,3237.179931640625,9068.580078125,10686.7998046875,1.55,1.69135,-0.75,-0.1
2020-01-08,1.0321727991104126,28745.08984375,3253.050048828125,9129.240234375,10652.16015625,1.55,1.69135,-0.75,-0.1
2020-01-09,1.0275379419326782,28956.900390625,3274.699951171875,9203.4296875,10650.9697265625,1.55,1.69135,-0.75,-0.1
2020-01-10,1.0276224613189695,28823.76953125,3265.35009765625,9178.8603515625,10639.490234375,1.54,1.69135,-0.75,-0.1
2020-01-13,1.0276013612747192,28907.05078125,3288.1298828125,9273.9296875,10622.41015625,1.54,1.69135,-0.75,-0.1
2020-01-14,1.0301843881607056,28939.669921875,3283.14990234375,9251.330078125,10655.8203125,1.54,1.98752,-0.75,-0.1
2020-01-15,1.0340512990951538,29030.220703125,3289.2900390625,9258.7001953125,10670.740234375,1.54,1.98752,-0.75,-0.1
2020-01-16,1.0376672744750977,29297.640625,3316.81005859375,9357.1298828125,10693.51953125,1.54,1.98752,-0.75,-0.1
2020-01-17,1.0363982915878296,29348.099609375,3329.6201171875,9388.9404296875,10841.8203125,1.55,1.98752,-0.75,-0.1
2020-01-21,1.032652497291565,29196.0390625,3320.7900390625,9370.8095703125,10884.509765625,1.55,1.98752,-0.75,-0.1
2020-01-22,1.0322047472000122,29186.26953125,3321.75,9383.76953125,10895.0703125,1.55,1.98752,-0.75,-0.1
2020-01-23,1.033698558807373,29160.08984375,3325.5400390625,9402.48046875,10813.9404296875,1.55,1.98752,-0.75,-0.1
2020-01-24,1.0314594507217407,28989.73046875,3295.469970703125,9314.91015625,10849.75,1.55,1.98752,-0.75,-0.1
2020-01-27,1.030991554260254,28535.80078125,3243.6298828125,9139.3095703125,10675.9599609375,1.55,1.98752,-0.75,-0.1
2020-01-28,1.0310872793197632,28722.849609375,3276.239990234375,9269.6796875,10781.98046875,1.55,1.98752,-0.75,-0.1
2020-01-29,1.0277702808380127,28734.44921875,3273.39990234375,9275.16015625,10859.8798828125,1.55,1.98752,-0.75,-0.1
2020-01-30,1.0275591611862185,28859.439453125,3283.659912109375,9298.9296875,10748.919921875,1.6,1.98752,-0.75,-0.1
2020-01-31,1.0315552949905396,28256.029296875,3225.52001953125,9150.9404296875,10627.8798828125,1.59,1.98752,-0.75,0.2
2020-02-03,1.0380334854125977,28399.810546875,3248.919921875,9273.400390625,10664.9501953125,1.59,1.98752,-0.75,0.2
2020-02-04,1.0355182886123655,28807.630859375,3297.590087890625,9467.9697265625,10800.6396484375,1.59,1.98752,-0.75,0.2
2020-02-05,1.031704306602478,29290.849609375,3334.68994140625,9508.6796875,10994.150390625,1.59,1.98752,-0.75,0.2
2020-02-06,1.0274324417114258,29379.76953125,3345.780029296875,9572.150390625,11012.3603515625,1.59,1.98752,-0.75,0.2
2020-02-07,1.0261672735214231,29102.509765625,3327.7099609375,9520.509765625,11001.5302734375,1.58,1.98752,-0.75,0.2
2020-02-10,1.0238977670669556,29276.8203125,3352.090087890625,9628.3896484375,11039.7802734375,1.58,1.98752,-0.75,0.2
2020-02-11,1.0234366655349731,29276.33984375,3357.75,9638.9404296875,11101.169921875,1.58,1.98752,-0.75,0.2
2020-02-12,1.0250102281570437,29551.419921875,3379.449951171875,9725.9599609375,11089.240234375,1.58,1.98752,-0.75,0.2
2020-02-13,1.0229551792144775,29423.310546875,3373.93994140625,9711.9697265625,11092.349609375,1.58,2.2235,-0.75,0.2
2020-02-14,1.021575689315796,29398.080078125,3380.159912109375,9731.1796875,11128.8095703125,1.58,2.2235,-0.75,0.2
2020-02-18,1.019991755485535,29232.189453125,3370.2900390625,9732.740234375,11146.2802734375,1.59,2.2235,-0.75,0.2
