,Close,^DJI,^GSPC,^IXIC,^SSMI,usd_interest,usd_inflation,chf_interest,chf_inflation
2019-02-05,1.0022048950195312,25411.51953125,2737.699951171875,7402.080078125,9150.5595703125,2.4,1.53051,-0.75,0.7
2019-02-06,1.000290036201477,25390.30078125,2731.610107421875,7375.27978515625,9143.0,2.4,1.53051,-0.75,0.7
2019-02-07,0.9979044198989868,25169.529296875,2706.050048828125,7288.35009765625,9035.900390625,2.4,1.53051,-0.75,0.7
2019-02-08,0.9975957274436952,25106.330078125,2707.8798828125,7298.2001953125,9003.41015625,2.4,1.53051,-0.75,0.7
2019-02-11,1.0007104873657229,25053.109375,2709.800048828125,7307.89990234375,9068.6201171875,2.4,1.53051,-0.75,0.7
2019-02-12,0.9961150884628296,25425.759765625,2744.72998046875,7414.6201171875,9127.400390625,2.4,1.53051,-0.75,0.7
2019-02-13,0.9939271807670592,25543.26953125,2753.030029296875,7420.3798828125,9164.0595703125,2.4,1.07527,-0.75,0.7
2019-02-14,0.9913750290870668,25439.390625,2745.72998046875,7426.9501953125,9142.7099609375,2.4,1.07527,-0.75,0.7
2019-02-15,0.9950743317604064,25883.25,2775.60009765625,7472.41015625,9242.1201171875,2.4,1.07527,-0.75,0.7
2019-02-19,0.9955499172210692,25891.3203125,2779.760009765625,7486.77001953125,9256.169921875,2.4,1.07527,-0.75,0.7
2019-02-20,0.9987216591835022,25954.439453125,2784.699951171875,7489.06982421875,9315.6298828125,2.4,1.07527,-0.75,0.7
2019-02-21,1.0,25850.630859375,2774.8798828125,7459.7099609375,9333.5703125,2.4,1.07527,-0.75,0.7
2019-02-22,0.999140739440918,26031.810546875,2792.669921875,7527.5400390625,9348.9296875,2.4,1.07527,-0.75,0.7
2019-02-25,1.000300049781799,26091.94921875,2796.110107421875,7554.4599609375,9398.3701171875,2.4,1.07527,-0.75,0.7
2019-02-26,0.9999099969863892,26057.98046875,2793.89990234375,7549.2998046875,9461.2099609375,2.4,1.07527,-0.75,0.7
2019-02-27,1.000290036201477,25985.16015625,2792.3798828125,7554.509765625,9412.1904296875,2.4,1.07527,-0.75,0.7
2019-02-28,0.9995002746582032,25916.0,2784.489990234375,7532.52978515625,9388.9404296875,2.4,1.07527,-0.75,0.7
2019-03-01,1.0027475357055664,26026.3203125,2803.68994140625,7595.35009765625,9412.01953125,2.4,1.07527,-0.75,0.7
2019-03-04,1.001702904701233,25819.650390625,2792.81005859375,7577.56982421875,9394.0498046875,2.4,1.07527,-0.75,0.7
2019-03-05,1.0014019012451172,25806.630859375,2789.64990234375,7576.35986328125,9399.150390625,2.4,1.07527,-0.75,0.7
2019-03-06,0.9956192374229432,25673.4609375,2771.449951171875,7505.919921875,9403.16015625,2.4,1.07527,-0.75,0.7
2019-03-07,0.995916783809662,25473.23046875,2748.929931640625,7421.4599609375,9324.580078125,2.4,1.07527,-0.75,0.7
2019-03-08,0.9894132614135742,25450.240234375,2743.070068359375,7408.14013671875,9268.3603515625,2.4,1.07527,-0.75,0.7
2019-03-11,0.9922603964805604,25650.880859375,2783.300048828125,7558.06005859375,9341.349609375,2.4,1.07527,-0.75,0.7
2019-03-12,0.9898638129234314,25554.66015625,2791.52001953125,7591.02978515625,9331.6201171875,2.4,1.00202,-0.75,0.7
2019-03-13,0.9926543235778807,25702.890625,2810.919921875,7643.41015625,9387.4296875,2.4,1.00202,-0.75,0.7
2019-03-14,0.9967207312583924,25709.939453125,2808.47998046875,7630.91015625,9481.900390625,2.4,1.00202,-0.75,0.7
2019-03-15,0.9965618252754213,25848.869140625,2822.47998046875,7688.52978515625,9483.099609375,2.4,1.00202,-0.75,0.7
2019-03-18,0.9976056814193726,25914.099609375,2832.93994140625,7714.47998046875,9496.9296875,2.4,1.00202,-0.75,0.7
2019-03-19,0.9990009665489196,25887.380859375,2832.570068359375,7723.9501953125,9525.919921875,2.4,1.00202,-0.75,0.7
2019-03-20,1.0014019012451172,25745.669921875,2824.22998046875,7728.97021484375,9463.3203125,2.41,1.00202,-0.75,0.7
2019-03-21,1.0090817213058472,25962.509765625,2854.8798828125,7838.9599609375,9454.0498046875,2.41,1.00202,-0.75,0.7
