,Close,^DJI,^GSPC,^GSPTSE,^IXIC,usd_interest,usd_inflation,cad_interest,cad_inflation
2019-08-09,0.755972146987915,26287.439453125,2918.64990234375,16341.2998046875,7959.14013671875,2.12,1.14188,1.75,2.0
2019-08-12,0.7565784454345703,25896.439453125,2882.699951171875,16237.7998046875,7863.41015625,2.12,1.14188,1.75,2.0
2019-08-13,0.7555038928985596,26279.91015625,2926.320068359375,16350.7998046875,8016.35986328125,2.12,1.36178,1.75,2.0
2019-08-14,0.756887674331665,25479.419921875,2840.60009765625,16045.900390625,7773.93994140625,2.12,1.36178,1.75,2.0
2019-08-15,0.7513148188591003,25579.390625,2847.60009765625,16012.5,7766.6201171875,2.13,1.36178,1.75,2.0
2019-08-16,0.7509255409240723,25886.009765625,2888.679931640625,16149.7998046875,7895.990234375,2.13,1.36178,1.75,2.0
2019-08-19,0.7537556290626526,26135.7890625,2923.64990234375,16304.099609375,8002.81005859375,2.13,1.36178,1.75,2.0
2019-08-20,0.7503113746643066,25962.439453125,2900.510009765625,16213.2998046875,7948.56005859375,2.13,1.36178,1.75,2.0
2019-08-21,0.7510326504707336,26202.73046875,2924.429931640625,16309.2001953125,8020.2099609375,2.12,1.36178,1.75,2.0
2019-08-22,0.7526719570159912,26252.240234375,2922.949951171875,16253.5,7991.39013671875,2.12,1.36178,1.75,2.0
2019-08-23,0.7521454691886902,25628.900390625,2847.110107421875,16037.599609375,7751.77001953125,2.12,1.36178,1.75,2.0
2019-08-26,0.7511454820632935,25898.830078125,2878.3798828125,16098.7998046875,7853.740234375,2.12,1.36178,1.75,2.0
2019-08-27,0.754591703414917,25777.900390625,2869.159912109375,16183.599609375,7826.9501953125,2.12,1.36178,1.75,2.0
2019-08-28,0.7527172565460205,26036.099609375,2887.93994140625,16271.7001953125,7856.8798828125,2.12,1.36178,1.75,2.0
2019-08-29,0.7514841556549072,26362.25,2924.580078125,16384.5,7973.39013671875,2.12,1.36178,1.75,2.0
2019-08-30,0.7529553771018982,26403.279296875,2926.4599609375,16442.099609375,7962.8798828125,2.13,1.36178,1.75,2.0
2019-09-03,0.7500187754631042,26118.01953125,2906.27001953125,16399.19921875,7874.16015625,2.13,1.36178,1.75,2.0
2019-09-04,0.7497207522392273,26355.470703125,2937.780029296875,16448.80078125,7976.8798828125,2.13,1.36178,1.75,2.0
2019-09-05,0.7561265230178833,26728.150390625,2976.0,16574.80078125,8116.830078125,2.13,1.36178,1.75,2.0
2019-09-06,0.7559149861335754,26797.4609375,2978.7099609375,16535.30078125,8103.06982421875,2.12,1.36178,1.75,2.0
2019-09-09,0.7594167590141296,26835.509765625,2978.429931640625,16495.099609375,8087.43994140625,2.13,1.36178,1.75,2.0
2019-09-10,0.7593648433685303,26909.4296875,2979.389892578125,16537.30078125,8084.16015625,2.13,1.36178,1.75,2.0
2019-09-11,0.7607050538063049,27137.0390625,3000.929931640625,16611.099609375,8169.68017578125,2.13,1.36178,1.75,2.0
2019-09-12,0.7584664225578308,27182.44921875,3009.570068359375,16643.30078125,8194.4697265625,2.13,1.28584,1.75,2.0
2019-09-13,0.756916344165802,27219.51953125,3007.389892578125,16682.400390625,8176.7099609375,2.14,1.28584,1.75,2.0
2019-09-16,0.7568303942680359,27076.8203125,2997.9599609375,16751.30078125,8153.5400390625,2.25,1.28584,1.75,2.0
2019-09-17,0.7552413940429688,27110.80078125,3005.699951171875,16834.80078125,8186.02001953125,2.3,1.28584,1.75,2.0
2019-09-18,0.7553440928459167,27147.080078125,3006.72998046875,16800.30078125,8177.39013671875,2.25,1.28584,1.75,1.9
2019-09-19,0.7522190809249878,27094.7890625,3006.7900390625,16858.400390625,8182.8798828125,1.9,1.28584,1.75,1.9
2019-09-20,0.7543014287948608,26935.0703125,2992.070068359375,16899.69921875,8117.669921875,1.9,1.28584,1.75,1.9
2019-09-23,0.7538067698478699,26949.990234375,2991.780029296875,16867.19921875,8112.4599609375,1.9,1.28584,1.75,1.9
2019-09-24,0.7541080117225647,26807.76953125,2966.60009765625,16798.30078125,7993.6298828125,1.9,1.28584,1.75,1.9
2019-09-25,0.7552527785301208,26970.7109375,2984.8701171875,16784.30078125,8077.3798828125,1.9,1.28584,1.75,1.9
2019-09-26,0.7543184757232666,26891.119140625,2977.6201171875,16790.400390625,8030.66015625,1.85,1.28584,1.75,1.9
2019-09-27,0.7536931037902832,26820.25,2961.7900390625,16694.30078125,7939.6298828125,1.83,1.28584,1.75,1.9
2019-09-30,0.7555723190307617,26916.830078125,2976.739990234375,16658.599609375,7999.33984375,1.9,1.28584,1.75,1.9
2019-10-01,0.7551729083061218,26573.0390625,2940.25,16447.69921875,7908.68017578125,1.88,1.28584,1.75,1.9
2019-10-02,0.7566013336181641,26078.619140625,2887.610107421875,16311.0,7785.25,1.85,1.28584,1.75,1.9
2019-10-03,0.7502832412719727,26201.0390625,2910.6298828125,16369.0,7872.259765625,1.83,1.28584,1.75,1.9
2019-10-04,0.7498106360435486,26573.720703125,2952.010009765625,16449.400390625,7982.47021484375,1.82,1.28584,1.75,1.9
2019-10-07,0.7515237331390381,26478.01953125,2938.7900390625,16421.80078125,7956.2900390625,1.82,1.28584,1.75,1.9
2019-10-08,0.7517440319061279,26164.0390625,2893.06005859375,16294.0,7823.77978515625,1.82,1.28584,1.75,1.9
2019-10-09,0.7506718635559082,26346.009765625,2919.39990234375,16379.900390625,7903.740234375,1.82,1.28584,1.75,1.9
2019-10-10,0.7499062418937683,26496.669921875,2938.1298828125,16422.69921875,7950.77978515625,1.82,1.21812,1.75,1.9
2019-10-11,0.7526776194572449,26816.58984375,2970.27001953125,16415.19921875,8057.0400390625,1.82,1.21812,1.75,1.9
2019-10-15,0.7562008500099182,27024.80078125,2995.679931640625,16418.400390625,8148.7099609375,1.9,1.21812,1.75,1.9
2019-10-16,0.7574610114097595,27001.98046875,2989.68994140625,16427.19921875,8124.18017578125,1.9,1.21812,1.75,1.9
2019-10-17,0.7575757503509521,27025.880859375,2997.949951171875,16426.30078125,8156.85009765625,1.85,1.21812,1.75,1.9
2019-10-18,0.7612783312797546,26770.19921875,2986.199951171875,16377.099609375,8089.5400390625,1.85,1.21812,1.75,1.9
2019-10-21,0.7614986300468445,26827.640625,3006.719970703125,16418.5,8162.990234375,1.85,1.21812,1.75,1.9
2019-10-22,0.7641404271125793,26788.099609375,2995.989990234375,16391.5,8104.2998046875,1.85,1.21812,1.75,1.9
2019-10-23,0.7637085914611816,26833.94921875,3004.52001953125,16335.900390625,8119.7900390625,1.85,1.21812,1.75,1.9
2019-10-24,0.7649353742599487,26805.529296875,3010.2900390625,16369.2998046875,8185.7998046875,1.85,1.21812,1.75,1.9
2019-10-25,0.7650758028030396,26958.060546875,3022.550048828125,16404.5,8243.1201171875,1.83,1.21812,1.75,1.9
2019-10-28,0.7655209302902222,27090.720703125,3039.419921875,16387.5,8325.990234375,1.83,1.21812,1.75,1.9
2019-10-29,0.765954852104187,27071.4609375,3036.889892578125,16418.099609375,8276.849609375,1.82,1.21812,1.75,1.9
2019-10-30,0.7640002965927124,27186.689453125,3046.77001953125,16501.400390625,8303.98046875,1.82,1.21812,1.75,1.9
2019-10-31,0.7595667243003845,27046.23046875,3037.56005859375,16483.19921875,8292.3603515625,1.58,1.21812,1.75,1.9
2019-11-01,0.7594455480575562,27347.359375,3066.909912109375,16594.099609375,8386.400390625,1.57,1.21812,1.75,1.9
2019-11-04,0.7610350251197815,27462.109375,3078.27001953125,16669.80078125,8433.2001953125,1.56,1.21812,1.75,1.9
2019-11-05,0.760363757610321,27492.630859375,3074.6201171875,16681.900390625,8434.6796875,1.56,1.21812,1.75,1.9
2019-11-06,0.7603984475135803,27492.560546875,3076.780029296875,16745.599609375,8410.6298828125,1.55,1.21812,1.75,1.9
2019-11-07,0.7584031224250793,27674.80078125,3085.179931640625,16805.80078125,8434.51953125,1.55,1.21812,1.75,1.9
2019-11-08,0.7560235857963562,27681.240234375,3093.080078125,16877.400390625,8475.3095703125,1.55,1.21812,1.75,1.9
2019-11-11,0.7561322450637817,27691.490234375,3087.010009765625,16882.80078125,8464.2802734375,1.55,1.21812,1.75,1.9
2019-11-12,0.755743682384491,27691.490234375,3091.840087890625,16909.400390625,8486.08984375,1.55,1.21812,1.75,1.9
2019-11-13,0.7554752826690674,27783.58984375,3094.0400390625,16958.0,8482.099609375,1.55,1.31166,1.75,1.9
2019-11-14,0.7546088099479675,27781.9609375,3096.6298828125,16972.19921875,8479.01953125,1.55,1.31166,1.75,1.9
2019-11-15,0.754728376865387,28004.890625,3120.4599609375,17028.5,8540.830078125,1.55,1.31166,1.75,1.9
2019-11-18,0.7562923431396484,28036.220703125,3122.030029296875,17025.099609375,8549.9404296875,1.55,1.31166,1.75,1.9
2019-11-19,0.757185697555542,27934.01953125,3120.179931640625,17011.400390625,8570.66015625,1.55,1.31166,1.75,1.9
2019-11-20,0.7535057067871094,27821.08984375,3108.4599609375,17005.80078125,8526.73046875,1.55,1.31166,1.75,1.9
2019-11-21,0.7517666816711426,27766.2890625,3103.5400390625,16999.19921875,8506.2099609375,1.55,1.31166,1.75,1.9
2019-11-22,0.7531254291534424,27875.619140625,3110.2900390625,16954.80078125,8519.8798828125,1.55,1.31166,1.75,1.9
2019-11-25,0.7521228194236755,28066.470703125,3133.639892578125,17032.900390625,8632.490234375,1.55,1.31166,1.75,1.9
2019-11-26,0.7517045140266418,28121.6796875,3140.52001953125,17035.900390625,8647.9296875,1.55,1.31166,1.75,1.9
2019-11-27,0.7536363005638123,28164.0,3153.6298828125,17100.599609375,8705.1796875,1.55,1.31166,1.75,1.9
2019-11-29,0.7530290484428406,28051.41015625,3140.97998046875,17040.19921875,8665.4697265625,1.56,1.31166,1.75,1.9
2019-12-02,0.7527909874916077,27783.0390625,3113.8701171875,16981.5,8567.990234375,1.56,1.31166,1.75,1.9
2019-12-03,0.7517101764678955,27502.810546875,3093.199951171875,16892.19921875,8520.6396484375,1.55,1.31166,1.75,1.9
2019-12-04,0.7523378729820251,27649.779296875,3112.760009765625,16897.30078125,8566.669921875,1.55,1.31166,1.75,1.9
2019-12-05,0.7579949498176575,27677.7890625,3117.429931640625,16854.900390625,8570.7001953125,1.55,1.31166,1.75,1.9
2019-12-06,0.7589556574821472,28015.060546875,3145.909912109375,16997.0,8656.5302734375,1.55,1.31166,1.75,1.9
2019-12-09,0.754728376865387,27909.599609375,3135.9599609375,16950.900390625,8621.830078125,1.55,1.31166,1.75,1.9
2019-12-10,0.7554525136947632,27881.720703125,3132.52001953125,16950.69921875,8616.1796875,1.55,1.31166,1.75,1.9
2019-12-11,0.7558007836341858,27911.30078125,3141.6298828125,16939.599609375,8654.0498046875,1.55,1.69135,1.75,1.9
2019-12-12,0.7591457962989807,28132.05078125,3168.570068359375,16946.900390625,8717.3203125,1.55,1.69135,1.75,1.9
2019-12-13,0.7603002190589905,28135.380859375,3168.800048828125,17003.099609375,8734.8798828125,1.55,1.69135,1.75,1.9
2019-12-16,0.7585297226905823,28235.890625,3191.449951171875,17056.400390625,8814.23046875,1.56,1.69135,1.75,1.9
2019-12-17,0.7597051858901978,28267.16015625,3192.52001953125,17075.19921875,8823.3603515625,1.55,1.69135,1.75,1.9
2019-12-18,0.759924590587616,28239.279296875,3191.139892578125,17032.0,8827.740234375,1.55,1.69135,1.75,2.2
2019-12-19,0.762549638748169,28376.9609375,3205.3701171875,17064.0,8887.2197265625,1.55,1.69135,1.75,2.2
2019-12-20,0.7620208859443665,28455.08984375,3221.219970703125,17118.400390625,8924.9599609375,1.55,1.69135,1.75,2.2
2019-12-23,0.7606644630432129,28551.529296875,3224.010009765625,17128.69921875,8945.650390625,1.55,1.69135,1.75,2.2
2019-12-24,0.7605603337287903,28515.44921875,3223.3798828125,17180.19921875,8952.8798828125,1.55,1.69135,1.75,2.2
2019-12-27,0.7628929018974304,28645.259765625,3240.02001953125,17168.19921875,9006.6201171875,1.55,1.69135,1.75,2.2
2019-12-30,0.764911949634552,28462.140625,3221.2900390625,17098.599609375,8945.990234375,1.55,1.69135,1.75,2.2
2019-12-31,0.7656616568565369,28538.439453125,3230.780029296875,17063.400390625,8972.599609375,1.55,1.69135,1.75,2.2
2020-01-02,0.7708317637443542,28868.80078125,3257.85009765625,17100.0,9092.1904296875,1.55,1.69135,1.75,2.2
2020-01-03,0.7702379822731018,28634.880859375,3234.85009765625,17066.099609375,9020.76953125,1.55,1.69135,1.75,2.2
2020-01-06,0.7700244784355164,28703.380859375,3246.280029296875,17105.5,9071.4697265625,1.55,1.69135,1.75,2.2
2020-01-07,0.7713727951049805,28583.6796875,3237.179931640625,17168.099609375,9068.580078125,1.55,1.69135,1.75,2.2
2020-01-08,0.7690473794937134,28745.08984375,3253.050048828125,17167.80078125,9129.240234375,1.55,1.69135,1.75,2.2
2020-01-09,0.7670770287513733,28956.900390625,3274.699951171875,17235.599609375,9203.4296875,1.55,1.69135,1.75,2.2
2020-01-10,0.7655502557754517,28823.76953125,3265.35009765625,17234.5,9178.8603515625,1.54,1.69135,1.75,2.2
2020-01-13,0.765380322933197,28907.05078125,3288.1298828125,17293.400390625,9273.9296875,1.54,1.69135,1.75,2.2
2020-01-14,0.765954852104187,28939.669921875,3283.14990234375,17352.900390625,9251.330078125,1.54,1.98752,1.75,2.2
2020-01-15,0.7653744220733643,29030.220703125,3289.2900390625,17415.19921875,9258.7001953125,1.54,1.98752,1.75,2.2
2020-01-16,0.7669888138771057,29297.640625,3316.81005859375,17484.80078125,9357.1298828125,1.54,1.98752,1.75,2.2
2020-01-17,0.7669299840927124,29348.099609375,3329.6201171875,17559.0,9388.9404296875,1.55,1.98752,1.75,2.2
2020-01-21,0.7665536999702454,29196.0390625,3320.7900390625,17572.30078125,9370.8095703125,1.55,1.98752,1.75,2.2
2020-01-22,0.764906108379364,29186.26953125,3321.75,17599.900390625,9383.76953125,1.55,1.98752,1.75,2.2
2020-01-23,0.7610929608345032,29160.08984375,3325.5400390625,17621.80078125,9402.48046875,1.55,1.98752,1.75,2.2
2020-01-24,0.7617886662483215,28989.73046875,3295.469970703125,17565.30078125,9314.91015625,1.55,1.98752,1.75,2.2
2020-01-27,0.7599362134933472,28535.80078125,3243.6298828125,17442.5,9139.3095703125,1.55,1.98752,1.75,2.2
2020-01-28,0.7582823038101196,28722.849609375,3276.239990234375,17500.900390625,9269.6796875,1.55,1.98752,1.75,2.2
2020-01-29,0.7596474885940552,28734.44921875,3273.39990234375,17511.80078125,9275.16015625,1.55,1.98752,1.75,2.2
2020-01-30,0.7577479481697083,28859.439453125,3283.659912109375,17490.599609375,9298.9296875,1.6,1.98752,1.75,2.2
2020-01-31,0.7569277882575989,28256.029296875,3225.52001953125,17318.5,9150.9404296875,1.59,1.98752,1.75,2.2
2020-02-03,0.755264163017273,28399.810546875,3248.919921875,17379.80078125,9273.400390625,1.59,1.98752,1.75,2.2
2020-02-04,0.7522190809249878,28807.630859375,3297.590087890625,17512.69921875,9467.9697265625,1.59,1.98752,1.75,2.2
2020-02-05,0.7528759837150574,29290.849609375,3334.68994140625,17651.599609375,9508.6796875,1.59,1.98752,1.75,2.2
2020-02-06,0.7527682781219482,29379.76953125,3345.780029296875,17757.5,9572.150390625,1.59,1.98752,1.75,2.2
2020-02-07,0.752785325050354,29102.509765625,3327.7099609375,17655.5,9520.509765625,1.58,1.98752,1.75,2.2
2020-02-10,0.7513373494148254,29276.8203125,3352.090087890625,17740.599609375,9628.3896484375,1.58,1.98752,1.75,2.2
2020-02-11,0.7509198784828186,29276.33984375,3357.75,17777.099609375,9638.9404296875,1.58,1.98752,1.75,2.2
2020-02-12,0.7524227499961853,29551.419921875,3379.449951171875,17832.900390625,9725.9599609375,1.58,1.98752,1.75,2.2
2020-02-13,0.7543696761131287,29423.310546875,3373.93994140625,17821.19921875,9711.9697265625,1.58,2.2235,1.75,2.2
2020-02-14,0.7539260387420654,29398.080078125,3380.159912109375,17848.400390625,9731.1796875,1.58,2.2235,1.75,2.2
2020-02-18,0.7555723190307617,29232.189453125,3370.2900390625,17858.30078125,9732.740234375,1.59,2.2235,1.75,2.2
2020-02-19,0.7545062899589539,29348.029296875,3386.14990234375,17925.400390625,9817.1796875,1.59,2.2235,1.75,2.4
2020-02-20,0.7564067840576172,29219.98046875,3373.22998046875,17944.099609375,9750.9697265625,1.59,2.2235,1.75,2.4
2020-02-21,0.7541592121124268,28992.41015625,3337.75,17843.5,9576.58984375,1.58,2.2235,1.75,2.4
2020-02-24,0.7545461654663086,27960.80078125,3225.889892578125,17562.69921875,9221.2802734375,1.58,2.2235,1.75,2.4
2020-02-25,0.7525926828384399,27081.359375,3128.2099609375,17177.400390625,8965.6103515625,1.58,2.2235,1.75,2.4
2020-02-26,0.7530574202537537,26957.58984375,3116.389892578125,17041.900390625,8980.7802734375,1.58,2.2235,1.75,2.4
2020-02-27,0.7493274807929993,25766.640625,2978.760009765625,16717.400390625,8566.48046875,1.58,2.2235,1.75,2.4
2020-02-28,0.7470380067825317,25409.359375,2954.219970703125,16263.099609375,8567.3701171875,1.58,2.2235,1.75,2.4
2020-03-02,0.7458734512329102,26703.3203125,3090.22998046875,16553.30078125,8952.169921875,1.59,2.2235,1.75,2.4
2020-03-03,0.7504634261131287,25917.41015625,3003.3701171875,16423.599609375,8684.08984375,1.59,2.2235,1.75,2.4
2020-03-04,0.7475182414054871,27090.859375,3130.1201171875,16779.5,9018.08984375,1.09,2.2235,1.25,2.4
2020-03-05,0.7471272945404053,26121.279296875,3023.93994140625,16554.0,8738.58984375,1.09,2.2235,1.25,2.4
2020-03-06,0.7466140985488892,25864.779296875,2972.3701171875,16175.0,8575.6201171875,1.09,2.2235,1.25,2.4
2020-03-09,0.7340958118438721,23851.01953125,2746.56005859375,14514.2001953125,7950.68017578125,1.09,2.2235,1.25,2.4
2020-03-10,0.7321715950965881,25018.16015625,2882.22998046875,14958.099609375,8344.25,1.09,2.2235,1.25,2.4
2020-03-11,0.7282366156578064,23553.220703125,2741.3798828125,14270.099609375,7952.0498046875,1.09,2.05094,1.25,2.4
2020-03-12,0.7260582447052002,21200.619140625,2480.639892578125,12508.5,7201.7998046875,1.1,2.05094,1.25,2.4
2020-03-13,0.7172160744667053,23185.619140625,2711.02001953125,13716.2998046875,7874.8798828125,1.1,2.05094,0.75,2.4
2020-03-16,0.724753201007843,20188.51953125,2386.1298828125,12360.400390625,6904.58984375,0.25,2.05094,0.75,2.4
2020-03-17,0.7137452960014343,21237.380859375,2529.18994140625,12685.2001953125,7334.77978515625,0.25,2.05094,0.75,2.4
2020-03-18,0.7022866010665894,19898.919921875,2398.10009765625,11721.400390625,6989.83984375,0.25,2.05094,0.75,2.2
2020-03-19,0.6922810673713684,20087.189453125,2409.389892578125,12170.5,7150.580078125,0.2,2.05094,0.75,2.2
2020-03-20,0.689740777015686,19173.98046875,2304.919921875,11851.7998046875,6879.52001953125,0.15,2.05094,0.75,2.2
2020-03-23,0.6915916204452515,18591.9296875,2237.39990234375,11228.5,6860.669921875,0.15,2.05094,0.75,2.2
2020-03-24,0.6907556056976318,20704.91015625,2447.330078125,12571.099609375,7417.85986328125,0.12,2.05094,0.75,2.2
2020-03-25,0.6925687193870544,21200.55078125,2475.56005859375,13139.2001953125,7384.2998046875,0.1,2.05094,0.75,2.2
2020-03-26,0.7033783197402954,22552.169921875,2630.070068359375,13371.2001953125,7797.5400390625,0.1,2.05094,0.75,2.2
2020-03-27,0.7123826146125793,21636.779296875,2541.469970703125,12687.7001953125,7502.3798828125,0.1,2.05094,0.25,2.2
2020-03-30,0.7119008302688599,22327.48046875,2626.64990234375,13038.5,7774.14990234375,0.09,2.05094,0.25,2.2
2020-03-31,0.7052832841873169,21917.16015625,2584.590087890625,13378.7998046875,7700.10009765625,0.08,2.05094,0.25,2.2
2020-04-01,0.710328221321106,20943.509765625,2470.5,12876.400390625,7360.580078125,0.06,2.05094,0.25,2.2
2020-04-02,0.70664381980896,21413.439453125,2526.89990234375,13097.7998046875,7487.31005859375,0.05,2.05094,0.25,2.2
2020-04-03,0.7077491283416748,21052.529296875,2488.64990234375,12938.2998046875,7373.080078125,0.05,2.05094,0.25,2.2
2020-04-06,0.701655924320221,22679.990234375,2663.679931640625,13592.7001953125,7913.240234375,0.05,2.05094,0.25,2.2
2020-04-07,0.708601713180542,22653.859375,2659.409912109375,13614.099609375,7887.259765625,0.05,2.05094,0.25,2.2
2020-04-08,0.7135721445083618,23433.5703125,2749.97998046875,13925.7001953125,8090.89990234375,0.05,2.05094,0.25,2.2
2020-04-09,0.7140918970108032,23719.369140625,2789.820068359375,14166.599609375,8153.580078125,0.05,2.05094,0.25,2.2
2020-04-13,0.7159016132354736,23390.76953125,2761.6298828125,14075.900390625,8192.419921875,0.05,1.04256,0.25,2.2
2020-04-14,0.7208194136619568,23949.759765625,2846.06005859375,14258.400390625,8515.740234375,0.05,1.04256,0.25,2.2
2020-04-15,0.720414400100708,23504.349609375,2783.360107421875,13958.599609375,8393.1796875,0.05,1.04256,0.25,2.2
2020-04-16,0.7082604169845581,23537.6796875,2799.550048828125,13899.2998046875,8532.3603515625,0.05,1.04256,0.25,2.2
2020-04-17,0.7122761011123657,24242.490234375,2874.56005859375,14359.900390625,8650.1396484375,0.05,1.04256,0.25,2.2
2020-04-20,0.7118450999259949,23650.439453125,2823.159912109375,14388.2998046875,8560.73046875,0.05,1.04256,0.25,2.2
2020-04-21,0.7077541351318359,23018.880859375,2736.56005859375,13940.099609375,8263.23046875,0.05,1.04256,0.25,2.2
2020-04-22,0.7047712802886963,23475.8203125,2799.31005859375,14288.2001953125,8495.3798828125,0.05,1.04256,0.25,0.9
2020-04-23,0.7050296664237976,23515.259765625,2797.800048828125,14251.099609375,8494.75,0.04,1.04256,0.25,0.9
2020-04-24,0.7109847068786621,23775.26953125,2836.739990234375,14420.400390625,8634.51953125,0.05,1.04256,0.25,0.9
2020-04-27,0.708817720413208,24133.779296875,2878.47998046875,14642.099609375,8730.16015625,0.04,1.04256,0.25,0.9
2020-04-28,0.7124435305595398,24101.55078125,2863.389892578125,14798.2998046875,8607.73046875,0.04,1.04256,0.25,0.9
2020-04-29,0.7151541113853455,24633.859375,2939.510009765625,15228.099609375,8914.7099609375,0.04,1.04256,0.25,0.9
2020-04-30,0.7207571268081665,24345.720703125,2912.429931640625,14780.7001953125,8889.5498046875,0.05,1.04256,0.25,0.9
2020-05-01,0.7166968584060669,23723.689453125,2830.7099609375,14620.2998046875,8604.9501953125,0.05,1.04256,0.25,0.9
2020-05-04,0.7074637413024902,23749.759765625,2842.739990234375,14745.0,8710.7099609375,0.05,1.04256,0.25,0.9
2020-05-05,0.7100406885147095,23883.08984375,2868.43994140625,14811.599609375,8809.1201171875,0.05,1.04256,0.25,0.9
2020-05-06,0.7121391296386719,23664.640625,2848.419921875,14830.7001953125,8854.3896484375,0.05,1.04256,0.25,0.9
2020-05-07,0.706070065498352,23875.890625,2881.18994140625,14833.7001953125,8979.66015625,0.05,1.04256,0.25,0.9
2020-05-08,0.7158452272415161,24331.3203125,2929.800048828125,14966.599609375,9121.3203125,0.05,1.04256,0.25,0.9
2020-05-11,0.7181792259216309,24221.990234375,2930.18994140625,15103.2001953125,9192.33984375,0.05,1.04256,0.25,0.9
2020-05-12,0.7133685350418091,23764.779296875,2870.1201171875,14881.2001953125,9002.5498046875,0.05,-0.47108,0.25,0.9
2020-05-13,0.7101818919181824,23247.970703125,2820.0,14503.2001953125,8863.169921875,0.05,-0.47108,0.25,0.9
2020-05-14,0.709773600101471,23625.33984375,2852.5,14509.7001953125,8943.7197265625,0.05,-0.47108,0.25,0.9
2020-05-15,0.7126059532165527,23685.419921875,2863.699951171875,14638.900390625,9014.5595703125,0.05,-0.47108,0.25,0.9
2020-05-19,0.7174115777015686,24206.859375,2922.93994140625,14885.5,9185.099609375,0.05,-0.47108,0.25,0.9
2020-05-20,0.7174630165100098,24575.900390625,2971.610107421875,14997.599609375,9375.7802734375,0.05,-0.47108,0.25,-0.2
2020-05-21,0.7191916108131409,24474.119140625,2948.510009765625,14884.900390625,9284.8798828125,0.05,-0.47108,0.25,-0.2
2020-05-22,0.7170000672340393,24465.16015625,2955.449951171875,14913.599609375,9324.58984375,0.05,-0.47108,0.25,-0.2
2020-05-26,0.7157273888587952,24995.109375,2991.77001953125,15148.099609375,9340.2197265625,0.05,-0.47108,0.25,-0.2
2020-05-27,0.7255577445030212,25548.26953125,3036.1298828125,15272.0,9412.3603515625,0.05,-0.47108,0.25,-0.2
2020-05-28,0.7270188927650452,25400.640625,3029.72998046875,15262.7001953125,9368.990234375,0.05,-0.47108,0.25,-0.2
2020-05-29,0.726005494594574,25383.109375,3044.31005859375,15192.7998046875,9489.8701171875,0.05,-0.47108,0.25,-0.2
2020-06-01,0.7257947325706482,25475.01953125,3055.72998046875,15236.2001953125,9552.0498046875,0.05,-0.47108,0.25,-0.2
2020-06-02,0.7362414598464966,25742.650390625,3080.820068359375,15394.400390625,9608.3798828125,0.06,-0.47108,0.25,-0.2
2020-06-03,0.7401924729347229,26269.890625,3122.8701171875,15575.099609375,9682.91015625,0.06,-0.47108,0.25,-0.2
2020-06-04,0.7410810589790344,26281.8203125,3112.35009765625,15527.900390625,9615.8095703125,0.06,-0.47108,0.25,-0.2
2020-06-05,0.7406529784202576,27110.98046875,3193.929931640625,15854.099609375,9814.080078125,0.07,-0.47108,0.25,-0.2
2020-06-08,0.7466698288917542,27572.439453125,3232.389892578125,15974.900390625,9924.75,0.07,-0.47108,0.25,-0.2
2020-06-09,0.7480550408363342,27272.30078125,3207.179931640625,15833.7001953125,9953.75,0.07,-0.47108,0.25,-0.2
2020-06-10,0.7450454235076904,26989.990234375,3190.139892578125,15701.2998046875,10020.349609375,0.08,-0.74276,0.25,-0.2
2020-06-11,0.7446903586387634,25128.169921875,3002.10009765625,15050.900390625,9492.73046875,0.08,-0.74276,0.25,-0.2
2020-06-12,0.7332506775856018,25605.5390625,3041.31005859375,15256.599609375,9588.8095703125,0.08,-0.74276,0.25,-0.2
2020-06-15,0.7332937121391296,25763.16015625,3066.590087890625,15359.7001953125,9726.01953125,0.09,-0.74276,0.25,-0.2
2020-06-16,0.7388853430747986,26289.98046875,3124.739990234375,15515.7998046875,9895.8701171875,0.09,-0.74276,0.25,-0.2
2020-06-17,0.7389071583747864,26119.609375,3113.489990234375,15428.7001953125,9910.5302734375,0.09,-0.74276,0.25,-0.4
2020-06-18,0.7366048693656921,26080.099609375,3115.340087890625,15479.7998046875,9943.0498046875,0.09,-0.74276,0.25,-0.4
2020-06-19,0.7357051968574524,25871.4609375,3097.739990234375,15474.2001953125,9946.1201171875,0.09,-0.74276,0.25,-0.4
2020-06-22,0.7343761324882507,26024.9609375,3117.860107421875,15516.900390625,10056.48046875,0.08,-0.74276,0.25,-0.4
2020-06-23,0.7406419515609741,26156.099609375,3131.2900390625,15564.7998046875,10131.3701171875,0.08,-0.74276,0.25,-0.4
2020-06-24,0.7384324669837952,25445.939453125,3050.330078125,15294.400390625,9909.169921875,0.08,-0.74276,0.25,-0.4
2020-06-25,0.7329336404800415,25745.599609375,3083.760009765625,15446.099609375,10017.0,0.08,-0.74276,0.25,-0.4
2020-06-26,0.733406662940979,25015.55078125,3009.050048828125,15189.0,9757.2197265625,0.08,-0.74276,0.25,-0.4
2020-06-29,0.7310850024223328,25595.80078125,3053.239990234375,15389.7001953125,9874.150390625,0.08,-0.74276,0.25,-0.4
2020-06-30,0.7322466969490051,25812.880859375,3100.2900390625,15515.2001953125,10058.76953125,0.08,-0.74276,0.25,-0.4
2020-07-02,0.7357810139656067,25827.359375,3130.010009765625,15622.400390625,10207.6298828125,0.09,-0.74276,0.25,-0.4
