,Close,^DJI,^FTSE,^GSPC,^IXIC,usd_interest,usd_inflation,gbp_interest,gbp_inflation
2022-04-21,1.3068820238113403,34792.76171875,7628.0,4393.66015625,13174.650390625,0.33,9.75365,0.75,6.2
2022-04-22,1.302626132965088,33811.3984375,7521.7001953125,4271.77978515625,12839.2900390625,0.33,9.75365,0.75,6.2
2022-04-25,1.2830876111984253,34049.4609375,7380.5,4296.1201171875,13004.849609375,0.33,9.75365,0.75,6.2
2022-04-26,1.2739989757537842,33240.1796875,7386.2001953125,4175.2001953125,12490.740234375,0.33,9.75365,0.75,6.2
2022-04-27,1.2583998441696167,33301.9296875,7425.60009765625,4183.9599609375,12488.9296875,0.33,9.75365,0.75,6.2
2022-04-28,1.2541857957839966,33916.390625,7509.2001953125,4287.5,12871.5302734375,0.33,9.75365,0.75,6.2
2022-04-29,1.2463854551315308,32977.2109375,7544.60009765625,4131.93017578125,12334.6396484375,0.33,9.75365,0.75,6.2
2022-05-03,1.249828219413757,33128.7890625,7561.2998046875,4175.47998046875,12563.759765625,0.33,9.75365,0.75,6.2
2022-05-04,1.2500405311584473,34061.05859375,7493.5,4300.169921875,12964.8603515625,0.33,9.75365,0.75,6.2
2022-05-05,1.261813759803772,32997.96875,7503.2998046875,4146.8701171875,12317.6904296875,0.83,9.75365,1.0,6.2
2022-05-06,1.2364147901535034,32899.37109375,7387.89990234375,4123.33984375,12144.66015625,0.83,9.75365,1.0,6.2
2022-05-09,1.2326656579971311,32245.69921875,7216.60009765625,3991.239990234375,11623.25,0.83,9.75365,1.0,6.2
2022-05-10,1.2338824272155762,32160.740234375,7243.2001953125,4001.050048828125,11737.669921875,0.83,9.75365,1.0,6.2
2022-05-11,1.2309207916259766,31834.109375,7347.7001953125,3935.179931640625,11364.240234375,0.83,9.30359,1.0,6.2
2022-05-12,1.2234212160110474,31730.30078125,7233.2998046875,3930.080078125,11370.9599609375,0.83,9.30359,1.0,6.2
2022-05-13,1.220613718032837,32196.66015625,7418.2001953125,4023.889892578125,11805.0,0.83,9.30359,1.0,6.2
2022-05-16,1.2258507013320925,32223.419921875,7464.7998046875,4008.010009765625,11662.7900390625,0.83,9.30359,1.0,6.2
2022-05-17,1.2324832677841189,32654.58984375,7518.39990234375,4088.85009765625,11984.51953125,0.83,9.30359,1.0,6.2
2022-05-18,1.2484394311904907,31490.0703125,7438.10009765625,3923.679931640625,11418.150390625,0.83,9.30359,1.0,7.8
2022-05-19,1.2345831394195557,31253.130859375,7302.7001953125,3900.7900390625,11388.5,0.83,9.30359,1.0,7.8
2022-05-20,1.2462146282196045,31261.900390625,7390.0,3901.360107421875,11354.6201171875,0.83,9.30359,1.0,7.8
2022-05-23,1.2504063844680786,31880.240234375,7513.39990234375,3973.75,11535.26953125,0.83,9.30359,1.0,7.8
2022-05-24,1.256754994392395,31928.619140625,7484.39990234375,3941.47998046875,11264.4501953125,0.83,9.30359,1.0,7.8
2022-05-25,1.2542959451675415,32120.279296875,7522.7998046875,3978.72998046875,11434.740234375,0.83,9.30359,1.0,7.8
2022-05-26,1.258610486984253,32637.189453125,7564.89990234375,4057.840087890625,11740.650390625,0.83,9.30359,1.0,7.8
2022-05-27,1.261734127998352,33212.9609375,7585.5,4158.240234375,12131.1298828125,0.83,9.30359,1.0,7.8
2022-05-31,1.264702081680298,32990.12109375,7607.7001953125,4132.14990234375,12081.3896484375,0.83,9.30359,1.0,7.8
2022-06-01,1.2608909606933594,32813.23046875,7533.0,4101.22998046875,11994.4599609375,0.83,9.30359,1.0,7.8
2022-06-06,1.249230146408081,32915.78125,7608.2001953125,4121.43017578125,12061.3701171875,0.83,9.30359,1.0,7.8
2022-06-07,1.2523481845855713,33180.140625,7598.89990234375,4160.68017578125,12175.23046875,0.83,9.30359,1.0,7.8
2022-06-08,1.2587324380874634,32910.8984375,7593.0,4115.77001953125,12086.26953125,0.83,9.30359,1.0,7.8
2022-06-09,1.254028558731079,32272.7890625,7476.2001953125,4017.820068359375,11754.23046875,0.83,9.30359,1.0,7.8
2022-06-10,1.249297261238098,31392.7890625,7317.5,3900.860107421875,11340.01953125,0.83,9.62691,1.0,7.8
2022-06-13,1.2274909019470217,30516.740234375,7205.7998046875,3749.6298828125,10809.23046875,0.83,9.62691,1.0,7.8
2022-06-14,1.2144765853881836,30364.830078125,7187.5,3735.47998046875,10828.349609375,0.83,9.62691,1.0,7.8
2022-06-15,1.201258897781372,30668.529296875,7273.39990234375,3789.989990234375,11099.150390625,0.83,9.62691,1.0,7.8
2022-06-16,1.2174336910247805,29927.0703125,7045.0,3666.77001953125,10646.099609375,1.58,9.62691,1.25,7.8
2022-06-17,1.2354830503463743,29888.779296875,7016.2998046875,3674.840087890625,10798.349609375,1.58,9.62691,1.25,7.8
2022-06-21,1.225174903869629,30530.25,7152.10009765625,3764.7900390625,11069.2998046875,1.58,9.62691,1.25,7.8
2022-06-22,1.2266627550125122,30483.130859375,7089.2001953125,3759.889892578125,11053.080078125,1.58,9.62691,1.25,7.9
2022-06-23,1.225084900856018,30677.359375,7020.5,3795.72998046875,11232.1904296875,1.58,9.62691,1.25,7.9
2022-06-24,1.2260762453079224,31500.6796875,7208.7998046875,3911.739990234375,11607.6201171875,1.58,9.62691,1.25,7.9
2022-06-27,1.228244662284851,31438.259765625,7258.2998046875,3900.110107421875,11524.5498046875,1.58,9.62691,1.25,7.9
2022-06-28,1.2267379760742188,30946.990234375,7323.39990234375,3821.550048828125,11181.5400390625,1.58,9.62691,1.25,7.9
2022-06-29,1.218976974487305,31029.310546875,7312.2998046875,3818.830078125,11177.8896484375,1.58,9.62691,1.25,7.9
2022-06-30,1.2131799459457395,30775.4296875,7169.2998046875,3785.3798828125,11028.740234375,1.58,9.62691,1.25,7.9
2022-07-01,1.2160863876342771,31097.259765625,7168.7001953125,3825.330078125,11127.849609375,1.58,9.62691,1.25,7.9
2022-07-05,1.211445689201355,30967.8203125,7025.5,3831.389892578125,11322.240234375,1.58,9.62691,1.25,7.9
2022-07-06,1.19491446018219,31037.6796875,7107.7998046875,3845.080078125,11361.849609375,1.58,9.62691,1.25,7.9
2022-07-07,1.1923214197158811,31384.55078125,7189.10009765625,3902.6201171875,11621.349609375,1.58,9.62691,1.25,7.9
2022-07-08,1.2028049230575562,31338.150390625,7196.2001953125,3899.3798828125,11635.3095703125,1.58,9.62691,1.25,7.9
2022-07-11,1.2016630172729492,31173.83984375,7196.60009765625,3854.429931640625,11372.599609375,1.58,9.62691,1.25,7.9
2022-07-12,1.1900936365127563,30981.330078125,7209.89990234375,3818.800048828125,11264.73046875,1.58,9.62691,1.25,7.9
2022-07-13,1.1877753734588623,30772.7890625,7156.39990234375,3801.780029296875,11247.580078125,1.58,10.13274,1.25,7.9
2022-07-14,1.186380386352539,30630.169921875,7039.7998046875,3790.3798828125,11251.1904296875,1.58,10.13274,1.25,7.9
2022-07-15,1.1839643716812134,31288.259765625,7159.0,3863.159912109375,11452.419921875,1.58,10.13274,1.25,7.9
2022-07-18,1.1888344287872314,31072.609375,7223.2001953125,3830.85009765625,11360.0498046875,1.58,10.13274,1.25,7.9
2022-07-19,1.194828748703003,31827.05078125,7296.2998046875,3936.68994140625,11713.150390625,1.58,10.13274,1.25,7.9
2022-07-20,1.2003505229949951,31874.83984375,7264.2998046875,3959.89990234375,11897.650390625,1.58,10.13274,1.25,8.2
2022-07-21,1.1971746683120728,32036.900390625,7270.5,3998.949951171875,12059.6103515625,1.58,10.13274,1.25,8.2
2022-07-22,1.1996161937713623,31899.2890625,7276.39990234375,3961.6298828125,11834.1103515625,1.58,10.13274,1.25,8.2
2022-07-25,1.1986957788467407,31990.0390625,7306.2998046875,3966.840087890625,11782.669921875,1.58,10.13274,1.25,8.2
2022-07-26,1.2055164575576782,31761.5390625,7306.2998046875,3921.050048828125,11562.5703125,1.58,10.13274,1.25,8.2
2022-07-27,1.2036880254745483,32197.58984375,7348.2001953125,4023.610107421875,12032.419921875,1.58,10.13274,1.25,8.2
2022-07-28,1.2163082361221311,32529.630859375,7345.2998046875,4072.429931640625,12162.58984375,2.33,10.13274,1.25,8.2
2022-07-29,1.2173447608947754,32845.12890625,7423.39990234375,4130.2900390625,12390.6904296875,2.32,10.13274,1.25,8.2
2022-08-01,1.2167373895645142,32798.3984375,7413.39990234375,4118.6298828125,12368.98046875,2.33,10.13274,1.25,8.2
2022-08-02,1.2254151105880735,32396.169921875,7409.10009765625,4091.18994140625,12348.759765625,2.33,10.13274,1.25,8.2
2022-08-03,1.214299559593201,32812.5,7445.7001953125,4155.169921875,12668.16015625,2.33,10.13274,1.25,8.2
2022-08-04,1.2138278484344482,32726.8203125,7448.10009765625,4151.93994140625,12720.580078125,2.33,10.13274,1.75,8.2
2022-08-05,1.215849757194519,32803.46875,7439.7001953125,4145.18994140625,12657.5498046875,2.33,10.13274,1.75,8.2
2022-08-08,1.2059526443481443,32832.5390625,7482.39990234375,4140.06005859375,12644.4599609375,2.33,10.13274,1.75,8.2
2022-08-09,1.208473801612854,32774.41015625,7488.2001953125,4122.47021484375,12493.9296875,2.33,10.13274,1.75,8.2
2022-08-10,1.207423210144043,33309.51171875,7507.10009765625,4210.240234375,12854.7998046875,2.33,9.33099,1.75,8.2
2022-08-11,1.2212995290756226,33336.671875,7465.89990234375,4207.27001953125,12779.91015625,2.33,9.33099,1.75,8.2
2022-08-12,1.2196162939071655,33761.05078125,7500.89990234375,4280.14990234375,13047.1904296875,2.33,9.33099,1.75,8.2
2022-08-15,1.2127974033355713,33912.44140625,7509.2001953125,4297.14013671875,13128.0498046875,2.33,9.33099,1.75,8.2
2022-08-16,1.205690860748291,34152.01171875,7536.10009765625,4305.2001953125,13102.5498046875,2.33,9.33099,1.75,8.2
2022-08-17,1.209818959236145,33980.3203125,7515.7998046875,4274.0400390625,12938.1201171875,2.33,9.33099,1.75,8.8
2022-08-18,1.2045146226882937,33999.0390625,7541.89990234375,4283.740234375,12965.33984375,2.33,9.33099,1.75,8.8
2022-08-19,1.193274736404419,33706.73828125,7550.39990234375,4228.47998046875,12705.2197265625,2.33,9.33099,1.75,8.8
2022-08-22,1.1818095445632937,33063.609375,7533.7998046875,4137.990234375,12381.5703125,2.33,9.33099,1.75,8.8
2022-08-23,1.1766505241394043,32909.58984375,7488.10009765625,4128.72998046875,12381.2998046875,2.33,9.33099,1.75,8.8
2022-08-24,1.18327796459198,32969.23046875,7471.5,4140.77001953125,12431.5302734375,2.33,9.33099,1.75,8.8
2022-08-25,1.1791757345199585,33291.78125,7479.7001953125,4199.1201171875,12639.26953125,2.33,9.33099,1.75,8.8
2022-08-26,1.1824007034301758,32283.400390625,7427.2998046875,4057.659912109375,12141.7099609375,2.33,9.33099,1.75,8.8
2022-08-30,1.172250509262085,31790.869140625,7361.60009765625,3986.159912109375,11883.1396484375,2.33,9.33099,1.75,8.8
2022-08-31,1.1659767627716064,31510.4296875,7284.2001953125,3955.0,11816.2001953125,2.33,9.33099,1.75,8.8
2022-09-01,1.1598505973815918,31656.419921875,7148.5,3966.85009765625,11785.1298828125,2.33,9.33099,1.75,8.8
2022-09-02,1.154894471168518,31318.439453125,7281.2001953125,3924.260009765625,11630.8603515625,2.33,9.33099,1.75,8.8
2022-09-06,1.156644344329834,31145.30078125,7300.39990234375,3908.18994140625,11544.91015625,2.33,9.33099,1.75,8.8
2022-09-07,1.151185154914856,31581.279296875,7237.7998046875,3979.8701171875,11791.900390625,2.33,9.33099,1.75,8.8
2022-09-08,1.1519808769226074,31774.51953125,7262.10009765625,4006.179931640625,11862.1298828125,2.33,9.33099,1.75,8.8
2022-09-09,1.1521600484848022,32151.7109375,7351.10009765625,4067.360107421875,12112.3095703125,2.33,9.33099,1.75,8.8
2022-09-12,1.16193950176239,32381.33984375,7473.0,4110.41015625,12266.41015625,2.33,9.33099,1.75,8.8
2022-09-13,1.1689754724502563,31104.970703125,7385.89990234375,3932.68994140625,11633.5703125,2.33,8.84808,1.75,8.8
2022-09-14,1.1506155729293823,31135.08984375,7277.2998046875,3946.010009765625,11719.6796875,2.33,8.84808,1.75,8.6
2022-09-15,1.1544944047927856,30961.8203125,7282.10009765625,3901.35009765625,11552.3603515625,2.33,8.84808,1.75,8.6
2022-09-16,1.1452654600143433,30822.419921875,7236.7001953125,3873.330078125,11448.400390625,2.33,8.84808,1.75,8.6
2022-09-20,1.1443217992782593,30706.23046875,7192.7001953125,3855.929931640625,11425.0498046875,2.33,8.84808,1.75,8.6
2022-09-21,1.138057827949524,30183.779296875,7237.60009765625,3789.929931640625,11220.1904296875,2.33,8.84808,1.75,8.6
2022-09-22,1.1255937814712524,30076.6796875,7159.5,3757.989990234375,11066.8095703125,3.08,8.84808,2.25,8.6
2022-09-23,1.126417875289917,29590.41015625,7018.60009765625,3693.22998046875,10867.9296875,3.08,8.84808,2.25,8.6
2022-09-26,1.0797386169433594,29260.810546875,7021.0,3655.0400390625,10802.919921875,3.08,8.84808,2.25,8.6
2022-09-27,1.077284336090088,29134.990234375,6984.60009765625,3647.2900390625,10829.5,3.08,8.84808,2.25,8.6
2022-09-28,1.072754144668579,29683.740234375,7005.39990234375,3719.0400390625,11051.6396484375,3.08,8.84808,2.25,8.6
2022-09-29,1.0835996866226196,29225.609375,6881.60009765625,3640.469970703125,10737.509765625,3.08,8.84808,2.25,8.6
2022-09-30,1.1169440746307373,28725.509765625,6893.7998046875,3585.6201171875,10575.6201171875,3.08,8.84808,2.25,8.6
2022-10-03,1.114057183265686,29490.890625,6908.7998046875,3678.429931640625,10815.4296875,3.08,8.84808,2.25,8.6
2022-10-04,1.1334141492843628,30316.3203125,7086.5,3790.929931640625,11176.41015625,3.08,8.84808,2.25,8.6
2022-10-05,1.1451343297958374,30273.869140625,7052.60009765625,3783.280029296875,11148.6396484375,3.08,8.84808,2.25,8.6
2022-10-06,1.13553786277771,29926.939453125,6997.2998046875,3744.52001953125,11073.3095703125,3.08,8.84808,2.25,8.6
2022-10-07,1.1162084341049194,29296.7890625,6991.10009765625,3639.659912109375,10652.400390625,3.08,8.84808,2.25,8.6
2022-10-10,1.1072726249694824,29202.880859375,6959.2998046875,3612.389892578125,10542.099609375,3.08,8.84808,2.25,8.6
2022-10-11,1.107640504837036,29239.189453125,6885.2001953125,3588.840087890625,10426.1904296875,3.08,8.84808,2.25,8.6
2022-10-12,1.0967799425125122,29210.849609375,6826.2001953125,3577.030029296875,10417.099609375,3.08,8.84808,2.25,8.6
2022-10-13,1.11055588722229,30038.720703125,6850.2998046875,3669.909912109375,10649.150390625,3.08,8.65334,2.25,8.6
2022-10-14,1.1303905248641968,29634.830078125,6858.7998046875,3583.070068359375,10321.3896484375,3.08,8.65334,2.25,8.6
2022-10-17,1.124416708946228,30185.8203125,6920.2001953125,3677.949951171875,10675.7998046875,3.08,8.65334,2.25,8.6
2022-10-18,1.1353960037231443,30523.80078125,6936.7001953125,3719.97998046875,10772.400390625,3.08,8.65334,2.25,8.6
2022-10-19,1.134429931640625,30423.810546875,6925.0,3695.159912109375,10680.509765625,3.08,8.65334,2.25,8.8
2022-10-20,1.1211013793945312,30333.58984375,6943.89990234375,3665.780029296875,10614.83984375,3.08,8.65334,2.25,8.8
2022-10-21,1.1221455335617063,31082.560546875,6969.7001953125,3752.75,10859.7197265625,3.08,8.65334,2.25,8.8
2022-10-24,1.1344685554504397,31499.619140625,7014.0,3797.340087890625,10952.6103515625,3.08,8.65334,2.25,8.8
2022-10-25,1.1307740211486816,31836.740234375,7013.5,3859.110107421875,11199.1201171875,3.08,8.65334,2.25,8.8
2022-10-26,1.146223783493042,31839.109375,7056.10009765625,3830.60009765625,10970.990234375,3.08,8.65334,2.25,8.8
2022-10-27,1.1638191938400269,32033.279296875,7073.7001953125,3807.300048828125,10792.669921875,3.08,8.65334,2.25,8.8
2022-10-28,1.1566041707992554,32861.80078125,7047.7001953125,3901.06005859375,11102.4501953125,3.08,8.65334,2.25,8.8
2022-10-31,1.159595012664795,32732.94921875,7094.5,3871.97998046875,10988.150390625,3.08,8.65334,2.25,8.8
2022-11-01,1.146815299987793,32653.19921875,7186.2001953125,3856.10009765625,10890.849609375,3.08,8.65334,2.25,8.8
2022-11-02,1.1489498615264893,32147.759765625,7144.10009765625,3759.68994140625,10524.7998046875,3.08,8.65334,2.25,8.8
2022-11-03,1.1384334564208984,32001.25,7188.60009765625,3719.889892578125,10342.9404296875,3.83,8.65334,3.0,8.8
2022-11-04,1.1171187162399292,32403.220703125,7334.7998046875,3770.550048828125,10475.25,3.83,8.65334,3.0,8.8
2022-11-07,1.1331573724746704,32827.0,7300.0,3806.800048828125,10564.51953125,3.83,8.65334,3.0,8.8
2022-11-08,1.1517950296401978,33160.828125,7306.10009765625,3828.110107421875,10616.2001953125,3.83,8.65334,3.0,8.8
2022-11-09,1.1552680730819702,32513.939453125,7296.2998046875,3748.570068359375,10353.169921875,3.83,8.65334,3.0,8.8
2022-11-10,1.1368157863616943,33715.37109375,7375.2998046875,3956.3701171875,11114.150390625,3.83,8.00035,3.0,8.8
2022-11-11,1.1695632934570312,33747.859375,7318.0,3992.929931640625,11323.330078125,3.83,8.00035,3.0,8.8
2022-11-14,1.1799131631851196,33536.69921875,7385.2001953125,3957.25,11196.2197265625,3.83,8.00035,3.0,8.8
2022-11-15,1.175249695777893,33592.921875,7369.39990234375,3991.72998046875,11358.41015625,3.83,8.00035,3.0,8.8
2022-11-16,1.1880435943603516,33553.828125,7351.2001953125,3958.7900390625,11183.66015625,3.83,8.00035,3.0,9.6
2022-11-17,1.191525936126709,33546.3203125,7346.5,3946.56005859375,11144.9599609375,3.83,8.00035,3.0,9.6
2022-11-18,1.1860145330429075,33745.69140625,7385.5,3965.340087890625,11146.0595703125,3.83,8.00035,3.0,9.6
2022-11-21,1.1886366605758667,33700.28125,7376.89990234375,3949.93994140625,11024.509765625,3.83,8.00035,3.0,9.6
2022-11-22,1.1827600002288818,34098.1015625,7452.7998046875,4003.580078125,11174.41015625,3.83,8.00035,3.0,9.6
2022-11-23,1.1894567012786863,34194.05859375,7465.2001953125,4027.260009765625,11285.3203125,3.83,8.00035,3.0,9.6
2022-11-25,1.2113430500030518,34347.03125,7486.7001953125,4026.1201171875,11226.3603515625,3.83,8.00035,3.0,9.6
2022-11-28,1.2054728269577026,33849.4609375,7474.0,3963.93994140625,11049.5,3.83,8.00035,3.0,9.6
2022-11-29,1.1960291862487793,33852.53125,7512.0,3957.6298828125,10983.7802734375,3.83,8.00035,3.0,9.6
2022-11-30,1.1946860551834106,34589.76953125,7573.10009765625,4080.110107421875,11468.0,3.83,8.00035,3.0,9.6
2022-12-01,1.207749843597412,34395.01171875,7558.5,4076.570068359375,11482.4501953125,3.83,8.00035,3.0,9.6
2022-12-02,1.2259259223937988,34429.87890625,7556.2001953125,4071.699951171875,11461.5,3.83,8.00035,3.0,9.6
2022-12-05,1.2297248840332031,33947.1015625,7567.5,3998.840087890625,11239.9404296875,3.83,8.00035,3.0,9.6
2022-12-06,1.2192445993423462,33596.33984375,7521.39990234375,3941.260009765625,11014.8896484375,3.83,8.00035,3.0,9.6
2022-12-07,1.213300704956055,33597.921875,7489.2001953125,3933.919921875,10958.5498046875,3.83,8.00035,3.0,9.6
2022-12-08,1.2212398052215576,33781.48046875,7472.2001953125,3963.510009765625,11082.0,3.83,8.00035,3.0,9.6
2022-12-09,1.2236007452011108,33476.4609375,7476.60009765625,3934.3798828125,11004.6201171875,3.83,8.00035,3.0,9.6
2022-12-12,1.2239153385162354,34005.0390625,7446.0,3990.56005859375,11143.740234375,3.83,8.00035,3.0,9.6
2022-12-13,1.2270842790603638,34108.640625,7502.89990234375,4019.64990234375,11256.8095703125,3.83,7.09594,3.0,9.6
2022-12-14,1.235666275024414,33966.3515625,7495.89990234375,3995.320068359375,11170.8896484375,3.83,7.09594,3.0,9.3
2022-12-15,1.2419428825378418,33202.21875,7426.2001953125,3895.75,10810.5302734375,4.33,7.09594,3.5,9.3
2022-12-16,1.2189176082611084,32920.4609375,7332.10009765625,3852.360107421875,10705.41015625,4.33,7.09594,3.5,9.3
2022-12-19,1.2160272598266602,32757.5390625,7361.2998046875,3817.659912109375,10546.0302734375,4.33,7.09594,3.5,9.3
2022-12-20,1.2153326272964478,32849.73828125,7370.60009765625,3821.6201171875,10547.1103515625,4.33,7.09594,3.5,9.3
2022-12-21,1.2189176082611084,33376.48046875,7497.2998046875,3878.43994140625,10709.3701171875,4.33,7.09594,3.5,9.3
2022-12-22,1.2077397108078003,33027.48828125,7469.2998046875,3822.389892578125,10476.1201171875,4.33,7.09594,3.5,9.3
2022-12-23,1.203992486000061,33203.9296875,7473.0,3844.820068359375,10497.8603515625,4.33,7.09594,3.5,9.3
2022-12-28,1.2027326822280884,32875.7109375,7497.2001953125,3783.219970703125,10213.2900390625,4.33,7.09594,3.5,9.3
2022-12-29,1.2028483152389526,33220.80078125,7512.7001953125,3849.280029296875,10478.08984375,4.33,7.09594,3.5,9.3
2022-12-30,1.2056326866149902,33147.25,7451.7001953125,3839.5,10466.48046875,4.33,7.09594,3.5,9.3
2023-01-03,1.206287145614624,33136.37109375,7554.10009765625,3824.139892578125,10386.98046875,4.33,7.09594,3.5,9.3
2023-01-04,1.1969740390777588,33269.76953125,7585.2001953125,3852.969970703125,10458.759765625,4.33,7.09594,3.5,9.3
2023-01-05,1.2057054042816162,32930.078125,7633.5,3808.10009765625,10305.240234375,4.33,7.09594,3.5,9.3
2023-01-06,1.1912277936935425,33630.609375,7699.5,3895.080078125,10569.2900390625,4.33,7.09594,3.5,9.3
2023-01-09,1.2116365432739258,33517.6484375,7724.89990234375,3892.090087890625,10635.650390625,4.33,7.09594,3.5,9.3
2023-01-10,1.2184869050979614,33704.1015625,7694.5,3919.25,10742.6298828125,4.33,7.09594,3.5,9.3
2023-01-11,1.2154507637023926,33973.01171875,7725.0,3969.610107421875,10931.669921875,4.33,7.09594,3.5,9.3
2023-01-12,1.215953350067139,34189.96875,7794.0,3983.169921875,11001.099609375,4.33,6.12825,3.5,9.3
2023-01-13,1.2217769622802734,34302.609375,7844.10009765625,3999.090087890625,11079.16015625,4.33,6.12825,3.5,9.3
2023-01-17,1.2207776308059692,33910.8515625,7851.0,3990.969970703125,11095.1103515625,4.33,6.12825,3.5,9.3
2023-01-18,1.228471040725708,33296.9609375,7830.7001953125,3928.860107421875,10957.009765625,4.33,6.12825,3.5,9.2
2023-01-19,1.234766125679016,33044.55859375,7747.2998046875,3898.85009765625,10852.26953125,4.33,6.12825,3.5,9.2
2023-01-20,1.239326238632202,33375.48828125,7770.60009765625,3972.610107421875,11140.4296875,4.33,6.12825,3.5,9.2
2023-01-23,1.240633249282837,33629.55859375,7784.7001953125,4019.81005859375,11364.41015625,4.33,6.12825,3.5,9.2
2023-01-24,1.2379761934280396,33733.9609375,7757.39990234375,4016.949951171875,11334.26953125,4.33,6.12825,3.5,9.2
2023-01-25,1.232923984527588,33743.83984375,7744.89990234375,4016.219970703125,11313.3603515625,4.33,6.12825,3.5,9.2
2023-01-26,1.2412492036819458,33949.41015625,7761.10009765625,4060.429931640625,11512.41015625,4.33,6.12825,3.5,9.2
2023-01-27,1.2415266036987305,33978.078125,7765.2001953125,4070.56005859375,11621.7099609375,4.33,6.12825,3.5,9.2
2023-01-30,1.2400301694869995,33717.08984375,7784.89990234375,4017.77001953125,11393.8095703125,4.33,6.12825,3.5,9.2
2023-01-31,1.2353609800338743,34086.0390625,7771.7001953125,4076.60009765625,11584.5498046875,4.33,6.12825,3.5,9.2
2023-02-01,1.2308903932571411,34092.9609375,7761.10009765625,4119.2099609375,11816.3203125,4.33,6.12825,3.5,9.2
2023-02-02,1.2390038967132568,34053.94140625,7820.2001953125,4179.759765625,12200.8203125,4.58,6.12825,4.0,9.2
2023-02-03,1.222299575805664,33926.01171875,7901.7998046875,4136.47998046875,12006.9501953125,4.58,6.12825,4.0,9.2
2023-02-06,1.2045146226882937,33891.01953125,7836.7001953125,4111.080078125,11887.4501953125,4.58,6.12825,4.0,9.2
2023-02-07,1.2026747465133667,34156.69140625,7864.7001953125,4164.0,12113.7900390625,4.58,6.12825,4.0,9.2
2023-02-08,1.2054582834243774,33949.01171875,7885.2001953125,4117.85986328125,11910.51953125,4.58,6.12825,4.0,9.2
2023-02-09,1.2071462869644165,33699.87890625,7911.2001953125,4081.5,11789.580078125,4.57,6.12825,4.0,9.2
2023-02-10,1.2116806507110596,33869.26953125,7882.5,4090.4599609375,11718.1201171875,4.58,6.12825,4.0,9.2
2023-02-13,1.2052258253097534,34245.9296875,7947.60009765625,4137.2900390625,11891.7900390625,4.58,6.12825,4.0,9.2
2023-02-14,1.215214490890503,34089.26953125,7953.89990234375,4136.1298828125,11960.150390625,4.58,5.95015,4.0,9.2
2023-02-15,1.2174336910247805,34128.05078125,7997.7998046875,4147.60009765625,12070.58984375,4.58,5.95015,4.0,8.8
2023-02-16,1.2039779424667358,33696.8515625,8012.5,4090.409912109375,11855.830078125,4.58,5.95015,4.0,8.8
2023-02-17,1.197533130645752,33826.69140625,8004.39990234375,4079.090087890625,11787.26953125,4.58,5.95015,4.0,8.8
2023-02-21,1.2039200067520142,33129.58984375,7977.7998046875,3997.340087890625,11492.2998046875,4.58,5.95015,4.0,8.8
2023-02-22,1.2109322547912598,33045.08984375,7930.60009765625,3991.050048828125,11507.0703125,4.58,5.95015,4.0,8.8
2023-02-23,1.204993486404419,33153.91015625,7907.7001953125,4012.320068359375,11590.400390625,4.58,5.95015,4.0,8.8
2023-02-24,1.2017786502838137,32816.921875,7878.7001953125,3970.0400390625,11394.9404296875,4.58,5.95015,4.0,8.8
2023-02-27,1.1952428817749023,32889.08984375,7935.10009765625,3982.239990234375,11466.98046875,4.57,5.95015,4.0,8.8
2023-02-28,1.2061562538146973,32656.69921875,7876.2998046875,3970.14990234375,11455.5400390625,4.57,5.95015,4.0,8.8
2023-03-01,1.2033549547195437,32661.83984375,7914.89990234375,3951.389892578125,11379.48046875,4.58,5.95015,4.0,8.8
2023-03-02,1.2029930353164673,33003.5703125,7944.0,3981.35009765625,11462.98046875,4.57,5.95015,4.0,8.8
2023-03-03,1.1951572895050049,33390.96875,7947.10009765625,4045.639892578125,11689.009765625,4.57,5.95015,4.0,8.8
2023-03-06,1.2028483152389526,33431.44140625,7929.7998046875,4048.419921875,11675.740234375,4.57,5.95015,4.0,8.8
2023-03-07,1.202645778656006,32856.4609375,7919.5,3986.3701171875,11530.330078125,4.57,5.95015,4.0,8.8
2023-03-08,1.1827740669250488,32798.3984375,7929.89990234375,3992.010009765625,11576.0,4.57,5.95015,4.0,8.8
2023-03-09,1.185016632080078,32254.859375,7880.0,3918.320068359375,11338.349609375,4.57,5.95015,4.0,8.8
2023-03-10,1.192250370979309,31909.640625,7748.39990234375,3861.590087890625,11138.8896484375,4.57,5.95015,4.0,8.8
2023-03-13,1.2079336643218994,31819.140625,7548.60009765625,3855.760009765625,11188.83984375,4.58,5.95015,4.0,8.8
2023-03-14,1.2171372175216677,32155.400390625,7637.10009765625,3919.2900390625,11428.150390625,4.58,5.33874,4.0,8.8
2023-03-15,1.215214490890503,31874.5703125,7344.5,3891.929931640625,11434.0498046875,4.58,5.33874,4.0,8.8
2023-03-16,1.20692777633667,32246.55078125,7410.0,3960.280029296875,11717.2802734375,4.58,5.33874,4.0,8.8
2023-03-17,1.2110495567321775,31861.98046875,7335.39990234375,3916.639892578125,11630.509765625,4.58,5.33874,4.0,8.8
2023-03-20,1.218769073486328,32244.580078125,7403.89990234375,3951.570068359375,11675.5400390625,4.58,5.33874,4.0,8.8
2023-03-21,1.2276264429092407,32560.599609375,7536.2001953125,4002.8701171875,11860.1103515625,4.58,5.33874,4.0,8.8
