,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
567,50,64,0.01,16,16,relu,relu,8.521588744661008e-06,0.002919176038655601,0.002498829847949782
1272,100,64,0.001,64,16,sigmoid,relu,8.522500117966196e-06,0.002919332135603312,0.0025220742831091616
1283,100,64,0.001,64,32,sigmoid,tanh,8.529691896479598e-06,0.002920563626507664,0.002467508002518309
1217,100,64,0.001,16,16,relu,tanh,8.537485601588462e-06,0.0029218976028581945,0.0024119610712032185
6,50,16,0.001,16,16,tanh,relu,8.58675890624986e-06,0.0029303172023263727,0.0025375556034357054
1226,100,64,0.001,16,32,relu,tanh,8.616437881697197e-06,0.0029353769573424804,0.0025440059738800432
1250,100,64,0.001,32,16,tanh,tanh,8.618599110109155e-06,0.0029357450689917125,0.002524944774301584
499,50,64,0.001,16,32,sigmoid,sigmoid,8.620374993000309e-06,0.0029360475120474992,0.0025014812939284214
847,100,16,0.01,32,32,relu,sigmoid,8.634113309674127e-06,0.002938386174360703,0.002159459827650201
535,50,64,0.001,32,64,sigmoid,sigmoid,8.662693552005366e-06,0.0029432454114472627,0.0025155351546537184
213,50,16,0.1,32,64,tanh,relu,8.66650972265024e-06,0.002943893633039455,0.0021661225820865937
1263,100,64,0.001,32,64,sigmoid,relu,8.668945857695965e-06,0.0029443073646778055,0.00255801557798446
952,100,16,0.1,64,16,tanh,sigmoid,8.670620765438642e-06,0.0029445917824782847,0.00244110268652907
1275,100,64,0.001,64,16,tanh,relu,8.676718128152274e-06,0.0029456269499297215,0.002611800554963814
224,50,16,0.1,64,16,tanh,tanh,8.679101320088297e-06,0.002946031452664465,0.0022322139534670226
402,50,32,0.01,64,64,tanh,relu,8.693105251430868e-06,0.0029484072397535028,0.002164655924429985
438,50,32,0.1,32,16,tanh,relu,8.7214052853009e-06,0.002953202547286742,0.002413512733741637
309,50,32,0.001,64,32,sigmoid,relu,8.775002848718956e-06,0.002962263129554658,0.002551810000153307
267,50,32,0.001,16,64,tanh,relu,8.77763925901696e-06,0.0029627080954790263,0.0024858290313837287
258,50,32,0.001,16,32,tanh,relu,8.78456263514631e-06,0.002963876285398281,0.002543971018492618
287,50,32,0.001,32,32,tanh,tanh,8.82048196130414e-06,0.002969929622281333,0.00255087111173419
278,50,32,0.001,32,16,tanh,tanh,8.8229567225413e-06,0.0029703462294051342,0.002520101629027233
1257,100,64,0.001,32,32,tanh,relu,8.828442631229252e-06,0.002971269531905386,0.0025779333885295815
1246,100,64,0.001,32,16,sigmoid,sigmoid,8.831486840608685e-06,0.002971781761941594,0.0025320897534018296
1290,100,64,0.001,64,64,sigmoid,relu,8.8487083106902e-06,0.0029746778499007585,0.002538736347236438
305,50,32,0.001,64,16,tanh,tanh,8.851272221149352e-06,0.002975108774675197,0.002581164937753583
282,50,32,0.001,32,32,sigmoid,relu,8.85774666200196e-06,0.002976196677305107,0.0025380921260896717
1282,100,64,0.001,64,32,sigmoid,sigmoid,8.878779273572548e-06,0.002979728053627134,0.002555725842755502
276,50,32,0.001,32,16,tanh,relu,8.88996631667741e-06,0.002981604654657859,0.00251038745808947
892,100,16,0.1,16,16,relu,sigmoid,8.924286894955144e-06,0.002987354497704473,0.00240315825796595
1230,100,64,0.001,16,32,tanh,relu,8.945774338525449e-06,0.002990948735522802,0.0025736432353864664
999,100,32,0.001,32,16,relu,relu,8.951879844210904e-06,0.0029919692251443534,0.002387087742962803
243,50,32,0.001,16,16,relu,relu,8.960654450618995e-06,0.0029934352257262884,0.0024668923960685218
259,50,32,0.001,16,32,tanh,sigmoid,8.96261466669235e-06,0.0029937626269783565,0.0026753287255267145
249,50,32,0.001,16,16,tanh,relu,9.013885889479458e-06,0.0030023134229256376,0.0026209645078223913
