,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
832,100,16,0.01,16,64,sigmoid,sigmoid,2.6067405075738954e-06,0.0016145403394074412,0.0013567472885312774
572,50,64,0.01,16,16,sigmoid,tanh,2.6093142951062887e-06,0.0016153372078628935,0.001221872176695661
54,50,16,0.001,64,16,relu,relu,2.612628750073192e-06,0.0016163628151108873,0.001252632871019119
127,50,16,0.01,32,64,relu,sigmoid,2.620651599366913e-06,0.0016188426728273853,0.0013618803688715071
307,50,32,0.001,64,32,relu,sigmoid,2.6265444677354154e-06,0.001620661737604555,0.0013924990853441846
370,50,32,0.01,32,64,relu,sigmoid,2.627884243935372e-06,0.0016210750272382128,0.0012966139283166792
759,100,16,0.001,32,16,sigmoid,relu,2.629055053709141e-06,0.0016214361084264594,0.0012784289911831337
1344,100,64,0.01,32,64,sigmoid,relu,2.6299582196693953e-06,0.0016217145925437667,0.0013603839426055142
1043,100,32,0.001,64,32,tanh,tanh,2.6327891712999905e-06,0.0016225871844988762,0.0013112972424408776
111,50,16,0.01,32,16,sigmoid,relu,2.637502457566461e-06,0.001624038933513129,0.0012958643281576524
1115,100,32,0.01,64,16,tanh,tanh,2.6399945033520207e-06,0.0016248059894498237,0.0012779467373801167
1077,100,32,0.01,16,64,tanh,relu,2.643263276877776e-06,0.0016258115748381716,0.0014062028793451488
89,50,16,0.01,16,16,tanh,tanh,2.646672642863072e-06,0.0016268597489836278,0.0013383173140152312
274,50,32,0.001,32,16,sigmoid,sigmoid,2.6521771221779015e-06,0.0016285506200845897,0.001331621404994128
736,100,16,0.001,16,16,tanh,sigmoid,2.6581956006541927e-06,0.001630397375075841,0.001307017742590262
1034,100,32,0.001,64,16,tanh,tanh,2.6583258189784576e-06,0.0016304373091224507,0.0012059191975801065
809,100,16,0.001,64,64,tanh,tanh,2.6586831196403966e-06,0.0016305468774740568,0.0013470583055202059
790,100,16,0.001,64,16,tanh,sigmoid,2.659631839843519e-06,0.0016308377723867934,0.0013295031015218826
1294,100,64,0.001,64,64,tanh,sigmoid,2.659657212456331e-06,0.001630845551380121,0.0013438297284949134
1315,100,64,0.01,16,64,relu,sigmoid,2.660434194788711e-06,0.0016310837485514688,0.001269386921781159
335,50,32,0.01,16,32,relu,tanh,2.6616282102799424e-06,0.0016314497265560906,0.0013572071517710454
1363,100,64,0.01,64,32,sigmoid,sigmoid,2.6710489789798802e-06,0.0016343344146715752,0.0013175272622351509
627,50,64,0.01,64,16,tanh,relu,2.672222814027151e-06,0.0016346934923792752,0.0012340306488486433
565,50,64,0.001,64,64,tanh,sigmoid,2.6856051489642324e-06,0.0016387816050237544,0.0013859961244670458
368,50,32,0.01,32,32,tanh,tanh,2.6862249336676406e-06,0.001638970693352276,0.00133691267623743
800,100,16,0.001,64,32,tanh,tanh,2.6867271649226098e-06,0.001639123901638497,0.001233967393467662
1375,100,64,0.01,64,64,tanh,sigmoid,2.68893102862074e-06,0.0016397960326274546,0.0013060716975829435
332,50,32,0.01,16,16,tanh,tanh,2.6908448532006364e-06,0.0016403794845097997,0.0012725610784317326
636,50,64,0.01,64,32,tanh,relu,2.693068242004973e-06,0.0016410570501981254,0.0013716786355479711
1359,100,64,0.01,64,32,relu,relu,2.6978474662304944e-06,0.0016425125467497941,0.001259312683544714
786,100,16,0.001,64,16,sigmoid,relu,2.699710265124576e-06,0.0016430795066352012,0.0013499766549390248
606,50,64,0.01,32,32,sigmoid,relu,2.7034016209905396e-06,0.00164420242701151,0.001282694329381319
652,50,64,0.1,16,16,sigmoid,sigmoid,2.713515857138909e-06,0.0016472752827438736,0.0013128281462113935
823,100,16,0.01,16,32,sigmoid,sigmoid,2.718943207561347e-06,0.0016489218318529678,0.0014042405172295814
345,50,32,0.01,16,64,sigmoid,relu,2.7239188213580796e-06,0.00165042988986448,0.0013729299078746894
144,50,16,0.01,64,32,relu,relu,2.725845674628731e-06,0.0016510135295111094,0.0014422740068515381
388,50,32,0.01,64,32,relu,sigmoid,2.729591624449805e-06,0.0016521475795006344,0.0012701723398480427
1066,100,32,0.01,16,32,sigmoid,sigmoid,2.729868621523954e-06,0.0016522314067720521,0.0013419171361373423
123,50,16,0.01,32,32,tanh,relu,2.734885501996764e-06,0.001653748923505852,0.0012644897524252032
353,50,32,0.01,32,16,relu,tanh,2.735619793407326e-06,0.0016539709167356378,0.0013985017843911596
256,50,32,0.001,16,32,sigmoid,sigmoid,2.736425398819404e-06,0.0016542144355613042,0.0013803354380688621
153,50,16,0.01,64,64,relu,relu,2.736740355564535e-06,0.0016543096311043273,0.0013677568485484443
1078,100,32,0.01,16,64,tanh,sigmoid,2.737839694414211e-06,0.001654641862885806,0.001287142824951305
776,100,16,0.001,32,64,relu,tanh,2.740358957069335e-06,0.0016554029591218371,0.0013659997313203297
697,50,64,0.1,32,64,sigmoid,sigmoid,2.740711354535713e-06,0.0016555093942758866,0.0012991697277767288
383,50,32,0.01,64,16,sigmoid,tanh,2.741078154527817e-06,0.0016556201721795423,0.0013740378969143274
1099,100,32,0.01,32,64,relu,sigmoid,2.744001434856611e-06,0.0016565027723661108,0.0013656347453242367
76,50,16,0.001,64,64,sigmoid,sigmoid,2.7440125632296012e-06,0.0016565061313588915,0.0013165540361796764
1209,100,32,0.1,64,64,sigmoid,relu,2.745057769449618e-06,0.001656821586487096,0.0013200828402372279
