,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
391,50,32,0.01,64,32,sigmoid,sigmoid,6.121657904551704e-06,0.0024741984367773946,0.0022194326939141283
885,100,16,0.01,64,64,sigmoid,relu,6.130692891452247e-06,0.0024760236047849478,0.002113645839575175
410,50,32,0.1,16,16,sigmoid,tanh,6.132176178583454e-06,0.002476323116756667,0.002107143839935377
1351,100,64,0.01,64,16,relu,sigmoid,6.1364202347834036e-06,0.0024771798955230124,0.0022249167130577187
390,50,32,0.01,64,32,sigmoid,relu,6.164134056515231e-06,0.002482767418933,0.002223569415271011
838,100,16,0.01,32,16,relu,sigmoid,6.164337250588874e-06,0.0024828083394794844,0.0020204683040033512
1294,100,64,0.001,64,64,tanh,sigmoid,6.1652985204783515e-06,0.002483001917131429,0.0022157228069750374
788,100,16,0.001,64,16,sigmoid,tanh,6.166634526854234e-06,0.00248327093303454,0.0021452118951146874
92,50,16,0.01,16,32,relu,tanh,6.167542383483325e-06,0.002483453720825763,0.0021323532534625626
1074,100,32,0.01,16,64,sigmoid,relu,6.1745024443789e-06,0.0024848546123221976,0.002084028391657753
1374,100,64,0.01,64,64,tanh,relu,6.18331055692447e-06,0.00248662634043084,0.002241203475704831
857,100,16,0.01,32,64,relu,tanh,6.186918165070121e-06,0.0024873516367956744,0.002165681267830614
643,50,64,0.01,64,64,sigmoid,sigmoid,6.188287744148956e-06,0.002487626930258827,0.002294504183264702
569,50,64,0.01,16,16,relu,tanh,6.191803897317192e-06,0.0024883335582910086,0.0022212415101198636
32,50,16,0.001,32,16,sigmoid,tanh,6.194923848415666e-06,0.0024889603951078984,0.0022304486594476834
1331,100,64,0.01,32,16,tanh,tanh,6.20893954779104e-06,0.0024917743773847263,0.0021663639310944356
146,50,16,0.01,64,32,relu,tanh,6.217461547110071e-06,0.0024934838172946043,0.0021673647503111927
256,50,32,0.001,16,32,sigmoid,sigmoid,6.21882754150052e-06,0.0024937577150758892,0.002330365011641474
576,50,64,0.01,16,32,relu,relu,6.221394335726902e-06,0.002494272305849324,0.0021396997846770717
1121,100,32,0.01,64,32,sigmoid,tanh,6.238498621099341e-06,0.002497698664991304,0.0021949119146772397
1114,100,32,0.01,64,16,tanh,sigmoid,6.276154254505007e-06,0.0025052253899609527,0.0021242400019675124
1357,100,64,0.01,64,16,tanh,sigmoid,6.278475329621049e-06,0.0025056885939040885,0.0022199312963110734
