,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
481,50,32,0.1,64,64,sigmoid,sigmoid,4.177264408424815e-06,0.0020438357097440135,0.001595873748819918
422,50,32,0.1,16,32,tanh,tanh,4.180247182466507e-06,0.0020445652795806025,0.0014540100771236078
1148,100,32,0.1,16,32,sigmoid,tanh,4.1897826434658435e-06,0.00204689585554953,0.001551940293323699
945,100,16,0.1,64,16,relu,relu,4.191380246866786e-06,0.002047286068644728,0.0015679855038432653
97,50,16,0.01,16,32,tanh,sigmoid,4.199207525780839e-06,0.002049196800158745,0.0016271729589187492
1173,100,32,0.1,32,32,sigmoid,relu,4.215955313410144e-06,0.002053279161100639,0.0016895544552366346
992,100,32,0.001,16,64,relu,tanh,4.234699790485969e-06,0.0020578386210988384,0.001506788166440671
1029,100,32,0.001,64,16,sigmoid,relu,4.244648296916162e-06,0.0020602544252873627,0.0017264691510026076
330,50,32,0.01,16,16,tanh,relu,4.245585738307945e-06,0.0020604819189471053,0.0016433499951909387
184,50,16,0.1,16,64,sigmoid,sigmoid,4.2504807903290945e-06,0.0020616694182940907,0.0015980784908227186
50,50,16,0.001,32,64,sigmoid,tanh,4.268111269324182e-06,0.002065940771010675,0.0017545371265808597
842,100,16,0.01,32,16,sigmoid,tanh,4.2727415177192795e-06,0.0020670610822419544,0.0017547766974489213
579,50,64,0.01,16,32,sigmoid,relu,4.274040614606501e-06,0.002067375296023076,0.001736636389918085
815,100,16,0.01,16,16,sigmoid,tanh,4.2746353750808855e-06,0.002067519135360272,0.00173798476572352
860,100,16,0.01,32,64,sigmoid,tanh,4.28035278283445e-06,0.002068901346810536,0.0017094160504320956
880,100,16,0.01,64,32,tanh,sigmoid,4.282219060241868e-06,0.0020693523286868932,0.00173526301267682
648,50,64,0.1,16,16,relu,relu,4.297163762568623e-06,0.0020729601449542205,0.0016143397044233298
1440,100,64,0.1,64,32,relu,relu,4.2989001766483125e-06,0.0020733789274149364,0.0016797395442476242
351,50,32,0.01,32,16,relu,relu,4.306913795776598e-06,0.002075310529963311,0.0016899166322135945
1184,100,32,0.1,32,64,sigmoid,tanh,4.314747751803795e-06,0.0020771970902646176,0.001824939677952956
199,50,16,0.1,32,32,relu,sigmoid,4.329873828944893e-06,0.002080834887477835,0.0014448571563671123
833,100,16,0.01,16,64,sigmoid,tanh,4.3343861066200744e-06,0.0020819188520737482,0.0017385326176994403
441,50,32,0.1,32,32,relu,relu,4.338617519088698e-06,0.0020829348331353765,0.0015650033978492194
160,50,16,0.01,64,64,tanh,sigmoid,4.355357122686929e-06,0.0020869492381672653,0.0018446264029658023
1325,100,64,0.01,32,16,relu,tanh,4.365262856360337e-06,0.0020893211472534177,0.0016351826729953342
818,100,16,0.01,16,16,tanh,tanh,4.365494799374931e-06,0.0020893766533047436,0.0017093692645284418
175,50,16,0.1,16,32,sigmoid,sigmoid,4.386574807739367e-06,0.00209441514694183,0.0014573761911852493
1411,100,64,0.1,32,16,tanh,sigmoid,4.387787582453315e-06,0.0020947046527979344,0.0017047642914404405
749,100,16,0.001,16,64,relu,tanh,4.405071382041168e-06,0.0020988261914796965,0.0016586714345406671
1047,100,32,0.001,64,64,sigmoid,relu,4.40744540045455e-06,0.002099391673903312,0.0018159712841108661
335,50,32,0.01,16,32,relu,tanh,4.408144843970223e-06,0.002099558249720694,0.0014952798365203955
1171,100,32,0.1,32,32,relu,sigmoid,4.417466380234178e-06,0.002101776957775058,0.0016941741494497955
433,50,32,0.1,32,16,relu,sigmoid,4.432831178525438e-06,0.0021054289773168406,0.0016478361735777624
741,100,16,0.001,16,32,sigmoid,relu,4.441172024496164e-06,0.0021074088413253287,0.001757173828122996
872,100,16,0.01,64,16,tanh,tanh,4.450777761515652e-06,0.0021096866500776015,0.0017104475082700965
1438,100,64,0.1,64,16,tanh,sigmoid,4.451188491186481e-06,0.00210978399159404,0.0015798409982233194
29,50,16,0.001,32,16,relu,tanh,4.457353224218815e-06,0.002111244472868743,0.0017165379745952606
897,100,16,0.1,16,16,tanh,relu,4.4595545066233455e-06,0.0021117657319464547,0.0017993689320375383
566,50,64,0.001,64,64,tanh,tanh,4.4709758352897934e-06,0.002114468215719923,0.001780276670069105
1179,100,32,0.1,32,64,relu,relu,4.477250985695234e-06,0.00211595155561162,0.001596202439025213
658,50,64,0.1,16,32,relu,sigmoid,4.482766356153114e-06,0.0021172544382178334,0.0016923381116053491
75,50,16,0.001,64,64,sigmoid,relu,4.523288816637271e-06,0.002126802486512857,0.0017848977862753204
158,50,16,0.01,64,64,sigmoid,tanh,4.526664592392459e-06,0.0021275959654954366,0.0017480638760346895
1013,100,32,0.001,32,32,sigmoid,tanh,4.5282330687310625e-06,0.002127964536530405,0.001820893011986793
1188,100,32,0.1,64,16,relu,relu,4.53530384479159e-06,0.0021296252827179693,0.0016740432963665997
1130,100,32,0.01,64,64,sigmoid,tanh,4.53619539591854e-06,0.002129834593558509,0.0018252475860789858
356,50,32,0.01,32,16,sigmoid,tanh,4.537756701977174e-06,0.0021302010942578107,0.0018255941094763245
836,100,16,0.01,16,64,tanh,tanh,4.538223135088022e-06,0.002130310572449008,0.0016647729737628556
1049,100,32,0.001,64,64,sigmoid,tanh,4.5488968215207965e-06,0.0021328142960700533,0.001728047108757494
630,50,64,0.01,64,32,relu,relu,4.553622248733789e-06,0.0021339218000512084,0.0016906401119914493
1037,100,32,0.001,64,32,relu,tanh,4.558509809592095e-06,0.0021350666990967975,0.0017020101938788768
1044,100,32,0.001,64,64,relu,relu,4.558933727885601e-06,0.002135165971976324,0.001690503542376692
1132,100,32,0.01,64,64,tanh,sigmoid,4.5676829174408765e-06,0.002137213821179546,0.001639815911109848
972,100,32,0.001,16,16,relu,relu,4.572310965182767e-06,0.0021382962762869807,0.0017964471208814937
817,100,16,0.01,16,16,tanh,sigmoid,4.573486444366275e-06,0.0021385711221201587,0.001794749715707299
1217,100,64,0.001,16,16,relu,tanh,4.574033240808201e-06,0.0021386989598370784,0.0017494299801309213
1269,100,64,0.001,64,16,relu,relu,4.589012405305608e-06,0.002142198031300003,0.001746160981203726
605,50,64,0.01,32,32,relu,tanh,4.601161606332325e-06,0.0021450318427315537,0.001640232287003602
993,100,32,0.001,16,64,sigmoid,relu,4.602126697767925e-06,0.0021452567906355465,0.001798607291559982
782,100,16,0.001,32,64,tanh,tanh,4.633417006147442e-06,0.0021525373414060535,0.0017124702584691155
941,100,16,0.1,32,64,sigmoid,tanh,4.644761505673621e-06,0.0021551708762122834,0.0018788625882617635
1284,100,64,0.001,64,32,tanh,relu,4.661022401011996e-06,0.0021589401105662925,0.0016195146403141791
1257,100,64,0.001,32,32,tanh,relu,4.676315237915127e-06,0.0021624789566409954,0.0018372057436976264
1290,100,64,0.001,64,64,sigmoid,relu,4.689944577999647e-06,0.0021656279869819856,0.0018435657126797931
681,50,64,0.1,32,16,tanh,relu,4.692942801113164e-06,0.0021663201058738212,0.0016368243057357367
58,50,16,0.001,64,16,sigmoid,sigmoid,4.70560732034414e-06,0.0021692411853789194,0.0017834607457042496
1142,100,32,0.1,16,16,tanh,tanh,4.720422537278845e-06,0.002172653340337304,0.0017353265244828566
32,50,16,0.001,32,16,sigmoid,tanh,4.7206773920467525e-06,0.002172711990128179,0.0017538952249146525
70,50,16,0.001,64,32,tanh,sigmoid,4.721512453265881e-06,0.0021729041518819647,0.0018832889496935073
315,50,32,0.001,64,64,relu,relu,4.723362084886092e-06,0.002173329723002493,0.0018256965046342618
496,50,64,0.001,16,32,relu,sigmoid,4.7384736743609585e-06,0.0021768035451921147,0.001827234355190668
49,50,16,0.001,32,64,sigmoid,sigmoid,4.742501292366729e-06,0.002177728470761846,0.0017793787630244944
1386,100,64,0.1,16,32,relu,relu,4.749140806748242e-06,0.002179252350405579,0.0016160802239616613
616,50,64,0.01,32,64,sigmoid,sigmoid,4.765985615842554e-06,0.0021831137432214917,0.0018009380664418624
1281,100,64,0.001,64,32,sigmoid,relu,4.766227940022058e-06,0.00218316924218487,0.0018260877858467842
958,100,16,0.1,64,32,sigmoid,sigmoid,4.774028966644066e-06,0.0021849551406479873,0.0016526045010355243
298,50,32,0.001,64,16,relu,sigmoid,4.77509583907127e-06,0.002185199267588947,0.001798753931683118
1070,100,32,0.01,16,32,tanh,tanh,4.775131850295926e-06,0.0021852075073767996,0.0017307392680299804
922,100,16,0.1,32,16,sigmoid,sigmoid,4.779006847734724e-06,0.002186093970472158,0.0016845157276344238
991,100,32,0.001,16,64,relu,sigmoid,4.7819806174597445e-06,0.0021867740206660004,0.0018217973529672997
1232,100,64,0.001,16,32,tanh,tanh,4.797124001170769e-06,0.0021902337777440035,0.0018151934772036944
1091,100,32,0.01,32,32,relu,tanh,4.799318688256194e-06,0.002190734737081647,0.0016823794627577567
1036,100,32,0.001,64,32,relu,sigmoid,4.815049690124192e-06,0.0021943221482098275,0.0017760548774952917
1429,100,64,0.1,32,64,tanh,sigmoid,4.816772219854953e-06,0.002194714610115619,0.0017752292007061005
690,50,64,0.1,32,32,tanh,relu,4.820579017732421e-06,0.002195581703725102,0.0017476022877540962
244,50,32,0.001,16,16,relu,sigmoid,4.834774544080355e-06,0.0021988120756627557,0.0017763981489576195
1383,100,64,0.1,16,16,tanh,relu,4.853646569685587e-06,0.002203099309991628,0.0017579775339534635
392,50,32,0.01,64,32,sigmoid,tanh,4.864364812643406e-06,0.0022055305059425967,0.0018850087920536372
112,50,16,0.01,32,16,sigmoid,sigmoid,4.865002833876905e-06,0.0022056751424171478,0.0018046067386719169
985,100,32,0.001,16,32,sigmoid,sigmoid,4.886442230385151e-06,0.002210529852859977,0.0018818608373740622
907,100,16,0.1,16,32,tanh,sigmoid,4.890936466547082e-06,0.0022115461710186116,0.0016163799847666704
914,100,16,0.1,16,64,sigmoid,tanh,4.894427075004547e-06,0.002212335208553294,0.0020052271414065007
279,50,32,0.001,32,32,relu,relu,4.898876877074425e-06,0.002213340659969546,0.0018227334906457285
558,50,64,0.001,64,64,relu,relu,4.912928336450872e-06,0.0022165126519943152,0.0018439831725518938
668,50,64,0.1,16,64,relu,tanh,4.914065173357854e-06,0.0022167690843562966,0.0017785597416292106
192,50,16,0.1,32,16,sigmoid,relu,4.9418316698835615e-06,0.0022230230925214343,0.0017285713696349868
430,50,32,0.1,16,64,tanh,sigmoid,4.944080943252428e-06,0.0022235289391533512,0.0016849055635425
1251,100,64,0.001,32,32,relu,relu,4.959784165795218e-06,0.0022270572883954327,0.00187447150857651
1105,100,32,0.01,32,64,tanh,sigmoid,4.960582870246081e-06,0.002227236599521048,0.0015888058837054395
486,50,64,0.001,16,16,relu,relu,4.9633177694065825e-06,0.002227850481833685,0.0016611848656001703
1384,100,64,0.1,16,16,tanh,sigmoid,4.965648650306842e-06,0.00222837354371004,0.0016906189802417368
1203,100,32,0.1,64,32,tanh,relu,4.9658884167443875e-06,0.0022284273415896665,0.001914060367243494
494,50,64,0.001,16,16,tanh,tanh,4.966688707813815e-06,0.002228606898448853,0.0016629705858695345
1176,100,32,0.1,32,32,tanh,relu,4.968997454469372e-06,0.0022291248180551426,0.0017408066876930383
162,50,16,0.1,16,16,relu,relu,4.969466817533339e-06,0.002229230095242153,0.0019082251020546789
308,50,32,0.001,64,32,relu,tanh,4.9812739467906885e-06,0.0022318767767936223,0.0019055304601221055
794,100,16,0.001,64,32,relu,tanh,5.003089768116605e-06,0.0022367587639521174,0.0016154251863429254
1009,100,32,0.001,32,32,relu,sigmoid,5.01434057277187e-06,0.002239272331087014,0.0017120078309795204
569,50,64,0.01,16,16,relu,tanh,5.04206022556357e-06,0.0022454532338847697,0.0017749816573521887
1298,100,64,0.01,16,16,relu,tanh,5.054243231326134e-06,0.002248164413766514,0.001718324918711156
1453,100,64,0.1,64,64,sigmoid,sigmoid,5.060056608599885e-06,0.0022494569586013163,0.0018775479323415699
540,50,64,0.001,64,16,relu,relu,5.077429332596912e-06,0.0022533151871402526,0.0018528162672485312
1410,100,64,0.1,32,16,tanh,relu,5.079318377338399e-06,0.002253734318267883,0.0016463118203000132
633,50,64,0.01,64,32,sigmoid,relu,5.087317322446703e-06,0.0022555082182175046,0.001930540416255665
1022,100,32,0.001,32,64,sigmoid,tanh,5.099437490996723e-06,0.0022581934131063095,0.0019521114919108457
329,50,32,0.01,16,16,sigmoid,tanh,5.1002461693119825e-06,0.0022583724602713304,0.0019400250052439766
1370,100,64,0.01,64,64,relu,tanh,5.132953294677729e-06,0.0022656021925037345,0.0018170420449052926
286,50,32,0.001,32,32,tanh,sigmoid,5.146080063965794e-06,0.002268497314075067,0.0019575729594087255
984,100,32,0.001,16,32,sigmoid,relu,5.15772104073823e-06,0.0022710616549839044,0.001942825981954692
891,100,16,0.1,16,16,relu,relu,5.159570729229397e-06,0.0022714688483951077,0.0019037637386127655
1382,100,64,0.1,16,16,sigmoid,tanh,5.16083279151476e-06,0.002271746638935504,0.0016702718909638809
399,50,32,0.01,64,64,sigmoid,relu,5.163204444013233e-06,0.0022722685677562925,0.0019469669890032216
6,50,16,0.001,16,16,tanh,relu,5.171645355328397e-06,0.0022741251846211978,0.0017733651542601193
447,50,32,0.1,32,32,tanh,relu,5.1794349650316346e-06,0.0022758372009068738,0.001914795479390996
240,50,16,0.1,64,64,tanh,relu,5.192744354339532e-06,0.0022787593893036475,0.0018766498038390444
977,100,32,0.001,16,16,sigmoid,tanh,5.207529662939908e-06,0.002282001240784042,0.0019479070196790627
916,100,16,0.1,16,64,tanh,sigmoid,5.214851893306084e-06,0.002283605021299893,0.0016765938973928984
465,50,32,0.1,64,16,tanh,relu,5.215085559924863e-06,0.0022836561825119086,0.0019807611325957
827,100,16,0.01,16,32,tanh,tanh,5.217765944753455e-06,0.0022842429697283637,0.0018319996172043284
606,50,64,0.01,32,32,sigmoid,relu,5.235586009659719e-06,0.0022881402950124625,0.0019465249123327046
590,50,64,0.01,16,64,sigmoid,tanh,5.286730231016164e-06,0.0022992890707816977,0.0019856200480065332
591,50,64,0.01,16,64,tanh,relu,5.2928120741619586e-06,0.0023006112392496823,0.0019395430428329715
631,50,64,0.01,64,32,relu,sigmoid,5.293974750834628e-06,0.002300863914018956,0.001963774294571932
1273,100,64,0.001,64,16,sigmoid,sigmoid,5.297543503418383e-06,0.002301639307845255,0.0019496971691072827
432,50,32,0.1,32,16,relu,relu,5.297846198152995e-06,0.002301705063241812,0.0019434856585345175
557,50,64,0.001,64,32,tanh,tanh,5.306147430468598e-06,0.002303507636294831,0.0020169046418813553
352,50,32,0.01,32,16,relu,sigmoid,5.310651945708621e-06,0.002304485180188543,0.0019585673055582216
510,50,64,0.001,16,64,tanh,relu,5.339709116469394e-06,0.0023107810619938433,0.0018955531272177959
30,50,16,0.001,32,16,sigmoid,relu,5.3497113751832785e-06,0.0023129443087076865,0.001987253953030382
1244,100,64,0.001,32,16,relu,tanh,5.383706259086641e-06,0.0023202815042762896,0.0019789300251043455
565,50,64,0.001,64,64,tanh,sigmoid,5.3933764773533305e-06,0.002322364415278819,0.001903426446514852
1147,100,32,0.1,16,32,sigmoid,sigmoid,5.395483743944655e-06,0.00232281806087878,0.0017764752396320046
76,50,16,0.001,64,64,sigmoid,sigmoid,5.396912308320369e-06,0.0023231255472574808,0.001950049007495137
1064,100,32,0.01,16,32,relu,tanh,5.411720140060639e-06,0.0023263104135219444,0.0017532319583850404
477,50,32,0.1,64,64,relu,relu,5.414029956708164e-06,0.0023268068155109403,0.0018989681951397843
1413,100,64,0.1,32,32,relu,relu,5.419559968324918e-06,0.0023279948385520354,0.0017522816590541522
271,50,32,0.001,32,16,relu,sigmoid,5.427262016697763e-06,0.0023296484749201463,0.0019291819000077154
1406,100,64,0.1,32,16,relu,tanh,5.475574088032379e-06,0.0023399944632482316,0.0018701061762907254
313,50,32,0.001,64,32,tanh,sigmoid,5.478045785071267e-06,0.0023405225453029216,0.0020179760437382603
281,50,32,0.001,32,32,relu,tanh,5.504827845205943e-06,0.002346236954189824,0.0019195681544177776
693,50,64,0.1,32,64,relu,relu,5.510677994185372e-06,0.002347483332035687,0.0018130404631133497
966,100,16,0.1,64,64,sigmoid,relu,5.512392406078437e-06,0.0023478484631846317,0.0018931876533734872
1346,100,64,0.01,32,64,sigmoid,tanh,5.533813240542115e-06,0.0023524058409513686,0.002011937573406163
1229,100,64,0.001,16,32,sigmoid,tanh,5.537012378610838e-06,0.0023530857142507237,0.0019657239869622116
974,100,32,0.001,16,16,relu,tanh,5.5418953165701825e-06,0.0023541230461830544,0.002128951449682069
1400,100,64,0.1,16,64,sigmoid,tanh,5.555988175130208e-06,0.002357114374639086,0.00182512982873343
559,50,64,0.001,64,64,relu,sigmoid,5.610640887919862e-06,0.0023686791441476117,0.0019284088602741078
900,100,16,0.1,16,32,relu,relu,5.627803899056644e-06,0.0023722992853045847,0.002009703936970062
910,100,16,0.1,16,64,relu,sigmoid,5.635716981575972e-06,0.002373966508099045,0.0017268334376578254
37,50,16,0.001,32,32,relu,sigmoid,5.653594363825438e-06,0.0023777288247034054,0.0019756686839595586
1441,100,64,0.1,64,32,relu,sigmoid,5.65394130133317e-06,0.0023778017792350082,0.001996111932605979
413,50,32,0.1,16,16,tanh,tanh,5.680081638301683e-06,0.0023832921848362786,0.0019489576627680263
57,50,16,0.001,64,16,sigmoid,relu,5.680958646497917e-06,0.0023834761686448466,0.0019781355389176126
1258,100,64,0.001,32,32,tanh,sigmoid,5.685106178931501e-06,0.0023843460694562566,0.0019897593999483247
586,50,64,0.01,16,64,relu,sigmoid,5.692964461540085e-06,0.0023859933909254833,0.002026386212048271
691,50,64,0.1,32,32,tanh,sigmoid,5.698373965346288e-06,0.0023871267174882626,0.0017875819963733576
599,50,64,0.01,32,16,sigmoid,tanh,5.705154416916443e-06,0.00238854650717051,0.0020028934875713994
174,50,16,0.1,16,32,sigmoid,relu,5.727795918089634e-06,0.002393281412222481,0.0017235784721706345
1141,100,32,0.1,16,16,tanh,sigmoid,5.734134893130905e-06,0.002394605373152517,0.002022498040032893
1212,100,32,0.1,64,64,tanh,relu,5.743104580927717e-06,0.002396477536078258,0.001861185395905629
1450,100,64,0.1,64,64,relu,sigmoid,5.745418543851967e-06,0.0023969602716465634,0.0017995590595066883
895,100,16,0.1,16,16,sigmoid,sigmoid,5.753857364660583e-06,0.0023987199429405227,0.00181550921794738
687,50,64,0.1,32,32,sigmoid,relu,5.761247988020176e-06,0.002400259983422666,0.002148986632935265
1174,100,32,0.1,32,32,sigmoid,sigmoid,5.777720496428054e-06,0.0024036889350388196,0.0017370302936588308
14,50,16,0.001,16,32,sigmoid,tanh,5.779812961190095e-06,0.002404124156775206,0.0020418452816797312
1146,100,32,0.1,16,32,sigmoid,relu,5.788474147967309e-06,0.0024059248009793053,0.0018591370265196932
975,100,32,0.001,16,16,sigmoid,relu,5.802320493539299e-06,0.002408800633829894,0.0020407008103584534
261,50,32,0.001,16,64,relu,relu,5.806125519132065e-06,0.002409590321845617,0.0019854856813155035
571,50,64,0.01,16,16,sigmoid,sigmoid,5.820852861439372e-06,0.002412644371108053,0.002080614093251501
624,50,64,0.01,64,16,sigmoid,relu,5.823753877913826e-06,0.0024132455071777976,0.0020029751822398015
643,50,64,0.01,64,64,sigmoid,sigmoid,5.826023332967704e-06,0.002413715669453986,0.0020618688092519074
173,50,16,0.1,16,32,relu,tanh,5.854100417076113e-06,0.002419524832911643,0.0019099328458179405
1245,100,64,0.001,32,16,sigmoid,relu,5.901693606944353e-06,0.0024293401587559436,0.0020891829186918723
1377,100,64,0.1,16,16,relu,relu,5.917058403249707e-06,0.0024325004426001048,0.0018776112110339331
252,50,32,0.001,16,32,relu,relu,5.964945115678379e-06,0.0024423237123031784,0.002035231871569046
245,50,32,0.001,16,16,relu,tanh,5.966887827642004e-06,0.0024427213978761484,0.002051096826981376
505,50,64,0.001,16,64,relu,sigmoid,5.967413237107997e-06,0.00244282894143409,0.0019213718360916695
913,100,16,0.1,16,64,sigmoid,sigmoid,5.972525056954711e-06,0.0024438750084557746,0.0020190899655195297
632,50,64,0.01,64,32,relu,tanh,5.973710242240881e-06,0.002444117477176758,0.0019589287948500165
301,50,32,0.001,64,16,sigmoid,sigmoid,5.9764094295636296e-06,0.002444669595173063,0.0020699397156539504
1138,100,32,0.1,16,16,sigmoid,sigmoid,5.979373777589499e-06,0.0024452758080816773,0.0018884892366905855
68,50,16,0.001,64,32,sigmoid,tanh,5.997559037688805e-06,0.002448991432751206,0.0020656921290580017
720,50,64,0.1,64,64,relu,relu,6.00321823049456e-06,0.002450146573267518,0.001926535792330964
1263,100,64,0.001,32,64,sigmoid,relu,6.0333650216720925e-06,0.002456290907378866,0.00210434155148885
311,50,32,0.001,64,32,sigmoid,tanh,6.034262449693658e-06,0.002456473580092743,0.0021258768442032365
1422,100,64,0.1,32,64,relu,relu,6.040867313290422e-06,0.002457817591541411,0.0019609934122553365
587,50,64,0.01,16,64,relu,tanh,6.041069233699031e-06,0.0024578586683735564,0.002026478804778469
983,100,32,0.001,16,32,relu,tanh,6.0535997256640405e-06,0.0024604064147339642,0.0021118031571645173
409,50,32,0.1,16,16,sigmoid,sigmoid,6.063158811425031e-06,0.0024623482311454305,0.0018215982273124555
1355,100,64,0.01,64,16,sigmoid,tanh,6.0716668055329984e-06,0.0024640752434804012,0.002029462927205391
904,100,16,0.1,16,32,sigmoid,sigmoid,6.074836219223957e-06,0.002464718283947266,0.001992019821139487
503,50,64,0.001,16,32,tanh,tanh,6.0971079008234235e-06,0.002469232249267659,0.0020195641186242412
1292,100,64,0.001,64,64,sigmoid,tanh,6.124686362790252e-06,0.0024748103690566377,0.002129632665960441
371,50,32,0.01,32,64,relu,tanh,6.1257867434721384e-06,0.002475032675233226,0.002134003266614103
1156,100,32,0.1,16,64,sigmoid,sigmoid,6.173215359085856e-06,0.0024845956127880963,0.0019329201916206274
1003,100,32,0.001,32,16,sigmoid,sigmoid,6.186099384186351e-06,0.0024871870424610916,0.0021652871844594418
22,50,16,0.001,16,64,sigmoid,sigmoid,6.189768234840465e-06,0.0024879244833476088,0.0020782028475477303
234,50,16,0.1,64,64,relu,relu,6.191211081033388e-06,0.0024882144363043528,0.0019474540332911265
1373,100,64,0.01,64,64,sigmoid,tanh,6.192427393567183e-06,0.002488458839034149,0.0021685899732059467
48,50,16,0.001,32,64,sigmoid,relu,6.209990666404538e-06,0.002491985286153299,0.0020556938742062806
474,50,32,0.1,64,32,tanh,relu,6.242367764223079e-06,0.00249847308655168,0.0021675207043387107
59,50,16,0.001,64,16,sigmoid,tanh,6.250242694507636e-06,0.0025000485384303315,0.0021255219520269716
73,50,16,0.001,64,64,relu,sigmoid,6.2552215151308345e-06,0.002501044085003468,0.0020483260035175062
40,50,16,0.001,32,32,sigmoid,sigmoid,6.26059859689711e-06,0.0025021188214985135,0.002121430644802399
626,50,64,0.01,64,16,sigmoid,tanh,6.264031366708618e-06,0.0025028047000732233,0.0021954287173503693
732,100,16,0.001,16,16,sigmoid,relu,6.2786199425475e-06,0.0025057174506610876,0.002120711582527661
506,50,64,0.001,16,64,relu,tanh,6.279453372261636e-06,0.0025058837507477547,0.0020330231899460694
258,50,32,0.001,16,32,tanh,relu,6.30899813451114e-06,0.0025117719113229887,0.002076331178286288
259,50,32,0.001,16,32,tanh,sigmoid,6.329363609458592e-06,0.0025158226506370816,0.002183674860509
1291,100,64,0.001,64,64,sigmoid,sigmoid,6.33170111394349e-06,0.0025162871684176846,0.0021555647496437976
1151,100,32,0.1,16,32,tanh,tanh,6.342860599700684e-06,0.002518503642979435,0.0019286896689417116
19,50,16,0.001,16,64,relu,sigmoid,6.344096035048971e-06,0.002518748902739011,0.0021677596108329892
383,50,32,0.01,64,16,sigmoid,tanh,6.347026975436628e-06,0.0025193306602025525,0.002170113440651979
650,50,64,0.1,16,16,relu,tanh,6.398031462475664e-06,0.002529433031822678,0.002005462388016924
275,50,32,0.001,32,16,sigmoid,tanh,6.410201268873879e-06,0.0025318375281352234,0.002177808579552945
419,50,32,0.1,16,32,sigmoid,tanh,6.427623712648911e-06,0.002535275865196707,0.0019541543947824485
284,50,32,0.001,32,32,sigmoid,tanh,6.431758245939515e-06,0.002536091135180184,0.0021663238290754354
247,50,32,0.001,16,16,sigmoid,sigmoid,6.434840322151397e-06,0.0025366987054341707,0.002131475161052204
262,50,32,0.001,16,64,relu,sigmoid,6.43612358950857e-06,0.0025369516332615742,0.0021567413440220532
598,50,64,0.01,32,16,sigmoid,sigmoid,6.450316185171724e-06,0.0025397472679720957,0.002140464954724704
1231,100,64,0.001,16,32,tanh,sigmoid,6.451950325097582e-06,0.0025400689606972448,0.002144281770660766
250,50,32,0.001,16,16,tanh,sigmoid,6.459645864495768e-06,0.0025415833380976844,0.0021998705924935395
519,50,64,0.001,32,16,tanh,relu,6.474551365860284e-06,0.002544513974388878,0.00208152697784621
1159,100,32,0.1,16,64,tanh,sigmoid,6.529366225326338e-06,0.00255526245722946,0.0019237400606767823
319,50,32,0.001,64,64,sigmoid,sigmoid,6.5725070518415616e-06,0.0025636901239895512,0.0022060834900923545
1234,100,64,0.001,16,64,relu,sigmoid,6.589871189608234e-06,0.0025670744417737937,0.0021006351381635895
684,50,64,0.1,32,32,relu,relu,6.5983819826376975e-06,0.0025687315902284727,0.0019723943467304566
1272,100,64,0.001,64,16,sigmoid,relu,6.606802002366498e-06,0.0025703700127348394,0.0022122044709905224
551,50,64,0.001,64,32,relu,tanh,6.617458049312868e-06,0.0025724420400298365,0.0021979803673879417
278,50,32,0.001,32,16,tanh,tanh,6.626079111490428e-06,0.002574117151858172,0.0022611161144815957
177,50,16,0.1,16,32,tanh,relu,6.671049180881155e-06,0.0025828374282716973,0.002000006247165347
13,50,16,0.001,16,32,sigmoid,sigmoid,6.674484639904513e-06,0.002583502397890219,0.0022432912563023753
1136,100,32,0.1,16,16,relu,tanh,6.6753329110556305e-06,0.002583666563443439,0.001980224073780435
1223,100,64,0.001,16,16,tanh,tanh,6.681225838259711e-06,0.0025848067313166204,0.002113985415358561
960,100,16,0.1,64,32,tanh,relu,6.6882193506154625e-06,0.002586159188954822,0.0021173017130394238
243,50,32,0.001,16,16,relu,relu,6.6892947507160625e-06,0.0025863670951193417,0.002125026049421412
1394,100,64,0.1,16,32,tanh,tanh,6.70669420645702e-06,0.002589728597065148,0.0020234832015057465
1225,100,64,0.001,16,32,relu,sigmoid,6.72400678697841e-06,0.0025930689900151922,0.0022124103569404053
273,50,32,0.001,32,16,sigmoid,relu,6.7242236245838396e-06,0.002593110800676253,0.0021989106422587975
708,50,64,0.1,64,16,tanh,relu,6.799470060136165e-06,0.0026075793487708413,0.0020728547315479705
270,50,32,0.001,32,16,relu,relu,6.808783819970302e-06,0.0026093646391354163,0.002257351644209086
67,50,16,0.001,64,32,sigmoid,sigmoid,6.8659301558992915e-06,0.002620291998213041,0.002184487855917183
207,50,16,0.1,32,64,relu,relu,6.896707444186284e-06,0.0026261583052410004,0.0019055370106148622
642,50,64,0.01,64,64,sigmoid,relu,6.917338514178037e-06,0.0026300833663931715,0.002250526869978378
625,50,64,0.01,64,16,sigmoid,sigmoid,6.922884916599033e-06,0.0026311375708235082,0.0022676305795159752
23,50,16,0.001,16,64,sigmoid,tanh,6.945371587485075e-06,0.0026354072906260764,0.0022751763275530397
522,50,64,0.001,32,32,relu,relu,6.945373249460195e-06,0.0026354076059426166,0.00211727408907538
263,50,32,0.001,16,64,relu,tanh,6.9792890838680924e-06,0.0026418344164364452,0.0022067041201406933
572,50,64,0.01,16,16,sigmoid,tanh,6.986996371445873e-06,0.002643292713916844,0.002285969919456254
412,50,32,0.1,16,16,tanh,sigmoid,6.995165430061123e-06,0.002644837505417133,0.002118949791371452
