,epochs,batch_size,learning_rate,units,units2,activation1,activation2,mse,rmse,mae
14,50,16,0.001,16,32,sigmoid,tanh,1.8538846877011688e-05,0.004305676123097474,0.003590379085197611
993,100,32,0.001,16,64,sigmoid,relu,1.8561073262236495e-05,0.004308256406278124,0.0038190558955994314
78,50,16,0.001,64,64,tanh,relu,1.8683716309658036e-05,0.004322466461368791,0.0036869856959720533
500,50,64,0.001,16,32,sigmoid,tanh,1.8771781605765814e-05,0.004332641412090991,0.003749189305205813
525,50,64,0.001,32,32,sigmoid,relu,1.8818661661756985e-05,0.004338048139631116,0.0038200710134727663
491,50,64,0.001,16,16,sigmoid,tanh,1.8819082625820276e-05,0.004338096659345003,0.003834452946386783
519,50,64,0.001,32,16,tanh,relu,1.8822975458172014e-05,0.004338545315906245,0.0038017556343403853
303,50,32,0.001,64,16,tanh,relu,1.8849569428326247e-05,0.004341609082854679,0.003855524626518749
290,50,32,0.001,32,64,relu,tanh,1.8909831356917872e-05,0.004348543590320542,0.00373373954167629
609,50,64,0.01,32,32,tanh,relu,1.8939595205454167e-05,0.0043519645225408455,0.0035200789375598378
1287,100,64,0.001,64,64,relu,relu,1.8964413736997482e-05,0.004354815006059096,0.003275045591693101
17,50,16,0.001,16,32,tanh,tanh,1.8967065580120002e-05,0.004355119467950334,0.0035747868989519068
1276,100,64,0.001,64,16,tanh,sigmoid,1.8975104906229e-05,0.0043560423444026575,0.003830345313904659
1017,100,32,0.001,32,64,relu,relu,1.901489814807977e-05,0.004360607543459944,0.0035611331565713468
1242,100,64,0.001,32,16,relu,relu,1.9042825199052443e-05,0.0043638085658118005,0.003839753699836526
990,100,32,0.001,16,64,relu,relu,1.908035377368316e-05,0.004368106428841124,0.0034737559455115326
539,50,64,0.001,32,64,tanh,tanh,1.9176085769860978e-05,0.004379050784115318,0.003830421737260438
1258,100,64,0.001,32,32,tanh,sigmoid,1.9181223223652383e-05,0.004379637339284199,0.0036437080430861087
36,50,16,0.001,32,32,relu,relu,1.919825039377458e-05,0.004381580809910343,0.003911616145587119
1261,100,64,0.001,32,64,relu,sigmoid,1.9229883103825918e-05,0.004385189061354815,0.0037056627197925235
1293,100,64,0.001,64,64,tanh,relu,1.9250741532231005e-05,0.004387566698322774,0.0036162890027796072
266,50,32,0.001,16,64,sigmoid,tanh,1.9265990783162727e-05,0.0043893041342748995,0.0038697182769200354
44,50,16,0.001,32,32,tanh,tanh,1.9382194262263693e-05,0.0044025213528458545,0.003755565710882024
591,50,64,0.01,16,64,tanh,relu,1.938585515064583e-05,0.004402937105006819,0.003554224997012219
9,50,16,0.001,16,32,relu,relu,1.944185071913188e-05,0.0044092914078264185,0.003430342852974297
612,50,64,0.01,32,64,relu,relu,1.944457661576172e-05,0.0044096005052342005,0.003844147898216251
640,50,64,0.01,64,64,relu,sigmoid,1.946214399539579e-05,0.0044115920023723625,0.0038368855685954294
251,50,32,0.001,16,16,tanh,tanh,1.9551478430817607e-05,0.00442170537584964,0.003999675687383869
314,50,32,0.001,64,32,tanh,tanh,1.9676733572608212e-05,0.004435846432487064,0.0037089496903481844
510,50,64,0.001,16,64,tanh,relu,1.96845248721643e-05,0.00443672456573138,0.003926420575611525
972,100,32,0.001,16,16,relu,relu,1.974165269533008e-05,0.004443157964255838,0.003778527199205915
538,50,64,0.001,32,64,tanh,sigmoid,1.9878679709950825e-05,0.004458551301706736,0.0036043381451012417
524,50,64,0.001,32,32,relu,tanh,1.9901004474863654e-05,0.004461054188738762,0.003890063111083796
298,50,32,0.001,64,16,relu,sigmoid,1.9906174130124127e-05,0.004461633571924539,0.003698637669799928
0,50,16,0.001,16,16,relu,relu,1.99641076502504e-05,0.004468121266287476,0.003703855696340502
636,50,64,0.01,64,32,tanh,relu,1.9974021662089754e-05,0.004469230544745902,0.0038094514055438907
555,50,64,0.001,64,32,tanh,relu,1.9976138674579347e-05,0.004469467381532094,0.003901109683549663
1275,100,64,0.001,64,16,tanh,relu,1.9976989255396763e-05,0.004469562535125419,0.0037972062326454463
1277,100,64,0.001,64,16,tanh,tanh,2.0058466758836948e-05,0.00447866796702289,0.0038082505063384117
1220,100,64,0.001,16,16,sigmoid,tanh,2.0078286755438883e-05,0.004480880131786487,0.0036019025879813252
1260,100,64,0.001,32,64,relu,relu,2.0151152293100894e-05,0.004489003485530045,0.0036274459452602346
1185,100,32,0.1,32,64,tanh,relu,2.0153765492405048e-05,0.004489294542843569,0.004006995442954252
15,50,16,0.001,16,32,tanh,relu,2.0155924024961597e-05,0.0044895349452879416,0.0038418943923441114
945,100,16,0.1,64,16,relu,relu,2.015673853008914e-05,0.004489625655897064,0.003784759071343028
1221,100,64,0.001,16,16,tanh,relu,2.020238811275145e-05,0.004494706677053738,0.0037885709283782833
318,50,32,0.001,64,64,sigmoid,relu,2.0207584619961143e-05,0.0044952847095552405,0.0037968518023452744
287,50,32,0.001,32,32,tanh,tanh,2.0235633784242968e-05,0.00449840347059298,0.0039720367455939485
274,50,32,0.001,32,16,sigmoid,sigmoid,2.0297776359934205e-05,0.0045053053570134624,0.003837711348544594
1034,100,32,0.001,64,16,tanh,tanh,2.036764878061489e-05,0.004513053155084138,0.003798870573142818
260,50,32,0.001,16,32,tanh,tanh,2.0418053476113355e-05,0.00451863402768064,0.003683409773999772
563,50,64,0.001,64,64,sigmoid,tanh,2.0464585428310127e-05,0.0045237799933584445,0.003899023424249526
297,50,32,0.001,64,16,relu,relu,2.057156275258408e-05,0.00453558846816861,0.0038680053874955433
64,50,16,0.001,64,32,relu,sigmoid,2.05773207385852e-05,0.004536223179979706,0.003958618403341802
497,50,64,0.001,16,32,relu,tanh,2.0666759616172794e-05,0.004546070788733144,0.0037996931579422923
1218,100,64,0.001,16,16,sigmoid,relu,2.0685794763005485e-05,0.0045481638891980885,0.003914120058671113
280,50,32,0.001,32,32,relu,sigmoid,2.0796359789917103e-05,0.004560302598503426,0.0036706104233393193
965,100,16,0.1,64,64,relu,tanh,2.084581442648781e-05,0.00456572167641522,0.003815837902688584
268,50,32,0.001,16,64,tanh,sigmoid,2.086451929152206e-05,0.004567769618919288,0.003949980091874866
447,50,32,0.1,32,32,tanh,relu,2.0970464265697925e-05,0.004579351948223452,0.0038334748112875865
479,50,32,0.1,64,64,relu,tanh,2.1038782952574113e-05,0.004586805310079567,0.0038915689952855083
1454,100,64,0.1,64,64,sigmoid,tanh,2.1039273107393745e-05,0.004586858740728097,0.0038932828100022394
1415,100,64,0.1,32,32,relu,tanh,2.1042054767355116e-05,0.004587161951289175,0.0039014401285401156
172,50,16,0.1,16,32,relu,sigmoid,2.104773434858686e-05,0.004587780983066526,0.003901337652424793
214,50,16,0.1,32,64,tanh,sigmoid,2.1088390101170102e-05,0.004592209718770486,0.003935985856408511
567,50,64,0.01,16,16,relu,relu,2.109743666092479e-05,0.004593194602988729,0.003736349198313859
478,50,32,0.1,64,64,relu,sigmoid,2.1110218185290405e-05,0.004594585746864499,0.003855090158440037
1406,100,64,0.1,32,16,relu,tanh,2.115445085036152e-05,0.004599396792011048,0.003845401192094707
1435,100,64,0.1,64,16,sigmoid,sigmoid,2.1159816380438625e-05,0.004599980041308726,0.0038445495184205617
1432,100,64,0.1,64,16,relu,sigmoid,2.1161956143477025e-05,0.0046002126193771765,0.0038441830448636308
1137,100,32,0.1,16,16,sigmoid,relu,2.117880682895007e-05,0.004602043766518314,0.003837082872707444
1441,100,64,0.1,64,32,relu,sigmoid,2.118241681348995e-05,0.004602435965169961,0.0038405289501549306
1450,100,64,0.1,64,64,relu,sigmoid,2.1188071717879283e-05,0.004603050262367258,0.003839565720935356
451,50,32,0.1,32,64,relu,sigmoid,2.1215095269148686e-05,0.004605984723069399,0.003835195681357653
1383,100,64,0.1,16,16,tanh,relu,2.121716194071371e-05,0.00460620906393899,0.0038348760507202363
1380,100,64,0.1,16,16,sigmoid,relu,2.122909748785042e-05,0.0046075044750765485,0.0038330635767186284
226,50,16,0.1,64,32,relu,sigmoid,2.123211041299404e-05,0.004607831421937443,0.003832615099137122
444,50,32,0.1,32,32,sigmoid,relu,2.1249369050590116e-05,0.0046097037920662665,0.0037042273312932364
1140,100,32,0.1,16,16,tanh,relu,2.12542185062089e-05,0.0046102297671817725,0.0038294257902856434
1397,100,64,0.1,16,64,relu,tanh,2.1278551108214692e-05,0.0046128679916310955,0.0038260975719369462
1286,100,64,0.001,64,32,tanh,tanh,2.1290983354436732e-05,0.00461421535631322,0.004110120983324885
690,50,64,0.1,32,32,tanh,relu,2.1302992638573745e-05,0.004615516508319924,0.004000135268472253
1027,100,32,0.001,64,16,relu,sigmoid,2.130827058230072e-05,0.004616088233808007,0.0037413885422486978
1171,100,32,0.1,32,32,relu,sigmoid,2.1310880570658377e-05,0.004616370930791673,0.003821930749666978
929,100,16,0.1,32,32,relu,tanh,2.1326507707251158e-05,0.004618063198706917,0.00400441283665696
1152,100,32,0.1,16,64,relu,relu,2.135906891519592e-05,0.004621587272268687,0.0038226834170716796
1386,100,64,0.1,16,32,relu,relu,2.1372209225133744e-05,0.004623008676731393,0.0038146541358471927
1388,100,64,0.1,16,32,relu,tanh,2.1378252559545825e-05,0.004623662245400915,0.003814004869850063
1401,100,64,0.1,16,64,tanh,relu,2.1386074119243327e-05,0.0046245079867206764,0.003789110807483666
312,50,32,0.001,64,32,tanh,relu,2.142397490259867e-05,0.004628603990686465,0.004063926621355391
964,100,16,0.1,64,64,relu,sigmoid,2.144055966424386e-05,0.004630395195255353,0.0038072954601720966
1207,100,32,0.1,64,64,relu,sigmoid,2.1445626627133895e-05,0.004630942304448836,0.003806775850749796
1235,100,64,0.001,16,64,relu,tanh,2.1448080307112846e-05,0.004631207219193808,0.0037360476397904317
227,50,16,0.1,64,32,relu,tanh,2.145605448998927e-05,0.0046320680575731256,0.0038057167959528256
289,50,32,0.001,32,64,relu,sigmoid,2.145947568895993e-05,0.004632437337834148,0.0037150789851660886
463,50,32,0.1,64,16,sigmoid,sigmoid,2.1461478335407525e-05,0.004632653487517443,0.0038051558953644056
968,100,16,0.1,64,64,sigmoid,tanh,2.1462427104005156e-05,0.004632755886511306,0.0040292945810704184
1387,100,64,0.1,16,32,relu,sigmoid,2.1463591974641393e-05,0.0046328816059382945,0.003804872640278111
1164,100,32,0.1,32,16,sigmoid,relu,2.1506763691415367e-05,0.004637538537997864,0.0037575630264658462
935,100,16,0.1,32,32,tanh,tanh,2.1544907518299003e-05,0.004641649223961135,0.003797179124474434
218,50,16,0.1,64,16,relu,tanh,2.1549890478910332e-05,0.004642185959104862,0.003796724227678029
208,50,16,0.1,32,64,relu,sigmoid,2.155193538437248e-05,0.0046424062063085865,0.003796537896953614
998,100,32,0.001,16,64,tanh,tanh,2.1574994022079262e-05,0.004644889021503017,0.0038039126784967406
1395,100,64,0.1,16,64,relu,relu,2.1582249128385345e-05,0.004645669933215806,0.003793818058251297
1143,100,32,0.1,16,32,relu,relu,2.1613009031574877e-05,0.0046489793537479686,0.003791134652930857
434,50,32,0.1,32,16,relu,tanh,2.164688554689941e-05,0.004652621362941477,0.0037850492950365112
536,50,64,0.001,32,64,sigmoid,tanh,2.1675929833971472e-05,0.004655741598711367,0.004106684043138279
648,50,64,0.1,16,16,relu,relu,2.1682813786991793e-05,0.004656480837176482,0.0037852999335714235
1134,100,32,0.1,16,16,relu,relu,2.1685435178264572e-05,0.004656762306395354,0.003785106894478317
1197,100,32,0.1,64,32,relu,relu,2.1698602399222215e-05,0.004658175866068414,0.0037840247652061757
717,50,64,0.1,64,32,tanh,relu,2.170331369244223e-05,0.00465868154014011,0.00378365326037269
1440,100,64,0.1,64,32,relu,relu,2.171721802157707e-05,0.004660173604231614,0.0037825407121182494
969,100,16,0.1,64,64,tanh,relu,2.173620808038846e-05,0.004662210643073569,0.0037810476374310004
191,50,16,0.1,32,16,relu,tanh,2.1746013920023718e-05,0.004663262154331849,0.0037802846183193676
487,50,64,0.001,16,16,relu,sigmoid,2.175507066387149e-05,0.004664233127092973,0.0038075717466511923
1206,100,32,0.1,64,64,relu,relu,2.1780982864480838e-05,0.004667010056179527,0.003851929360155616
8,50,16,0.001,16,16,tanh,tanh,2.1816978797005228e-05,0.004670864887470545,0.004186407265722184
1189,100,32,0.1,64,16,relu,sigmoid,2.1824493402923397e-05,0.004671669230898459,0.003774182720826288
999,100,32,0.001,32,16,relu,relu,2.183527093161062e-05,0.004672822587217561,0.004118080072458527
1203,100,32,0.1,64,32,tanh,relu,2.1840651996568657e-05,0.0046733983348917155,0.003773176465517645
959,100,16,0.1,64,32,sigmoid,tanh,2.1844139826197986e-05,0.0046737714777466376,0.0037077478658504377
431,50,32,0.1,16,64,tanh,tanh,2.1855605888127383e-05,0.004674997955949006,0.004291532839722612
45,50,16,0.001,32,64,relu,relu,2.1889015272313992e-05,0.004678569789189213,0.0039265489888249015
710,50,64,0.1,64,16,tanh,tanh,2.193193933352009e-05,0.004683154848338894,0.003766701559591207
684,50,64,0.1,32,32,relu,relu,2.1996932805773502e-05,0.0046900887844233295,0.0037624815908482963
470,50,32,0.1,64,32,relu,tanh,2.2007251228059048e-05,0.0046911886796481604,0.003761616153452115
1135,100,32,0.1,16,16,relu,sigmoid,2.200817199663218e-05,0.0046912868167094815,0.0037615574552257772
261,50,32,0.001,16,64,relu,relu,2.2041490600890822e-05,0.004694836589370372,0.004182272640730557
1453,100,64,0.1,64,64,sigmoid,sigmoid,2.204890741937622e-05,0.004695626413949072,0.004120461846967122
552,50,64,0.001,64,32,sigmoid,relu,2.2062220931461483e-05,0.004697043850280885,0.003991743041367498
23,50,16,0.001,16,64,sigmoid,tanh,2.2079180237093665e-05,0.004698848820412683,0.003891383040461071
713,50,64,0.1,64,32,relu,tanh,2.208997556070542e-05,0.004699997400074326,0.0037562468560883105
1180,100,32,0.1,32,64,relu,sigmoid,2.210698146826891e-05,0.004701806192121163,0.003755169353277374
658,50,64,0.1,16,32,relu,sigmoid,2.2189748367689762e-05,0.004710599576241836,0.00375536493692413
735,100,16,0.001,16,16,tanh,relu,2.224354450223663e-05,0.004716306234993295,0.0041026720265969815
